region,time
Abruzzo,13.3
Basilicata,11.7
Calabria,12.2
Campania,18.8
Emilia-Romagna,17.5
Friuli Venezia Giulia,9.5
Lazio,18.2
Liguria,10.5
Lombardia,15.8
Marche,22.3
Molise,10.5
Piemonte,14.7
Puglia,11.7
Sardegna,15.1
Sicilia,11.2
Toscana,14.5
Trentino-Alto Adige,7.4
Umbria,7.5
Valle d'Aosta,7.1
Veneto,7.8
