region,time
Acre,8.1
Alagoas,11.3
Amapá,10.2
Amazonas,13.3
Bahia,22.3
Ceará,6.5
Distrito Federal,15.1
Espirito Santo,8.9
Goiás,8.7
Maranhão,10.2
Mato Grosso,10.2
Mato Grosso do Sul,9.5
Minas Gerais,16.6
Pará,9.1
Paraíba,7.3
Paraná,11
Pernambuco,5.7
Piauí,10.9
Rio de Janeiro,4.7
Rio Grande do Norte,4.2
Rio Grande do Sul,8
Rondônia,8.1
Roraima,8.1
Santa Catarina,10
São Paulo,8
Sergipe,6.8
Tocantins,11.5
