region,date,confirm
East of England,2021-01-16,188
England,2021-01-16,1166
London,2021-01-16,197
Midlands,2021-01-16,217
North East and Yorkshire,2021-01-16,109
North West,2021-01-16,112
Northern Ireland,2021-01-16,20
Scotland,2021-01-16,76
South East,2021-01-16,249
South West,2021-01-16,86
Wales,2021-01-16,40
United Kingdom,2021-01-16,1302
East of England,2021-01-17,202
England,2021-01-17,1162
London,2021-01-17,195
Midlands,2021-01-17,207
North East and Yorkshire,2021-01-17,91
North West,2021-01-17,122
Northern Ireland,2021-01-17,29
Scotland,2021-01-17,42
South East,2021-01-17,257
South West,2021-01-17,80
Wales,2021-01-17,26
United Kingdom,2021-01-17,1259
East of England,2021-01-18,173
England,2021-01-18,1165
London,2021-01-18,206
Midlands,2021-01-18,222
North East and Yorkshire,2021-01-18,85
North West,2021-01-18,128
Northern Ireland,2021-01-18,21
Scotland,2021-01-18,62
South East,2021-01-18,270
South West,2021-01-18,74
Wales,2021-01-18,43
United Kingdom,2021-01-18,1291
East of England,2021-01-19,181
England,2021-01-19,1245
London,2021-01-19,202
Midlands,2021-01-19,209
North East and Yorkshire,2021-01-19,127
North West,2021-01-19,145
Northern Ireland,2021-01-19,19
Scotland,2021-01-19,70
South East,2021-01-19,285
South West,2021-01-19,89
Wales,2021-01-19,26
United Kingdom,2021-01-19,1360
East of England,2021-01-20,195
England,2021-01-20,1164
London,2021-01-20,179
Midlands,2021-01-20,216
North East and Yorkshire,2021-01-20,96
North West,2021-01-20,138
Northern Ireland,2021-01-20,19
Scotland,2021-01-20,63
South East,2021-01-20,225
South West,2021-01-20,109
Wales,2021-01-20,38
United Kingdom,2021-01-20,1284
East of England,2021-01-21,192
England,2021-01-21,1129
London,2021-01-21,180
Midlands,2021-01-21,216
North East and Yorkshire,2021-01-21,103
North West,2021-01-21,119
Northern Ireland,2021-01-21,11
Scotland,2021-01-21,56
South East,2021-01-21,227
South West,2021-01-21,85
Wales,2021-01-21,34
United Kingdom,2021-01-21,1230
East of England,2021-01-22,181
England,2021-01-22,1113
London,2021-01-22,157
Midlands,2021-01-22,217
North East and Yorkshire,2021-01-22,92
North West,2021-01-22,135
Northern Ireland,2021-01-22,13
Scotland,2021-01-22,66
South East,2021-01-22,227
South West,2021-01-22,98
Wales,2021-01-22,39
United Kingdom,2021-01-22,1231
East of England,2021-01-23,151
England,2021-01-23,1052
London,2021-01-23,156
Midlands,2021-01-23,213
North East and Yorkshire,2021-01-23,81
North West,2021-01-23,134
Northern Ireland,2021-01-23,20
Scotland,2021-01-23,53
South East,2021-01-23,223
South West,2021-01-23,89
Wales,2021-01-23,31
United Kingdom,2021-01-23,1156
East of England,2021-01-24,166
England,2021-01-24,1032
London,2021-01-24,151
Midlands,2021-01-24,197
North East and Yorkshire,2021-01-24,95
North West,2021-01-24,127
Northern Ireland,2021-01-24,13
Scotland,2021-01-24,65
South East,2021-01-24,188
South West,2021-01-24,99
Wales,2021-01-24,34
United Kingdom,2021-01-24,1144
East of England,2021-01-25,155
England,2021-01-25,1062
London,2021-01-25,147
Midlands,2021-01-25,205
North East and Yorkshire,2021-01-25,98
North West,2021-01-25,130
Northern Ireland,2021-01-25,15
Scotland,2021-01-25,52
South East,2021-01-25,214
South West,2021-01-25,108
Wales,2021-01-25,27
United Kingdom,2021-01-25,1156
East of England,2021-01-26,124
England,2021-01-26,950
London,2021-01-26,122
Midlands,2021-01-26,197
North East and Yorkshire,2021-01-26,84
North West,2021-01-26,126
Northern Ireland,2021-01-26,12
Scotland,2021-01-26,51
South East,2021-01-26,205
South West,2021-01-26,84
Wales,2021-01-26,37
United Kingdom,2021-01-26,1050
East of England,2021-01-27,151
England,2021-01-27,1008
London,2021-01-27,126
Midlands,2021-01-27,199
North East and Yorkshire,2021-01-27,94
North West,2021-01-27,137
Northern Ireland,2021-01-27,20
Scotland,2021-01-27,58
South East,2021-01-27,204
South West,2021-01-27,92
Wales,2021-01-27,21
United Kingdom,2021-01-27,1107
East of England,2021-01-28,152
England,2021-01-28,1003
London,2021-01-28,120
Midlands,2021-01-28,191
North East and Yorkshire,2021-01-28,90
North West,2021-01-28,142
Northern Ireland,2021-01-28,16
Scotland,2021-01-28,46
South East,2021-01-28,205
South West,2021-01-28,95
Wales,2021-01-28,29
United Kingdom,2021-01-28,1094
East of England,2021-01-29,136
England,2021-01-29,937
London,2021-01-29,117
Midlands,2021-01-29,213
North East and Yorkshire,2021-01-29,92
North West,2021-01-29,129
Northern Ireland,2021-01-29,23
Scotland,2021-01-29,57
South East,2021-01-29,165
South West,2021-01-29,79
Wales,2021-01-29,42
United Kingdom,2021-01-29,1059
East of England,2021-01-30,122
England,2021-01-30,815
London,2021-01-30,83
Midlands,2021-01-30,177
North East and Yorkshire,2021-01-30,92
North West,2021-01-30,106
Northern Ireland,2021-01-30,14
Scotland,2021-01-30,42
South East,2021-01-30,156
South West,2021-01-30,75
Wales,2021-01-30,22
United Kingdom,2021-01-30,893
East of England,2021-01-31,111
England,2021-01-31,794
London,2021-01-31,97
Midlands,2021-01-31,173
North East and Yorkshire,2021-01-31,89
North West,2021-01-31,118
Northern Ireland,2021-01-31,12
Scotland,2021-01-31,46
South East,2021-01-31,136
South West,2021-01-31,68
Wales,2021-01-31,21
United Kingdom,2021-01-31,873
East of England,2021-02-01,97
England,2021-02-01,795
London,2021-02-01,91
Midlands,2021-02-01,181
North East and Yorkshire,2021-02-01,90
North West,2021-02-01,121
Northern Ireland,2021-02-01,15
Scotland,2021-02-01,42
South East,2021-02-01,155
South West,2021-02-01,54
Wales,2021-02-01,29
United Kingdom,2021-02-01,881
East of England,2021-02-02,99
England,2021-02-02,753
London,2021-02-02,91
Midlands,2021-02-02,165
North East and Yorkshire,2021-02-02,77
North West,2021-02-02,108
Northern Ireland,2021-02-02,13
Scotland,2021-02-02,41
South East,2021-02-02,127
South West,2021-02-02,75
Wales,2021-02-02,33
United Kingdom,2021-02-02,840
East of England,2021-02-03,103
England,2021-02-03,753
London,2021-02-03,105
Midlands,2021-02-03,153
North East and Yorkshire,2021-02-03,89
North West,2021-02-03,109
Northern Ireland,2021-02-03,5
Scotland,2021-02-03,46
South East,2021-02-03,123
South West,2021-02-03,57
Wales,2021-02-03,25
United Kingdom,2021-02-03,829
East of England,2021-02-04,97
England,2021-02-04,632
London,2021-02-04,59
Midlands,2021-02-04,142
North East and Yorkshire,2021-02-04,85
North West,2021-02-04,97
Northern Ireland,2021-02-04,14
Scotland,2021-02-04,28
South East,2021-02-04,90
South West,2021-02-04,55
Wales,2021-02-04,22
United Kingdom,2021-02-04,696
East of England,2021-02-05,94
England,2021-02-05,628
London,2021-02-05,85
Midlands,2021-02-05,127
North East and Yorkshire,2021-02-05,76
North West,2021-02-05,92
Northern Ireland,2021-02-05,9
Scotland,2021-02-05,38
South East,2021-02-05,92
South West,2021-02-05,50
Wales,2021-02-05,23
United Kingdom,2021-02-05,698
East of England,2021-02-06,87
England,2021-02-06,561
London,2021-02-06,69
Midlands,2021-02-06,119
North East and Yorkshire,2021-02-06,58
North West,2021-02-06,67
Northern Ireland,2021-02-06,13
Scotland,2021-02-06,48
South East,2021-02-06,94
South West,2021-02-06,54
Wales,2021-02-06,27
United Kingdom,2021-02-06,649
East of England,2021-02-07,74
England,2021-02-07,525
London,2021-02-07,62
Midlands,2021-02-07,137
North East and Yorkshire,2021-02-07,51
North West,2021-02-07,65
Northern Ireland,2021-02-07,8
Scotland,2021-02-07,39
South East,2021-02-07,69
South West,2021-02-07,54
Wales,2021-02-07,18
United Kingdom,2021-02-07,590
East of England,2021-02-08,83
England,2021-02-08,580
London,2021-02-08,55
Midlands,2021-02-08,132
North East and Yorkshire,2021-02-08,64
North West,2021-02-08,92
Northern Ireland,2021-02-08,8
Scotland,2021-02-08,39
South East,2021-02-08,93
South West,2021-02-08,45
Wales,2021-02-08,17
United Kingdom,2021-02-08,644
East of England,2021-02-09,59
England,2021-02-09,464
London,2021-02-09,44
Midlands,2021-02-09,118
North East and Yorkshire,2021-02-09,52
North West,2021-02-09,66
Northern Ireland,2021-02-09,3
Scotland,2021-02-09,38
South East,2021-02-09,61
South West,2021-02-09,43
Wales,2021-02-09,17
United Kingdom,2021-02-09,522
East of England,2021-02-10,53
England,2021-02-10,468
London,2021-02-10,53
Midlands,2021-02-10,98
North East and Yorkshire,2021-02-10,64
North West,2021-02-10,85
Northern Ireland,2021-02-10,8
Scotland,2021-02-10,27
South East,2021-02-10,66
South West,2021-02-10,38
Wales,2021-02-10,19
United Kingdom,2021-02-10,522
East of England,2021-02-11,63
England,2021-02-11,439
London,2021-02-11,37
Midlands,2021-02-11,100
North East and Yorkshire,2021-02-11,54
North West,2021-02-11,78
Northern Ireland,2021-02-11,12
Scotland,2021-02-11,19
South East,2021-02-11,65
South West,2021-02-11,25
Wales,2021-02-11,15
United Kingdom,2021-02-11,485
East of England,2021-02-12,44
England,2021-02-12,342
London,2021-02-12,25
Midlands,2021-02-12,80
North East and Yorkshire,2021-02-12,51
North West,2021-02-12,63
Northern Ireland,2021-02-12,9
Scotland,2021-02-12,15
South East,2021-02-12,38
South West,2021-02-12,26
Wales,2021-02-12,11
United Kingdom,2021-02-12,377
