region,date,confirm
Thüringen,2021-01-22,436
Baden-Württemberg,2021-01-23,864
Bayern,2021-01-23,1128
Berlin,2021-01-23,180
Brandenburg,2021-01-23,347
Bremen,2021-01-23,47
Hamburg,2021-01-23,82
Hessen,2021-01-23,521
Mecklenburg-Vorpommern,2021-01-23,121
Niedersachsen,2021-01-23,590
Nordrhein-Westfalen,2021-01-23,1238
Rheinland-Pfalz,2021-01-23,343
Saarland,2021-01-23,99
Sachsen,2021-01-23,404
Sachsen-Anhalt,2021-01-23,246
Schleswig-Holstein,2021-01-23,283
Thüringen,2021-01-23,290
Baden-Württemberg,2021-01-24,415
Bayern,2021-01-24,672
Berlin,2021-01-24,44
Brandenburg,2021-01-24,134
Bremen,2021-01-24,25
Hamburg,2021-01-24,73
Hessen,2021-01-24,203
Mecklenburg-Vorpommern,2021-01-24,76
Niedersachsen,2021-01-24,223
Nordrhein-Westfalen,2021-01-24,556
Rheinland-Pfalz,2021-01-24,181
Saarland,2021-01-24,43
Sachsen,2021-01-24,252
Sachsen-Anhalt,2021-01-24,158
Schleswig-Holstein,2021-01-24,125
Thüringen,2021-01-24,169
Baden-Württemberg,2021-01-25,435
Bayern,2021-01-25,555
Berlin,2021-01-25,366
Brandenburg,2021-01-25,218
Bremen,2021-01-25,22
Hamburg,2021-01-25,95
Hessen,2021-01-25,317
Mecklenburg-Vorpommern,2021-01-25,82
Niedersachsen,2021-01-25,315
Nordrhein-Westfalen,2021-01-25,892
Rheinland-Pfalz,2021-01-25,264
Saarland,2021-01-25,53
Sachsen,2021-01-25,289
Sachsen-Anhalt,2021-01-25,291
Schleswig-Holstein,2021-01-25,125
Thüringen,2021-01-25,252
Baden-Württemberg,2021-01-26,980
Bayern,2021-01-26,1501
Berlin,2021-01-26,414
Brandenburg,2021-01-26,407
Bremen,2021-01-26,37
Hamburg,2021-01-26,83
Hessen,2021-01-26,653
Mecklenburg-Vorpommern,2021-01-26,214
Niedersachsen,2021-01-26,690
Nordrhein-Westfalen,2021-01-26,1370
Rheinland-Pfalz,2021-01-26,439
Saarland,2021-01-26,129
Sachsen,2021-01-26,520
Sachsen-Anhalt,2021-01-26,344
Schleswig-Holstein,2021-01-26,324
Thüringen,2021-01-26,428
Baden-Württemberg,2021-01-27,1076
Bayern,2021-01-27,1402
Berlin,2021-01-27,410
Brandenburg,2021-01-27,433
Bremen,2021-01-27,33
Hamburg,2021-01-27,89
Hessen,2021-01-27,761
Mecklenburg-Vorpommern,2021-01-27,150
Niedersachsen,2021-01-27,856
Nordrhein-Westfalen,2021-01-27,1515
Rheinland-Pfalz,2021-01-27,476
Saarland,2021-01-27,117
Sachsen,2021-01-27,547
Sachsen-Anhalt,2021-01-27,385
Schleswig-Holstein,2021-01-27,294
Thüringen,2021-01-27,454
Baden-Württemberg,2021-01-28,994
Bayern,2021-01-28,1322
Berlin,2021-01-28,329
Brandenburg,2021-01-28,400
Bremen,2021-01-28,55
Hamburg,2021-01-28,100
Hessen,2021-01-28,642
Mecklenburg-Vorpommern,2021-01-28,130
Niedersachsen,2021-01-28,614
Nordrhein-Westfalen,2021-01-28,1436
Rheinland-Pfalz,2021-01-28,418
Saarland,2021-01-28,127
Sachsen,2021-01-28,383
Sachsen-Anhalt,2021-01-28,329
Schleswig-Holstein,2021-01-28,248
Thüringen,2021-01-28,447
Baden-Württemberg,2021-01-29,880
Bayern,2021-01-29,1218
Berlin,2021-01-29,340
Brandenburg,2021-01-29,357
Bremen,2021-01-29,54
Hamburg,2021-01-29,104
Hessen,2021-01-29,548
Mecklenburg-Vorpommern,2021-01-29,156
Niedersachsen,2021-01-29,620
Nordrhein-Westfalen,2021-01-29,1312
Rheinland-Pfalz,2021-01-29,364
Saarland,2021-01-29,124
Sachsen,2021-01-29,448
Sachsen-Anhalt,2021-01-29,292
Schleswig-Holstein,2021-01-29,233
Thüringen,2021-01-29,346
Baden-Württemberg,2021-01-30,801
Bayern,2021-01-30,1093
Berlin,2021-01-30,128
Brandenburg,2021-01-30,215
Bremen,2021-01-30,46
Hamburg,2021-01-30,56
Hessen,2021-01-30,492
Mecklenburg-Vorpommern,2021-01-30,100
Niedersachsen,2021-01-30,574
Nordrhein-Westfalen,2021-01-30,1108
Rheinland-Pfalz,2021-01-30,310
Saarland,2021-01-30,104
Sachsen,2021-01-30,318
Sachsen-Anhalt,2021-01-30,227
Schleswig-Holstein,2021-01-30,203
Thüringen,2021-01-30,266
Baden-Württemberg,2021-01-31,381
Bayern,2021-01-31,570
Berlin,2021-01-31,44
Brandenburg,2021-01-31,121
Bremen,2021-01-31,23
Hamburg,2021-01-31,55
Hessen,2021-01-31,176
Mecklenburg-Vorpommern,2021-01-31,66
Niedersachsen,2021-01-31,198
Nordrhein-Westfalen,2021-01-31,594
Rheinland-Pfalz,2021-01-31,194
Saarland,2021-01-31,47
Sachsen,2021-01-31,191
Sachsen-Anhalt,2021-01-31,123
Schleswig-Holstein,2021-01-31,123
Thüringen,2021-01-31,138
Baden-Württemberg,2021-02-01,375
Bayern,2021-02-01,524
Berlin,2021-02-01,372
Brandenburg,2021-02-01,175
Bremen,2021-02-01,23
Hamburg,2021-02-01,96
Hessen,2021-02-01,293
Mecklenburg-Vorpommern,2021-02-01,74
Niedersachsen,2021-02-01,338
Nordrhein-Westfalen,2021-02-01,756
Rheinland-Pfalz,2021-02-01,209
Saarland,2021-02-01,45
Sachsen,2021-02-01,267
Sachsen-Anhalt,2021-02-01,157
Schleswig-Holstein,2021-02-01,109
Thüringen,2021-02-01,230
Baden-Württemberg,2021-02-02,837
Bayern,2021-02-02,1297
Berlin,2021-02-02,322
Brandenburg,2021-02-02,324
Bremen,2021-02-02,65
Hamburg,2021-02-02,86
Hessen,2021-02-02,588
Mecklenburg-Vorpommern,2021-02-02,173
Niedersachsen,2021-02-02,655
Nordrhein-Westfalen,2021-02-02,1234
Rheinland-Pfalz,2021-02-02,355
Saarland,2021-02-02,110
Sachsen,2021-02-02,449
Sachsen-Anhalt,2021-02-02,284
Schleswig-Holstein,2021-02-02,246
Thüringen,2021-02-02,436
Baden-Württemberg,2021-02-03,941
Bayern,2021-02-03,1414
Berlin,2021-02-03,346
Brandenburg,2021-02-03,316
Bremen,2021-02-03,37
Hamburg,2021-02-03,81
Hessen,2021-02-03,653
Mecklenburg-Vorpommern,2021-02-03,179
Niedersachsen,2021-02-03,692
Nordrhein-Westfalen,2021-02-03,1374
Rheinland-Pfalz,2021-02-03,350
