country,date,type,median,lower_90,upper_90,lower_50,upper_50
Afghanistan,2020-06-07,estimate,21,14,31,16,23
Afghanistan,2020-06-08,estimate,21,14,32,17,24
Afghanistan,2020-06-09,estimate,22,14,32,17,24
Afghanistan,2020-06-10,estimate,22,14,33,17,24
Afghanistan,2020-06-11,estimate,22,14,33,19,26
Afghanistan,2020-06-12,estimate,23,14,34,19,26
Afghanistan,2020-06-13,estimate,23,14,34,19,26
Afghanistan,2020-06-14,estimate,23,14,34,19,27
Afghanistan,2020-06-15,estimate,24,15,36,19,26
Afghanistan,2020-06-16,estimate,24,15,36,19,27
Afghanistan,2020-06-17,estimate,24,15,35,19,27
Afghanistan,2020-06-18,estimate,24,15,35,19,27
Afghanistan,2020-06-19,estimate,24,15,36,19,27
Afghanistan,2020-06-20,estimate,24,15,36,19,26
Afghanistan,2020-06-21,estimate,24,16,36,20,28
Afghanistan,2020-06-22,estimate,24,15,35,19,27
Afghanistan,2020-06-23,estimate,24,14,35,19,27
Afghanistan,2020-06-24,estimate,24,15,35,19,26
Afghanistan,2020-06-25,estimate,23,15,34,19,26
Afghanistan,2020-06-26,estimate,23,14,33,18,25
Afghanistan,2020-06-27,estimate,22,14,33,18,25
Afghanistan,2020-06-28,estimate,22,14,31,17,24
Afghanistan,2020-06-29,estimate,21,13,30,17,23
Afghanistan,2020-06-30,estimate,20,13,29,16,22
Afghanistan,2020-07-01,estimate,19,13,28,15,21
Afghanistan,2020-07-02,estimate,18,11,26,15,20
Afghanistan,2020-07-03,estimate,17,11,25,14,20
Afghanistan,2020-07-04,estimate,17,11,24,13,18
Afghanistan,2020-07-05,estimate,16,10,22,12,17
Afghanistan,2020-07-06,estimate,15,9,20,12,16
Afghanistan,2020-07-07,estimate,14,8,19,11,15
Afghanistan,2020-07-08,estimate,13,8,19,10,15
Afghanistan,2020-07-09,estimate,12,7,18,9,14
Afghanistan,2020-07-10,estimate,11,6,17,9,13
Afghanistan,2020-07-11,estimate,11,5,16,9,13
Afghanistan,2020-07-12,estimate,10,5,15,8,12
Afghanistan,2020-07-13,estimate,10,4,14,8,12
Afghanistan,2020-07-14,estimate,9,4,14,7,11
Afghanistan,2020-07-15,estimate,9,3,14,6,11
Afghanistan,2020-07-16,estimate,8,3,13,6,10
Afghanistan,2020-07-17,estimate,8,3,12,6,10
Afghanistan,2020-07-18,estimate,7,2,12,5,9
Afghanistan,2020-07-19,estimate,7,2,11,5,9
Afghanistan,2020-07-20,estimate,7,2,11,5,8
Afghanistan,2020-07-21,estimate,7,2,10,5,8
Afghanistan,2020-07-22,estimate,6,2,10,5,8
Afghanistan,2020-07-23,estimate,6,2,10,5,8
Afghanistan,2020-07-24,estimate,6,2,9,4,7
Afghanistan,2020-07-25,estimate,6,2,9,4,7
Afghanistan,2020-07-26,estimate,6,2,9,4,7
Afghanistan,2020-07-27,estimate,6,2,9,4,6
Afghanistan,2020-07-28,estimate,5,2,9,4,6
Afghanistan,2020-07-29,estimate,5,3,9,4,6
Afghanistan,2020-07-30,estimate based on partial data,5,3,9,4,6
Afghanistan,2020-07-31,estimate based on partial data,5,3,9,4,6
Afghanistan,2020-08-01,estimate based on partial data,5,3,9,4,6
Afghanistan,2020-08-02,estimate based on partial data,5,2,9,3,6
Afghanistan,2020-08-03,estimate based on partial data,6,2,10,4,7
Afghanistan,2020-08-04,estimate based on partial data,6,2,10,3,7
Afghanistan,2020-08-05,estimate based on partial data,6,2,11,3,6
Afghanistan,2020-08-06,estimate based on partial data,6,1,12,3,6
Afghanistan,2020-08-07,estimate based on partial data,6,1,14,2,6
Afghanistan,2020-08-08,estimate based on partial data,6,1,16,2,6
Afghanistan,2020-08-09,estimate based on partial data,6,1,19,1,6
Afghanistan,2020-08-10,estimate based on partial data,6,0,21,1,6
Afghanistan,2020-08-11,estimate based on partial data,6,0,24,1,6
Afghanistan,2020-08-12,estimate based on partial data,6,0,27,1,6
Afghanistan,2020-08-13,estimate based on partial data,6,0,31,1,6
Afghanistan,2020-08-14,estimate based on partial data,6,0,36,1,6
Afghanistan,2020-08-15,estimate based on partial data,5,0,41,1,6
Afghanistan,2020-08-16,estimate based on partial data,5,0,48,0,6
Afghanistan,2020-08-17,forecast,5,0,57,0,5
Afghanistan,2020-08-18,forecast,5,0,68,0,5
Afghanistan,2020-08-19,forecast,5,0,80,0,5
Afghanistan,2020-08-20,forecast,5,0,92,0,5
Afghanistan,2020-08-21,forecast,5,0,108,0,5
Afghanistan,2020-08-22,forecast,5,0,132,0,5
Afghanistan,2020-08-23,forecast,5,0,157,0,5
Afghanistan,2020-08-24,forecast,5,0,183,0,5
Afghanistan,2020-08-25,forecast,5,0,214,0,5
Afghanistan,2020-08-26,forecast,5,0,250,0,5
Afghanistan,2020-08-27,forecast,5,0,290,0,5
Afghanistan,2020-08-28,forecast,5,0,331,0,5
Afghanistan,2020-08-29,forecast,5,0,385,0,5
Afghanistan,2020-08-30,forecast,5,0,450,0,5
Albania,2020-06-08,estimate,1,1,1,1,1
Albania,2020-06-09,estimate,1,1,2,1,1
Albania,2020-06-10,estimate,1,1,2,1,1
Albania,2020-06-11,estimate,1,1,2,1,1
Albania,2020-06-12,estimate,1,1,2,1,2
Albania,2020-06-13,estimate,2,1,2,1,2
Albania,2020-06-14,estimate,2,1,2,1,2
Albania,2020-06-15,estimate,2,1,3,1,2
Albania,2020-06-16,estimate,2,1,3,2,2
Albania,2020-06-17,estimate,2,1,3,2,2
Albania,2020-06-18,estimate,2,1,3,2,2
Albania,2020-06-19,estimate,2,2,3,2,3
Albania,2020-06-20,estimate,2,2,3,2,3
Albania,2020-06-21,estimate,3,2,3,2,3
Albania,2020-06-22,estimate,3,2,4,2,3
Albania,2020-06-23,estimate,3,2,4,2,3
Albania,2020-06-24,estimate,3,2,4,2,3
Albania,2020-06-25,estimate,3,2,4,2,3
Albania,2020-06-26,estimate,3,2,4,2,3
Albania,2020-06-27,estimate,3,2,4,2,3
Albania,2020-06-28,estimate,3,2,4,2,3
Albania,2020-06-29,estimate,3,2,4,3,3
Albania,2020-06-30,estimate,3,2,4,3,3
Albania,2020-07-01,estimate,3,2,4,3,3
Albania,2020-07-02,estimate,3,2,4,3,3
Albania,2020-07-03,estimate,3,2,4,3,4
Albania,2020-07-04,estimate,3,2,4,3,4
Albania,2020-07-05,estimate,3,2,4,3,4
Albania,2020-07-06,estimate,3,2,4,3,4
Albania,2020-07-07,estimate,3,2,4,3,4
Albania,2020-07-08,estimate,3,2,4,3,4
Albania,2020-07-09,estimate,3,2,5,3,4
Albania,2020-07-10,estimate,4,2,5,3,4
Albania,2020-07-11,estimate,4,3,5,3,4
Albania,2020-07-12,estimate,4,3,5,3,4
Albania,2020-07-13,estimate,4,3,5,3,4
Albania,2020-07-14,estimate,4,3,5,3,4
Albania,2020-07-15,estimate,4,3,5,3,4
Albania,2020-07-16,estimate,4,3,5,3,4
Albania,2020-07-17,estimate,4,3,5,3,4
Albania,2020-07-18,estimate,4,3,5,4,5
Albania,2020-07-19,estimate,4,3,6,4,5
Albania,2020-07-20,estimate,4,3,6,4,5
Albania,2020-07-21,estimate,4,3,6,4,5
Albania,2020-07-22,estimate,4,3,6,4,5
Albania,2020-07-23,estimate,4,3,6,4,5
Albania,2020-07-24,estimate,4,3,6,4,5
Albania,2020-07-25,estimate,5,3,6,4,5
Albania,2020-07-26,estimate,5,3,6,4,5
Albania,2020-07-27,estimate,5,3,6,4,5
Albania,2020-07-28,estimate,5,3,6,4,5
Albania,2020-07-29,estimate,5,3,6,4,5
Albania,2020-07-30,estimate based on partial data,5,3,6,4,5
Albania,2020-07-31,estimate based on partial data,5,3,6,4,5
Albania,2020-08-01,estimate based on partial data,5,3,6,4,5
Albania,2020-08-02,estimate based on partial data,5,3,7,4,5
Albania,2020-08-03,estimate based on partial data,5,3,7,4,5
Albania,2020-08-04,estimate based on partial data,5,2,7,4,5
Albania,2020-08-05,estimate based on partial data,5,2,7,4,6
Albania,2020-08-06,estimate based on partial data,5,2,8,3,5
Albania,2020-08-07,estimate based on partial data,5,2,8,3,6
Albania,2020-08-08,estimate based on partial data,5,2,8,3,6
Albania,2020-08-09,estimate based on partial data,5,1,8,3,6
Albania,2020-08-10,estimate based on partial data,5,1,9,3,6
Albania,2020-08-11,estimate based on partial data,5,1,10,3,6
Albania,2020-08-12,estimate based on partial data,5,1,11,3,6
Albania,2020-08-13,estimate based on partial data,5,0,11,2,6
Albania,2020-08-14,estimate based on partial data,5,0,12,2,6
Albania,2020-08-15,estimate based on partial data,5,0,13,1,6
Albania,2020-08-16,estimate based on partial data,5,0,15,1,6
Albania,2020-08-17,forecast,5,0,16,1,6
Albania,2020-08-18,forecast,5,0,18,1,5
Albania,2020-08-19,forecast,5,0,19,0,5
Albania,2020-08-20,forecast,5,0,21,0,5
Albania,2020-08-21,forecast,5,0,23,0,5
Albania,2020-08-22,forecast,5,0,25,0,5
Albania,2020-08-23,forecast,5,0,28,0,5
Albania,2020-08-24,forecast,5,0,31,0,5
Albania,2020-08-25,forecast,5,0,34,0,5
Albania,2020-08-26,forecast,5,0,37,0,5
Albania,2020-08-27,forecast,5,0,41,0,5
Albania,2020-08-28,forecast,5,0,45,0,5
Albania,2020-08-29,forecast,5,0,49,0,5
Albania,2020-08-30,forecast,5,0,54,0,5
Algeria,2020-06-07,estimate,9,8,10,8,9
Algeria,2020-06-08,estimate,9,8,10,8,9
Algeria,2020-06-09,estimate,9,8,10,8,9
Algeria,2020-06-10,estimate,9,8,10,8,9
Algeria,2020-06-11,estimate,9,8,10,8,9
Algeria,2020-06-12,estimate,9,8,10,8,9
Algeria,2020-06-13,estimate,9,8,10,8,9
Algeria,2020-06-14,estimate,9,8,10,8,9
Algeria,2020-06-15,estimate,9,8,10,8,9
Algeria,2020-06-16,estimate,9,7,10,8,9
Algeria,2020-06-17,estimate,9,7,10,8,9
Algeria,2020-06-18,estimate,9,7,10,8,9
Algeria,2020-06-19,estimate,9,7,10,8,9
Algeria,2020-06-20,estimate,9,7,10,8,9
Algeria,2020-06-21,estimate,9,7,10,8,9
Algeria,2020-06-22,estimate,9,7,10,8,9
Algeria,2020-06-23,estimate,9,7,10,9,9
Algeria,2020-06-24,estimate,9,7,10,9,10
Algeria,2020-06-25,estimate,9,7,10,9,10
Algeria,2020-06-26,estimate,9,8,10,9,10
Algeria,2020-06-27,estimate,9,8,10,9,10
Algeria,2020-06-28,estimate,9,8,10,9,10
Algeria,2020-06-29,estimate,9,8,10,9,10
Algeria,2020-06-30,estimate,9,8,11,9,10
Algeria,2020-07-01,estimate,9,8,11,9,10
Algeria,2020-07-02,estimate,9,8,11,9,10
Algeria,2020-07-03,estimate,9,8,11,9,10
Algeria,2020-07-04,estimate,10,8,11,9,10
Algeria,2020-07-05,estimate,10,8,11,9,10
Algeria,2020-07-06,estimate,10,8,11,9,10
Algeria,2020-07-07,estimate,10,8,11,9,10
Algeria,2020-07-08,estimate,10,9,11,9,10
Algeria,2020-07-09,estimate,10,9,11,9,10
Algeria,2020-07-10,estimate,10,9,11,9,10
Algeria,2020-07-11,estimate,10,9,11,9,10
Algeria,2020-07-12,estimate,10,9,12,9,10
Algeria,2020-07-13,estimate,10,9,12,9,10
Algeria,2020-07-14,estimate,10,9,12,9,11
Algeria,2020-07-15,estimate,10,9,12,9,11
Algeria,2020-07-16,estimate,10,9,12,9,10
Algeria,2020-07-17,estimate,10,9,12,10,11
Algeria,2020-07-18,estimate,10,9,12,10,11
Algeria,2020-07-19,estimate,10,9,12,10,11
Algeria,2020-07-20,estimate,10,9,12,10,11
Algeria,2020-07-21,estimate,10,9,12,10,11
Algeria,2020-07-22,estimate,10,9,12,10,11
Algeria,2020-07-23,estimate,10,9,12,10,11
Algeria,2020-07-24,estimate,10,9,12,10,11
Algeria,2020-07-25,estimate,10,9,12,10,11
Algeria,2020-07-26,estimate,10,9,12,10,11
Algeria,2020-07-27,estimate,10,9,12,10,11
Algeria,2020-07-28,estimate,10,9,12,10,11
Algeria,2020-07-29,estimate,10,9,12,10,11
Algeria,2020-07-30,estimate based on partial data,10,9,12,10,11
Algeria,2020-07-31,estimate based on partial data,10,8,12,9,11
Algeria,2020-08-01,estimate based on partial data,10,8,12,9,11
Algeria,2020-08-02,estimate based on partial data,10,8,13,9,11
Algeria,2020-08-03,estimate based on partial data,10,8,12,9,11
Algeria,2020-08-04,estimate based on partial data,10,8,13,9,11
Algeria,2020-08-05,estimate based on partial data,10,8,13,10,12
Algeria,2020-08-06,estimate based on partial data,10,7,13,10,12
Algeria,2020-08-07,estimate based on partial data,10,7,13,9,12
Algeria,2020-08-08,estimate based on partial data,10,7,14,9,12
Algeria,2020-08-09,estimate based on partial data,10,7,14,9,12
Algeria,2020-08-10,estimate based on partial data,10,6,14,9,12
Algeria,2020-08-11,estimate based on partial data,10,6,14,9,12
Algeria,2020-08-12,estimate based on partial data,10,6,15,9,12
Algeria,2020-08-13,estimate based on partial data,10,6,15,9,12
Algeria,2020-08-14,estimate based on partial data,10,5,15,9,12
Algeria,2020-08-15,estimate based on partial data,10,5,15,9,13
Algeria,2020-08-16,estimate based on partial data,10,5,15,9,13
Algeria,2020-08-17,forecast,11,4,16,9,13
Algeria,2020-08-18,forecast,11,4,15,9,13
Algeria,2020-08-19,forecast,11,3,16,9,13
Algeria,2020-08-20,forecast,11,3,16,9,13
Algeria,2020-08-21,forecast,11,3,16,9,13
Algeria,2020-08-22,forecast,11,3,16,9,13
Algeria,2020-08-23,forecast,11,2,17,9,13
Algeria,2020-08-24,forecast,11,2,17,9,13
Algeria,2020-08-25,forecast,11,2,17,9,13
Algeria,2020-08-26,forecast,11,2,17,8,13
Algeria,2020-08-27,forecast,11,1,17,8,13
Algeria,2020-08-28,forecast,11,1,17,8,14
Algeria,2020-08-29,forecast,11,1,18,8,14
Algeria,2020-08-30,forecast,11,0,17,8,14
Angola,2020-06-08,estimate,0,0,1,0,0
Angola,2020-06-09,estimate,0,0,1,0,0
Angola,2020-06-10,estimate,0,0,1,0,0
Angola,2020-06-11,estimate,0,0,1,0,1
Angola,2020-06-12,estimate,0,0,1,0,1
Angola,2020-06-13,estimate,1,0,1,0,1
Angola,2020-06-14,estimate,1,0,1,0,1
Angola,2020-06-15,estimate,1,0,1,0,1
Angola,2020-06-16,estimate,1,0,1,0,1
Angola,2020-06-17,estimate,1,0,1,0,1
Angola,2020-06-18,estimate,1,0,1,1,1
Angola,2020-06-19,estimate,1,0,1,1,1
Angola,2020-06-20,estimate,1,0,1,1,1
Angola,2020-06-21,estimate,1,0,1,1,1
Angola,2020-06-22,estimate,1,0,1,1,1
Angola,2020-06-23,estimate,1,0,1,1,1
Angola,2020-06-24,estimate,1,0,1,1,1
Angola,2020-06-25,estimate,1,0,1,1,1
Angola,2020-06-26,estimate,1,0,1,1,1
Angola,2020-06-27,estimate,1,0,1,1,1
Angola,2020-06-28,estimate,1,0,1,1,1
Angola,2020-06-29,estimate,1,0,1,1,1
Angola,2020-06-30,estimate,1,0,1,1,1
Angola,2020-07-01,estimate,1,0,2,1,1
Angola,2020-07-02,estimate,1,0,2,1,1
Angola,2020-07-03,estimate,1,0,2,1,1
Angola,2020-07-04,estimate,1,0,2,1,1
Angola,2020-07-05,estimate,1,0,2,1,1
Angola,2020-07-06,estimate,1,0,2,1,1
Angola,2020-07-07,estimate,1,0,2,1,1
Angola,2020-07-08,estimate,1,0,2,1,1
Angola,2020-07-09,estimate,1,0,2,1,1
Angola,2020-07-10,estimate,1,0,2,1,1
Angola,2020-07-11,estimate,1,1,2,1,1
Angola,2020-07-12,estimate,1,1,2,1,1
Angola,2020-07-13,estimate,1,1,2,1,2
Angola,2020-07-14,estimate,1,1,2,1,2
Angola,2020-07-15,estimate,1,1,2,1,2
Angola,2020-07-16,estimate,2,1,2,1,2
Angola,2020-07-17,estimate,2,1,3,1,2
Angola,2020-07-18,estimate,2,1,3,1,2
Angola,2020-07-19,estimate,2,1,3,1,2
Angola,2020-07-20,estimate,2,1,3,1,2
Angola,2020-07-21,estimate,2,1,3,2,2
Angola,2020-07-22,estimate,2,1,3,2,2
Angola,2020-07-23,estimate,2,1,4,2,3
Angola,2020-07-24,estimate,2,1,4,2,3
Angola,2020-07-25,estimate,3,1,4,2,3
Angola,2020-07-26,estimate,3,1,4,2,3
Angola,2020-07-27,estimate,3,2,4,2,3
Angola,2020-07-28,estimate,3,1,5,2,3
Angola,2020-07-29,estimate,3,1,5,2,3
Angola,2020-07-30,estimate based on partial data,3,2,5,2,3
Angola,2020-07-31,estimate based on partial data,3,2,5,2,4
Angola,2020-08-01,estimate based on partial data,3,2,5,2,4
Angola,2020-08-02,estimate based on partial data,3,1,5,2,4
Angola,2020-08-03,estimate based on partial data,3,1,6,2,4
Angola,2020-08-04,estimate based on partial data,3,1,6,2,4
Angola,2020-08-05,estimate based on partial data,3,1,6,2,4
Angola,2020-08-06,estimate based on partial data,3,1,7,2,4
Angola,2020-08-07,estimate based on partial data,4,1,7,2,4
Angola,2020-08-08,estimate based on partial data,4,0,8,2,4
Angola,2020-08-09,estimate based on partial data,4,0,8,1,4
Angola,2020-08-10,estimate based on partial data,4,0,9,1,4
Angola,2020-08-11,estimate based on partial data,4,0,11,0,4
Angola,2020-08-12,estimate based on partial data,4,0,12,0,4
Angola,2020-08-13,estimate based on partial data,4,0,14,0,4
Angola,2020-08-14,estimate based on partial data,4,0,16,0,4
Angola,2020-08-15,estimate based on partial data,4,0,18,0,4
Angola,2020-08-16,estimate based on partial data,4,0,21,0,4
Angola,2020-08-17,forecast,4,0,24,0,4
Angola,2020-08-18,forecast,4,0,29,0,4
Angola,2020-08-19,forecast,4,0,34,0,4
Angola,2020-08-20,forecast,4,0,39,0,4
Angola,2020-08-21,forecast,4,0,45,0,4
Angola,2020-08-22,forecast,4,0,53,0,4
Angola,2020-08-23,forecast,4,0,62,0,4
Angola,2020-08-24,forecast,4,0,73,0,4
Angola,2020-08-25,forecast,4,0,86,0,4
Angola,2020-08-26,forecast,4,0,101,0,4
Angola,2020-08-27,forecast,5,0,117,0,5
Angola,2020-08-28,forecast,5,0,139,0,5
Angola,2020-08-29,forecast,5,0,164,0,5
Angola,2020-08-30,forecast,5,0,193,0,5
Argentina,2020-06-07,estimate,28,23,32,27,30
Argentina,2020-06-08,estimate,29,24,34,28,31
Argentina,2020-06-09,estimate,30,25,35,29,32
Argentina,2020-06-10,estimate,31,25,35,30,33
Argentina,2020-06-11,estimate,32,26,37,30,34
Argentina,2020-06-12,estimate,33,27,38,31,35
Argentina,2020-06-13,estimate,34,28,39,32,36
Argentina,2020-06-14,estimate,35,29,40,33,37
Argentina,2020-06-15,estimate,36,29,41,33,38
Argentina,2020-06-16,estimate,37,30,42,34,39
Argentina,2020-06-17,estimate,38,31,43,36,40
Argentina,2020-06-18,estimate,39,31,44,37,42
Argentina,2020-06-19,estimate,40,33,46,38,43
Argentina,2020-06-20,estimate,41,34,47,39,44
Argentina,2020-06-21,estimate,43,35,49,41,46
Argentina,2020-06-22,estimate,44,36,50,42,48
Argentina,2020-06-23,estimate,45,37,52,43,49
Argentina,2020-06-24,estimate,47,38,54,44,50
Argentina,2020-06-25,estimate,48,39,55,46,52
Argentina,2020-06-26,estimate,50,41,57,47,54
Argentina,2020-06-27,estimate,51,42,59,49,55
Argentina,2020-06-28,estimate,53,44,61,50,57
Argentina,2020-06-29,estimate,55,46,64,52,58
Argentina,2020-06-30,estimate,56,47,65,53,60
Argentina,2020-07-01,estimate,58,48,68,55,62
Argentina,2020-07-02,estimate,60,51,71,57,65
Argentina,2020-07-03,estimate,62,53,73,59,67
Argentina,2020-07-04,estimate,64,55,76,61,69
Argentina,2020-07-05,estimate,67,57,78,63,71
Argentina,2020-07-06,estimate,69,59,81,65,74
Argentina,2020-07-07,estimate,71,60,83,66,75
Argentina,2020-07-08,estimate,74,62,86,69,78
Argentina,2020-07-09,estimate,76,64,88,72,81
Argentina,2020-07-10,estimate,79,67,92,74,84
Argentina,2020-07-11,estimate,82,69,96,76,87
Argentina,2020-07-12,estimate,84,71,99,79,90
Argentina,2020-07-13,estimate,88,72,101,81,92
Argentina,2020-07-14,estimate,91,76,107,83,95
Argentina,2020-07-15,estimate,94,78,110,87,99
Argentina,2020-07-16,estimate,97,82,115,90,103
Argentina,2020-07-17,estimate,100,83,118,94,107
Argentina,2020-07-18,estimate,104,87,122,95,109
Argentina,2020-07-19,estimate,108,89,127,99,114
Argentina,2020-07-20,estimate,111,92,131,102,117
Argentina,2020-07-21,estimate,115,95,136,105,121
Argentina,2020-07-22,estimate,119,98,141,109,125
Argentina,2020-07-23,estimate,123,101,146,113,131
Argentina,2020-07-24,estimate,127,105,154,118,136
Argentina,2020-07-25,estimate,131,108,158,120,140
Argentina,2020-07-26,estimate,136,109,162,124,144
Argentina,2020-07-27,estimate,140,115,170,128,149
Argentina,2020-07-28,estimate,145,118,176,133,156
Argentina,2020-07-29,estimate,150,120,182,136,160
Argentina,2020-07-30,estimate based on partial data,155,123,189,140,166
Argentina,2020-07-31,estimate based on partial data,160,125,197,142,170
Argentina,2020-08-01,estimate based on partial data,165,128,206,146,176
Argentina,2020-08-02,estimate based on partial data,170,131,216,146,178
Argentina,2020-08-03,estimate based on partial data,175,132,224,153,188
Argentina,2020-08-04,estimate based on partial data,180,136,237,157,195
Argentina,2020-08-05,estimate based on partial data,186,137,247,162,202
Argentina,2020-08-06,estimate based on partial data,192,137,258,165,209
Argentina,2020-08-07,estimate based on partial data,198,137,271,168,216
Argentina,2020-08-08,estimate based on partial data,205,138,286,172,224
Argentina,2020-08-09,estimate based on partial data,211,137,300,179,236
Argentina,2020-08-10,estimate based on partial data,218,134,314,183,245
Argentina,2020-08-11,estimate based on partial data,226,129,330,186,253
Argentina,2020-08-12,estimate based on partial data,233,128,348,184,256
Argentina,2020-08-13,estimate based on partial data,240,142,385,187,266
Argentina,2020-08-14,estimate based on partial data,248,139,405,194,279
Argentina,2020-08-15,estimate based on partial data,256,127,416,192,283
Argentina,2020-08-16,estimate based on partial data,265,123,439,203,301
Argentina,2020-08-17,forecast,274,120,463,209,313
Argentina,2020-08-18,forecast,283,116,489,213,324
Argentina,2020-08-19,forecast,292,112,515,222,341
Argentina,2020-08-20,forecast,302,109,546,225,351
Argentina,2020-08-21,forecast,312,105,576,233,367
Argentina,2020-08-22,forecast,323,103,608,238,381
Argentina,2020-08-23,forecast,333,97,635,243,396
Argentina,2020-08-24,forecast,343,94,673,234,397
Argentina,2020-08-25,forecast,355,92,710,239,412
Argentina,2020-08-26,forecast,367,92,754,247,431
Argentina,2020-08-27,forecast,379,31,739,252,449
Argentina,2020-08-28,forecast,391,27,779,255,463
Argentina,2020-08-29,forecast,404,14,818,256,476
Argentina,2020-08-30,forecast,416,8,859,269,502
Armenia,2020-06-07,estimate,11,9,13,10,12
Armenia,2020-06-08,estimate,11,9,13,10,12
Armenia,2020-06-09,estimate,11,9,13,10,12
Armenia,2020-06-10,estimate,11,9,13,10,12
Armenia,2020-06-11,estimate,11,9,13,10,12
Armenia,2020-06-12,estimate,11,9,13,10,12
Armenia,2020-06-13,estimate,11,9,13,10,12
Armenia,2020-06-14,estimate,11,9,13,10,12
Armenia,2020-06-15,estimate,11,9,13,10,12
Armenia,2020-06-16,estimate,11,9,13,10,12
Armenia,2020-06-17,estimate,11,9,13,10,12
Armenia,2020-06-18,estimate,11,9,13,10,12
Armenia,2020-06-19,estimate,11,9,13,10,11
Armenia,2020-06-20,estimate,11,9,13,10,12
Armenia,2020-06-21,estimate,11,9,13,10,12
Armenia,2020-06-22,estimate,11,9,13,10,12
Armenia,2020-06-23,estimate,11,9,13,10,12
Armenia,2020-06-24,estimate,11,9,13,10,12
Armenia,2020-06-25,estimate,11,9,13,10,12
Armenia,2020-06-26,estimate,11,9,13,10,11
Armenia,2020-06-27,estimate,11,9,13,10,11
Armenia,2020-06-28,estimate,11,8,13,10,11
Armenia,2020-06-29,estimate,10,8,12,9,11
Armenia,2020-06-30,estimate,10,8,13,9,11
Armenia,2020-07-01,estimate,10,8,13,9,11
Armenia,2020-07-02,estimate,10,8,12,9,11
Armenia,2020-07-03,estimate,10,8,12,9,10
Armenia,2020-07-04,estimate,10,8,12,9,11
Armenia,2020-07-05,estimate,10,8,12,9,10
Armenia,2020-07-06,estimate,9,8,12,9,10
Armenia,2020-07-07,estimate,9,7,11,8,10
Armenia,2020-07-08,estimate,9,7,11,8,10
Armenia,2020-07-09,estimate,9,7,11,8,9
Armenia,2020-07-10,estimate,9,7,11,8,9
Armenia,2020-07-11,estimate,8,7,10,7,9
Armenia,2020-07-12,estimate,8,7,10,7,9
Armenia,2020-07-13,estimate,8,6,10,7,8
Armenia,2020-07-14,estimate,8,6,9,7,8
Armenia,2020-07-15,estimate,7,6,9,7,8
Armenia,2020-07-16,estimate,7,6,9,6,8
Armenia,2020-07-17,estimate,7,5,8,6,8
Armenia,2020-07-18,estimate,7,5,8,6,7
Armenia,2020-07-19,estimate,6,5,8,6,7
Armenia,2020-07-20,estimate,6,5,8,6,7
Armenia,2020-07-21,estimate,6,5,7,5,6
Armenia,2020-07-22,estimate,6,4,7,5,6
Armenia,2020-07-23,estimate,6,4,7,5,6
Armenia,2020-07-24,estimate,5,4,7,5,6
Armenia,2020-07-25,estimate,5,4,7,5,6
Armenia,2020-07-26,estimate,5,4,6,4,5
Armenia,2020-07-27,estimate,5,3,6,4,5
Armenia,2020-07-28,estimate,5,3,6,4,5
Armenia,2020-07-29,estimate,4,3,6,4,5
Armenia,2020-07-30,estimate based on partial data,4,3,6,4,5
Armenia,2020-07-31,estimate based on partial data,4,3,6,3,5
Armenia,2020-08-01,estimate based on partial data,4,2,6,3,4
Armenia,2020-08-02,estimate based on partial data,4,2,5,3,4
Armenia,2020-08-03,estimate based on partial data,4,2,5,3,4
Armenia,2020-08-04,estimate based on partial data,4,2,5,3,4
Armenia,2020-08-05,estimate based on partial data,4,2,5,3,4
Armenia,2020-08-06,estimate based on partial data,3,2,5,3,4
Armenia,2020-08-07,estimate based on partial data,3,1,5,2,4
Armenia,2020-08-08,estimate based on partial data,3,1,5,2,4
Armenia,2020-08-09,estimate based on partial data,3,1,5,2,4
Armenia,2020-08-10,estimate based on partial data,3,1,5,2,4
Armenia,2020-08-11,estimate based on partial data,3,1,5,2,4
Armenia,2020-08-12,estimate based on partial data,3,1,5,2,3
Armenia,2020-08-13,estimate based on partial data,3,0,5,1,3
Armenia,2020-08-14,estimate based on partial data,3,0,5,1,3
Armenia,2020-08-15,estimate based on partial data,3,0,5,1,3
Armenia,2020-08-16,estimate based on partial data,2,0,5,1,3
Armenia,2020-08-17,forecast,2,0,5,1,3
Armenia,2020-08-18,forecast,2,0,5,1,2
Armenia,2020-08-19,forecast,2,0,5,1,2
Armenia,2020-08-20,forecast,2,0,5,1,2
Armenia,2020-08-21,forecast,2,0,5,1,2
Armenia,2020-08-22,forecast,2,0,5,1,2
Armenia,2020-08-23,forecast,2,0,5,0,2
Armenia,2020-08-24,forecast,2,0,5,0,2
Armenia,2020-08-25,forecast,2,0,5,0,2
Armenia,2020-08-26,forecast,2,0,5,0,2
Armenia,2020-08-27,forecast,2,0,5,0,2
Armenia,2020-08-28,forecast,2,0,6,0,2
Armenia,2020-08-29,forecast,2,0,6,0,2
Armenia,2020-08-30,forecast,1,0,6,0,1
Australia,2020-06-07,estimate,0,0,0,0,0
Australia,2020-06-08,estimate,0,0,0,0,0
Australia,2020-06-09,estimate,0,0,0,0,0
Australia,2020-06-10,estimate,0,0,0,0,0
Australia,2020-06-11,estimate,0,0,0,0,0
Australia,2020-06-12,estimate,0,0,0,0,0
Australia,2020-06-13,estimate,0,0,0,0,0
Australia,2020-06-14,estimate,0,0,0,0,0
