country,date,type,median,lower_90,upper_90,lower_50,upper_50
Bolivia,2020-07-23,estimate,73,60,88,66,77
Bolivia,2020-07-24,estimate,73,59,88,66,77
Bolivia,2020-07-25,estimate,73,58,87,66,77
Bolivia,2020-07-26,estimate,72,58,87,66,77
Bolivia,2020-07-27,estimate,72,57,87,64,76
Bolivia,2020-07-28,estimate,71,57,86,66,78
Bolivia,2020-07-29,estimate,70,54,85,63,76
Bolivia,2020-07-30,estimate based on partial data,70,54,86,61,74
Bolivia,2020-07-31,estimate based on partial data,69,53,86,62,76
Bolivia,2020-08-01,estimate based on partial data,68,52,87,59,73
Bolivia,2020-08-02,estimate based on partial data,67,49,86,56,72
Bolivia,2020-08-03,estimate based on partial data,66,47,87,57,74
Bolivia,2020-08-04,estimate based on partial data,65,44,88,55,73
Bolivia,2020-08-05,estimate based on partial data,65,42,90,53,72
Bolivia,2020-08-06,estimate based on partial data,64,40,91,52,73
Bolivia,2020-08-07,estimate based on partial data,64,37,92,51,73
Bolivia,2020-08-08,estimate based on partial data,64,32,93,49,73
Bolivia,2020-08-09,estimate based on partial data,63,30,94,50,76
Bolivia,2020-08-10,estimate based on partial data,63,27,96,46,74
Bolivia,2020-08-11,estimate based on partial data,63,23,96,45,74
Bolivia,2020-08-12,estimate based on partial data,62,20,97,44,75
Bolivia,2020-08-13,estimate based on partial data,62,20,102,41,74
Bolivia,2020-08-14,estimate based on partial data,62,15,102,40,75
Bolivia,2020-08-15,estimate based on partial data,61,13,105,39,76
Bolivia,2020-08-16,estimate based on partial data,61,11,108,38,76
Bolivia,2020-08-17,forecast,61,10,111,37,76
Bolivia,2020-08-18,forecast,61,4,109,35,76
Bolivia,2020-08-19,forecast,60,4,113,34,77
Bolivia,2020-08-20,forecast,60,3,115,31,76
Bolivia,2020-08-21,forecast,60,3,118,27,74
Bolivia,2020-08-22,forecast,59,2,122,27,75
Bolivia,2020-08-23,forecast,59,2,126,26,75
Bolivia,2020-08-24,forecast,59,2,129,22,73
Bolivia,2020-08-25,forecast,58,1,133,21,74
Bolivia,2020-08-26,forecast,58,1,136,21,74
Bolivia,2020-08-27,forecast,58,1,140,19,75
Bolivia,2020-08-28,forecast,58,0,142,7,63
Bolivia,2020-08-29,forecast,58,0,147,6,62
Bolivia,2020-08-30,forecast,57,0,152,2,58
Bosnia & Herzegovina,2020-06-08,estimate,1,1,2,1,2
Bosnia & Herzegovina,2020-06-09,estimate,1,1,2,1,2
Bosnia & Herzegovina,2020-06-10,estimate,1,1,2,1,2
Bosnia & Herzegovina,2020-06-11,estimate,2,1,2,1,2
Bosnia & Herzegovina,2020-06-12,estimate,2,1,2,2,2
Bosnia & Herzegovina,2020-06-13,estimate,2,1,2,2,2
Bosnia & Herzegovina,2020-06-14,estimate,2,1,2,2,2
Bosnia & Herzegovina,2020-06-15,estimate,2,1,2,2,2
Bosnia & Herzegovina,2020-06-16,estimate,2,1,2,2,2
Bosnia & Herzegovina,2020-06-17,estimate,2,1,3,2,2
Bosnia & Herzegovina,2020-06-18,estimate,2,1,3,2,2
Bosnia & Herzegovina,2020-06-19,estimate,2,2,3,2,2
Bosnia & Herzegovina,2020-06-20,estimate,2,2,3,2,3
Bosnia & Herzegovina,2020-06-21,estimate,2,2,3,2,3
Bosnia & Herzegovina,2020-06-22,estimate,2,2,3,2,3
Bosnia & Herzegovina,2020-06-23,estimate,3,2,3,2,3
Bosnia & Herzegovina,2020-06-24,estimate,3,2,4,2,3
Bosnia & Herzegovina,2020-06-25,estimate,3,2,4,3,3
Bosnia & Herzegovina,2020-06-26,estimate,3,2,4,3,3
Bosnia & Herzegovina,2020-06-27,estimate,3,2,4,3,3
Bosnia & Herzegovina,2020-06-28,estimate,3,2,4,3,3
Bosnia & Herzegovina,2020-06-29,estimate,3,3,4,3,4
Bosnia & Herzegovina,2020-06-30,estimate,4,3,5,3,4
Bosnia & Herzegovina,2020-07-01,estimate,4,3,5,3,4
Bosnia & Herzegovina,2020-07-02,estimate,4,3,5,3,4
Bosnia & Herzegovina,2020-07-03,estimate,4,3,5,4,4
Bosnia & Herzegovina,2020-07-04,estimate,4,3,5,4,4
Bosnia & Herzegovina,2020-07-05,estimate,4,3,6,4,5
Bosnia & Herzegovina,2020-07-06,estimate,5,4,6,4,5
Bosnia & Herzegovina,2020-07-07,estimate,5,4,6,4,5
Bosnia & Herzegovina,2020-07-08,estimate,5,4,6,4,5
Bosnia & Herzegovina,2020-07-09,estimate,5,4,7,4,5
Bosnia & Herzegovina,2020-07-10,estimate,5,4,7,5,6
Bosnia & Herzegovina,2020-07-11,estimate,6,4,7,5,6
Bosnia & Herzegovina,2020-07-12,estimate,6,4,7,5,6
Bosnia & Herzegovina,2020-07-13,estimate,6,5,8,5,6
Bosnia & Herzegovina,2020-07-14,estimate,6,5,8,5,7
Bosnia & Herzegovina,2020-07-15,estimate,7,5,8,6,7
Bosnia & Herzegovina,2020-07-16,estimate,7,5,9,6,7
Bosnia & Herzegovina,2020-07-17,estimate,7,5,9,6,8
Bosnia & Herzegovina,2020-07-18,estimate,7,6,9,6,8
Bosnia & Herzegovina,2020-07-19,estimate,8,6,10,7,8
Bosnia & Herzegovina,2020-07-20,estimate,8,6,10,7,8
Bosnia & Herzegovina,2020-07-21,estimate,8,6,11,7,9
Bosnia & Herzegovina,2020-07-22,estimate,8,6,11,7,9
Bosnia & Herzegovina,2020-07-23,estimate,9,7,11,8,10
Bosnia & Herzegovina,2020-07-24,estimate,9,7,12,8,10
Bosnia & Herzegovina,2020-07-25,estimate,9,7,12,8,10
Bosnia & Herzegovina,2020-07-26,estimate,10,7,13,8,11
Bosnia & Herzegovina,2020-07-27,estimate,10,7,13,9,11
Bosnia & Herzegovina,2020-07-28,estimate,10,8,14,9,11
Bosnia & Herzegovina,2020-07-29,estimate,11,8,14,9,12
Bosnia & Herzegovina,2020-07-30,estimate based on partial data,11,8,15,9,12
Bosnia & Herzegovina,2020-07-31,estimate based on partial data,11,8,15,10,13
Bosnia & Herzegovina,2020-08-01,estimate based on partial data,12,8,16,10,13
Bosnia & Herzegovina,2020-08-02,estimate based on partial data,12,8,17,10,14
Bosnia & Herzegovina,2020-08-03,estimate based on partial data,12,8,17,11,14
Bosnia & Herzegovina,2020-08-04,estimate based on partial data,13,8,19,10,14
Bosnia & Herzegovina,2020-08-05,estimate based on partial data,13,7,19,11,15
Bosnia & Herzegovina,2020-08-06,estimate based on partial data,14,7,21,11,16
Bosnia & Herzegovina,2020-08-07,estimate based on partial data,14,7,22,12,17
Bosnia & Herzegovina,2020-08-08,estimate based on partial data,15,6,22,12,17
Bosnia & Herzegovina,2020-08-09,estimate based on partial data,15,6,24,12,18
Bosnia & Herzegovina,2020-08-10,estimate based on partial data,16,5,25,13,20
Bosnia & Herzegovina,2020-08-11,estimate based on partial data,16,5,26,13,21
Bosnia & Herzegovina,2020-08-12,estimate based on partial data,17,5,27,13,21
Bosnia & Herzegovina,2020-08-13,estimate based on partial data,18,4,29,13,22
Bosnia & Herzegovina,2020-08-14,estimate based on partial data,18,3,30,13,23
Bosnia & Herzegovina,2020-08-15,estimate based on partial data,19,3,32,13,23
Bosnia & Herzegovina,2020-08-16,estimate based on partial data,20,3,33,13,25
Bosnia & Herzegovina,2020-08-17,forecast,20,2,35,14,26
Bosnia & Herzegovina,2020-08-18,forecast,21,2,38,14,27
Bosnia & Herzegovina,2020-08-19,forecast,22,2,39,14,28
Bosnia & Herzegovina,2020-08-20,forecast,23,2,42,15,30
Bosnia & Herzegovina,2020-08-21,forecast,23,1,44,15,32
Bosnia & Herzegovina,2020-08-22,forecast,24,0,45,15,33
Bosnia & Herzegovina,2020-08-23,forecast,25,0,48,15,34
Bosnia & Herzegovina,2020-08-24,forecast,26,0,50,16,36
Bosnia & Herzegovina,2020-08-25,forecast,27,0,54,15,37
Bosnia & Herzegovina,2020-08-26,forecast,28,0,57,17,39
Bosnia & Herzegovina,2020-08-27,forecast,29,0,60,17,41
Bosnia & Herzegovina,2020-08-28,forecast,30,0,64,17,43
Bosnia & Herzegovina,2020-08-29,forecast,31,0,68,18,46
Bosnia & Herzegovina,2020-08-30,forecast,32,0,71,18,48
Brazil,2020-06-07,estimate,1026,954,1090,1001,1052
Brazil,2020-06-08,estimate,1025,956,1091,996,1046
Brazil,2020-06-09,estimate,1025,954,1090,1004,1054
Brazil,2020-06-10,estimate,1025,955,1091,1004,1054
Brazil,2020-06-11,estimate,1025,955,1092,1004,1053
Brazil,2020-06-12,estimate,1025,953,1090,1004,1054
Brazil,2020-06-13,estimate,1025,954,1093,1003,1053
Brazil,2020-06-14,estimate,1025,955,1094,1001,1050
Brazil,2020-06-15,estimate,1025,952,1092,1005,1054
Brazil,2020-06-16,estimate,1025,961,1101,1008,1057
Brazil,2020-06-17,estimate,1025,958,1099,1006,1055
Brazil,2020-06-18,estimate,1026,956,1096,1008,1057
Brazil,2020-06-19,estimate,1025,954,1095,1007,1057
Brazil,2020-06-20,estimate,1026,963,1103,1003,1052
Brazil,2020-06-21,estimate,1026,966,1106,1002,1052
Brazil,2020-06-22,estimate,1026,966,1105,1002,1051
Brazil,2020-06-23,estimate,1027,966,1104,999,1048
Brazil,2020-06-24,estimate,1027,966,1101,1001,1051
Brazil,2020-06-25,estimate,1028,967,1101,999,1049
Brazil,2020-06-26,estimate,1028,968,1099,1004,1056
Brazil,2020-06-27,estimate,1028,965,1099,1000,1052
Brazil,2020-06-28,estimate,1029,965,1098,994,1045
Brazil,2020-06-29,estimate,1029,963,1099,992,1044
Brazil,2020-06-30,estimate,1028,967,1104,998,1049
Brazil,2020-07-01,estimate,1028,960,1099,997,1049
Brazil,2020-07-02,estimate,1029,961,1099,993,1045
Brazil,2020-07-03,estimate,1028,965,1105,995,1047
Brazil,2020-07-04,estimate,1028,963,1104,995,1048
Brazil,2020-07-05,estimate,1028,961,1103,996,1050
Brazil,2020-07-06,estimate,1027,961,1102,992,1047
Brazil,2020-07-07,estimate,1026,958,1099,993,1047
Brazil,2020-07-08,estimate,1026,953,1096,992,1048
Brazil,2020-07-09,estimate,1026,954,1097,991,1046
Brazil,2020-07-10,estimate,1024,952,1096,992,1048
Brazil,2020-07-11,estimate,1023,947,1092,993,1048
Brazil,2020-07-12,estimate,1022,944,1090,985,1041
Brazil,2020-07-13,estimate,1021,946,1091,987,1044
Brazil,2020-07-14,estimate,1019,943,1090,987,1043
Brazil,2020-07-15,estimate,1018,951,1097,984,1040
Brazil,2020-07-16,estimate,1016,949,1093,978,1034
Brazil,2020-07-17,estimate,1014,948,1093,978,1034
Brazil,2020-07-18,estimate,1012,941,1088,983,1039
Brazil,2020-07-19,estimate,1011,938,1086,975,1033
Brazil,2020-07-20,estimate,1009,940,1088,980,1038
Brazil,2020-07-21,estimate,1007,926,1075,974,1033
Brazil,2020-07-22,estimate,1004,927,1076,973,1032
Brazil,2020-07-23,estimate,1002,930,1082,964,1024
Brazil,2020-07-24,estimate,999,921,1075,962,1023
Brazil,2020-07-25,estimate,995,914,1072,961,1024
Brazil,2020-07-26,estimate,992,910,1072,960,1023
Brazil,2020-07-27,estimate,990,908,1075,954,1019
Brazil,2020-07-28,estimate,987,906,1077,950,1018
Brazil,2020-07-29,estimate,983,894,1071,949,1020
Brazil,2020-07-30,estimate based on partial data,981,893,1079,943,1017
Brazil,2020-07-31,estimate based on partial data,979,887,1082,932,1008
Brazil,2020-08-01,estimate based on partial data,977,882,1088,938,1019
Brazil,2020-08-02,estimate based on partial data,975,868,1085,939,1023
Brazil,2020-08-03,estimate based on partial data,973,859,1089,935,1023
Brazil,2020-08-04,estimate based on partial data,971,852,1096,924,1016
Brazil,2020-08-05,estimate based on partial data,969,835,1094,922,1018
Brazil,2020-08-06,estimate based on partial data,968,829,1103,932,1033
Brazil,2020-08-07,estimate based on partial data,966,815,1110,918,1023
Brazil,2020-08-08,estimate based on partial data,965,801,1119,913,1024
Brazil,2020-08-09,estimate based on partial data,964,777,1116,913,1030
Brazil,2020-08-10,estimate based on partial data,963,751,1112,910,1032
Brazil,2020-08-11,estimate based on partial data,960,759,1140,908,1035
Brazil,2020-08-12,estimate based on partial data,959,741,1139,903,1036
Brazil,2020-08-13,estimate based on partial data,958,718,1139,900,1038
Brazil,2020-08-14,estimate based on partial data,956,700,1143,897,1042
Brazil,2020-08-15,estimate based on partial data,954,695,1157,890,1041
Brazil,2020-08-16,estimate based on partial data,951,654,1147,886,1043
Brazil,2020-08-17,forecast,949,640,1154,892,1057
Brazil,2020-08-18,forecast,946,622,1158,865,1035
Brazil,2020-08-19,forecast,945,612,1171,861,1038
Brazil,2020-08-20,forecast,941,599,1185,855,1035
Brazil,2020-08-21,forecast,941,586,1198,849,1035
Brazil,2020-08-22,forecast,939,554,1192,846,1038
Brazil,2020-08-23,forecast,936,564,1228,842,1040
Brazil,2020-08-24,forecast,935,544,1231,833,1038
Brazil,2020-08-25,forecast,934,541,1254,826,1037
Brazil,2020-08-26,forecast,932,501,1239,831,1049
Brazil,2020-08-27,forecast,930,491,1251,825,1048
Brazil,2020-08-28,forecast,929,479,1263,828,1056
Brazil,2020-08-29,forecast,927,465,1273,824,1059
Brazil,2020-08-30,forecast,925,473,1303,809,1049
Bulgaria,2020-06-08,estimate,3,2,4,3,4
Bulgaria,2020-06-09,estimate,3,2,4,3,4
Bulgaria,2020-06-10,estimate,3,3,4,3,4
Bulgaria,2020-06-11,estimate,3,2,4,3,4
Bulgaria,2020-06-12,estimate,3,3,4,3,4
Bulgaria,2020-06-13,estimate,4,3,4,3,4
Bulgaria,2020-06-14,estimate,4,3,4,3,4
Bulgaria,2020-06-15,estimate,4,3,4,3,4
Bulgaria,2020-06-16,estimate,4,3,4,3,4
Bulgaria,2020-06-17,estimate,4,3,5,3,4
Bulgaria,2020-06-18,estimate,4,3,5,3,4
Bulgaria,2020-06-19,estimate,4,3,5,3,4
Bulgaria,2020-06-20,estimate,4,3,5,4,4
Bulgaria,2020-06-21,estimate,4,3,5,4,4
Bulgaria,2020-06-22,estimate,4,3,5,4,4
Bulgaria,2020-06-23,estimate,4,3,5,4,4
Bulgaria,2020-06-24,estimate,4,3,5,4,5
Bulgaria,2020-06-25,estimate,4,3,5,4,5
Bulgaria,2020-06-26,estimate,4,3,5,4,5
Bulgaria,2020-06-27,estimate,4,3,5,4,5
Bulgaria,2020-06-28,estimate,4,3,6,4,5
Bulgaria,2020-06-29,estimate,5,3,6,4,5
Bulgaria,2020-06-30,estimate,5,3,6,4,5
Bulgaria,2020-07-01,estimate,5,3,6,4,5
Bulgaria,2020-07-02,estimate,5,4,6,4,5
Bulgaria,2020-07-03,estimate,5,4,6,4,5
Bulgaria,2020-07-04,estimate,5,4,6,4,5
Bulgaria,2020-07-05,estimate,5,4,6,5,6
Bulgaria,2020-07-06,estimate,5,4,6,5,6
Bulgaria,2020-07-07,estimate,5,4,6,5,6
Bulgaria,2020-07-08,estimate,5,4,7,5,6
Bulgaria,2020-07-09,estimate,5,4,7,5,6
Bulgaria,2020-07-10,estimate,6,4,7,5,6
Bulgaria,2020-07-11,estimate,6,4,7,5,6
Bulgaria,2020-07-12,estimate,6,4,7,5,6
Bulgaria,2020-07-13,estimate,6,5,7,5,6
Bulgaria,2020-07-14,estimate,6,5,8,5,6
Bulgaria,2020-07-15,estimate,6,5,8,5,7
Bulgaria,2020-07-16,estimate,6,5,8,6,7
Bulgaria,2020-07-17,estimate,6,5,8,6,7
Bulgaria,2020-07-18,estimate,7,5,8,6,7
Bulgaria,2020-07-19,estimate,7,5,8,6,7
Bulgaria,2020-07-20,estimate,7,5,9,6,7
Bulgaria,2020-07-21,estimate,7,5,9,6,8
Bulgaria,2020-07-22,estimate,7,5,9,6,8
Bulgaria,2020-07-23,estimate,7,6,9,6,8
Bulgaria,2020-07-24,estimate,7,5,9,6,8
Bulgaria,2020-07-25,estimate,7,6,9,7,8
Bulgaria,2020-07-26,estimate,8,6,10,7,8
Bulgaria,2020-07-27,estimate,8,6,10,7,9
Bulgaria,2020-07-28,estimate,8,6,10,7,8
Bulgaria,2020-07-29,estimate,8,6,10,7,9
Bulgaria,2020-07-30,estimate based on partial data,8,6,11,7,9
Bulgaria,2020-07-31,estimate based on partial data,8,6,11,7,9
Bulgaria,2020-08-01,estimate based on partial data,8,6,11,7,9
Bulgaria,2020-08-02,estimate based on partial data,9,6,12,7,10
Bulgaria,2020-08-03,estimate based on partial data,9,6,12,7,10
Bulgaria,2020-08-04,estimate based on partial data,9,6,13,7,10
Bulgaria,2020-08-05,estimate based on partial data,9,5,13,7,10
Bulgaria,2020-08-06,estimate based on partial data,9,5,14,7,10
Bulgaria,2020-08-07,estimate based on partial data,9,5,14,7,10
Bulgaria,2020-08-08,estimate based on partial data,9,4,15,7,11
Bulgaria,2020-08-09,estimate based on partial data,9,5,16,7,11
Bulgaria,2020-08-10,estimate based on partial data,10,3,15,7,11
Bulgaria,2020-08-11,estimate based on partial data,10,3,16,7,11
Bulgaria,2020-08-12,estimate based on partial data,10,3,17,7,11
Bulgaria,2020-08-13,estimate based on partial data,10,3,18,7,11
Bulgaria,2020-08-14,estimate based on partial data,10,3,19,7,11
Bulgaria,2020-08-15,estimate based on partial data,10,3,19,7,12
Bulgaria,2020-08-16,estimate based on partial data,11,3,20,7,12
Bulgaria,2020-08-17,forecast,11,2,21,7,12
Bulgaria,2020-08-18,forecast,11,2,22,7,13
Bulgaria,2020-08-19,forecast,11,1,22,7,13
Bulgaria,2020-08-20,forecast,11,1,23,7,14
Bulgaria,2020-08-21,forecast,11,1,24,7,14
Bulgaria,2020-08-22,forecast,12,1,25,7,14
Bulgaria,2020-08-23,forecast,12,0,26,7,14
Bulgaria,2020-08-24,forecast,12,0,27,7,15
Bulgaria,2020-08-25,forecast,12,0,28,7,15
Bulgaria,2020-08-26,forecast,12,0,29,7,15
Bulgaria,2020-08-27,forecast,13,0,30,7,16
Bulgaria,2020-08-28,forecast,13,0,32,7,16
Bulgaria,2020-08-29,forecast,13,0,33,7,16
Bulgaria,2020-08-30,forecast,13,0,35,7,17
Cameroon,2020-06-08,estimate,4,1,9,2,4
Cameroon,2020-06-09,estimate,4,1,10,2,4
Cameroon,2020-06-10,estimate,4,1,10,2,4
Cameroon,2020-06-11,estimate,4,1,10,2,4
Cameroon,2020-06-12,estimate,4,1,10,2,4
Cameroon,2020-06-13,estimate,4,1,9,2,4
Cameroon,2020-06-14,estimate,4,1,9,2,4
Cameroon,2020-06-15,estimate,4,1,9,2,4
Cameroon,2020-06-16,estimate,4,1,9,2,4
Cameroon,2020-06-17,estimate,4,1,9,2,4
Cameroon,2020-06-18,estimate,4,1,9,2,4
Cameroon,2020-06-19,estimate,4,1,8,2,4
Cameroon,2020-06-20,estimate,4,1,8,2,4
Cameroon,2020-06-21,estimate,3,1,8,2,4
Cameroon,2020-06-22,estimate,3,1,7,2,4
Cameroon,2020-06-23,estimate,3,1,7,2,4
Cameroon,2020-06-24,estimate,3,1,7,2,4
Cameroon,2020-06-25,estimate,3,1,7,2,4
Cameroon,2020-06-26,estimate,3,1,7,2,4
Cameroon,2020-06-27,estimate,3,1,7,2,4
Cameroon,2020-06-28,estimate,3,1,6,2,4
Cameroon,2020-06-29,estimate,3,1,6,2,3
Cameroon,2020-06-30,estimate,3,1,6,1,3
Cameroon,2020-07-01,estimate,3,1,6,2,3
Cameroon,2020-07-02,estimate,3,1,6,1,3
Cameroon,2020-07-03,estimate,3,1,6,1,3
Cameroon,2020-07-04,estimate,3,1,6,1,3
Cameroon,2020-07-05,estimate,2,1,5,1,3
Cameroon,2020-07-06,estimate,2,1,5,1,3
Cameroon,2020-07-07,estimate,2,0,5,1,3
Cameroon,2020-07-08,estimate,2,0,5,1,3
Cameroon,2020-07-09,estimate,2,0,5,1,3
Cameroon,2020-07-10,estimate,2,0,5,1,2
Cameroon,2020-07-11,estimate,2,0,5,1,2
Cameroon,2020-07-12,estimate,2,0,4,1,2
Cameroon,2020-07-13,estimate,2,0,4,1,2
Cameroon,2020-07-14,estimate,2,0,4,1,2
Cameroon,2020-07-15,estimate,2,0,4,1,2
Cameroon,2020-07-16,estimate,2,0,4,1,2
Cameroon,2020-07-17,estimate,2,0,4,1,2
Cameroon,2020-07-18,estimate,2,0,4,1,2
Cameroon,2020-07-19,estimate,1,0,4,1,2
Cameroon,2020-07-20,estimate,1,0,3,1,2
Cameroon,2020-07-21,estimate,1,0,3,1,2
Cameroon,2020-07-22,estimate,1,0,3,0,1
Cameroon,2020-07-23,estimate,1,0,3,0,1
Cameroon,2020-07-24,estimate,1,0,3,0,1
Cameroon,2020-07-25,estimate,1,0,3,0,1
Cameroon,2020-07-26,estimate,1,0,3,0,1
Cameroon,2020-07-27,estimate,1,0,3,0,1
Cameroon,2020-07-28,estimate,1,0,3,0,1
Cameroon,2020-07-29,estimate,1,0,3,0,1
Cameroon,2020-07-30,estimate based on partial data,1,0,3,0,1
Cameroon,2020-07-31,estimate based on partial data,1,0,3,0,1
Cameroon,2020-08-01,estimate based on partial data,1,0,3,0,1
Cameroon,2020-08-02,estimate based on partial data,1,0,3,0,1
Cameroon,2020-08-03,estimate based on partial data,1,0,3,0,1
Cameroon,2020-08-04,estimate based on partial data,1,0,3,0,1
Cameroon,2020-08-05,estimate based on partial data,1,0,4,0,1
Cameroon,2020-08-06,estimate based on partial data,1,0,4,0,1
Cameroon,2020-08-07,estimate based on partial data,1,0,4,0,1
Cameroon,2020-08-08,estimate based on partial data,1,0,4,0,1
Cameroon,2020-08-09,estimate based on partial data,1,0,5,0,1
Cameroon,2020-08-10,estimate based on partial data,1,0,5,0,1
Cameroon,2020-08-11,estimate based on partial data,1,0,5,0,1
Cameroon,2020-08-12,estimate based on partial data,1,0,6,0,1
Cameroon,2020-08-13,estimate based on partial data,1,0,6,0,1
Cameroon,2020-08-14,estimate based on partial data,1,0,7,0,1
Cameroon,2020-08-15,estimate based on partial data,1,0,7,0,1
Cameroon,2020-08-16,estimate based on partial data,1,0,8,0,1
Cameroon,2020-08-17,forecast,1,0,8,0,1
Cameroon,2020-08-18,forecast,1,0,9,0,1
Cameroon,2020-08-19,forecast,1,0,10,0,1
Cameroon,2020-08-20,forecast,1,0,11,0,1
Cameroon,2020-08-21,forecast,1,0,11,0,1
Cameroon,2020-08-22,forecast,0,0,12,0,0
Cameroon,2020-08-23,forecast,0,0,13,0,0
Cameroon,2020-08-24,forecast,0,0,15,0,0
Cameroon,2020-08-25,forecast,0,0,17,0,0
Cameroon,2020-08-26,forecast,0,0,19,0,0
Cameroon,2020-08-27,forecast,0,0,20,0,0
Cameroon,2020-08-28,forecast,0,0,22,0,0
Cameroon,2020-08-29,forecast,0,0,24,0,0
Cameroon,2020-08-30,forecast,0,0,27,0,0
Canada,2020-06-07,estimate,31,24,39,28,34
Canada,2020-06-08,estimate,29,22,36,26,32
Canada,2020-06-09,estimate,28,21,35,25,31
Canada,2020-06-10,estimate,26,20,33,24,29
Canada,2020-06-11,estimate,25,19,31,23,28
Canada,2020-06-12,estimate,24,18,30,21,26
Canada,2020-06-13,estimate,23,17,28,21,25
Canada,2020-06-14,estimate,21,17,27,20,24
Canada,2020-06-15,estimate,20,16,26,19,23
Canada,2020-06-16,estimate,19,15,24,18,22
Canada,2020-06-17,estimate,19,14,24,17,20
Canada,2020-06-18,estimate,18,14,22,16,19
Canada,2020-06-19,estimate,17,13,21,15,18
Canada,2020-06-20,estimate,16,12,20,14,17
Canada,2020-06-21,estimate,16,12,20,14,17
Canada,2020-06-22,estimate,15,11,19,13,16
Canada,2020-06-23,estimate,14,11,18,13,15
Canada,2020-06-24,estimate,14,10,17,12,15
Canada,2020-06-25,estimate,13,10,17,12,14
Canada,2020-06-26,estimate,13,9,16,11,14
Canada,2020-06-27,estimate,12,9,15,11,13
Canada,2020-06-28,estimate,12,9,15,10,13
Canada,2020-06-29,estimate,11,8,14,10,12
Canada,2020-06-30,estimate,11,8,14,10,12
Canada,2020-07-01,estimate,10,8,13,9,12
Canada,2020-07-02,estimate,10,8,13,9,11
Canada,2020-07-03,estimate,10,7,13,9,11
Canada,2020-07-04,estimate,9,7,12,8,10
Canada,2020-07-05,estimate,9,7,12,8,10
Canada,2020-07-06,estimate,9,6,11,8,10
Canada,2020-07-07,estimate,8,6,11,7,9
Canada,2020-07-08,estimate,8,6,11,7,9
Canada,2020-07-09,estimate,8,6,10,7,9
Canada,2020-07-10,estimate,8,6,10,7,8
Canada,2020-07-11,estimate,7,6,10,7,8
Canada,2020-07-12,estimate,7,5,9,6,8
Canada,2020-07-13,estimate,7,5,9,6,8
Canada,2020-07-14,estimate,7,5,9,6,8
Canada,2020-07-15,estimate,7,5,9,6,8
Canada,2020-07-16,estimate,7,5,8,6,7
Canada,2020-07-17,estimate,7,5,8,6,7
Canada,2020-07-18,estimate,6,5,8,6,7
Canada,2020-07-19,estimate,6,5,8,6,7
Canada,2020-07-20,estimate,6,5,8,6,7
Canada,2020-07-21,estimate,6,4,8,5,7
Canada,2020-07-22,estimate,6,4,8,5,7
Canada,2020-07-23,estimate,6,4,8,5,7
Canada,2020-07-24,estimate,6,4,8,5,6
Canada,2020-07-25,estimate,6,4,8,5,6
Canada,2020-07-26,estimate,6,4,7,5,6
Canada,2020-07-27,estimate,6,4,7,5,6
Canada,2020-07-28,estimate,6,4,7,5,6
Canada,2020-07-29,estimate,6,4,7,5,6
Canada,2020-07-30,estimate based on partial data,6,4,7,5,6
Canada,2020-07-31,estimate based on partial data,5,4,8,4,6
Canada,2020-08-01,estimate based on partial data,5,3,8,4,6
Canada,2020-08-02,estimate based on partial data,5,3,8,4,6
Canada,2020-08-03,estimate based on partial data,5,3,8,4,6
Canada,2020-08-04,estimate based on partial data,5,3,8,4,6
Canada,2020-08-05,estimate based on partial data,5,3,8,4,6
Canada,2020-08-06,estimate based on partial data,5,3,9,4,6
Canada,2020-08-07,estimate based on partial data,5,2,9,3,6
Canada,2020-08-08,estimate based on partial data,5,2,9,3,6
Canada,2020-08-09,estimate based on partial data,5,2,9,3,6
Canada,2020-08-10,estimate based on partial data,5,2,10,3,6
Canada,2020-08-11,estimate based on partial data,5,2,11,2,5
Canada,2020-08-12,estimate based on partial data,5,1,11,2,5
Canada,2020-08-13,estimate based on partial data,5,1,12,2,5
Canada,2020-08-14,estimate based on partial data,5,1,12,2,5
Canada,2020-08-15,estimate based on partial data,5,1,13,2,5
Canada,2020-08-16,estimate based on partial data,5,1,13,2,5
Canada,2020-08-17,forecast,5,0,14,2,5
Canada,2020-08-18,forecast,5,0,14,2,5
Canada,2020-08-19,forecast,4,0,15,1,5
Canada,2020-08-20,forecast,4,0,16,1,5
Canada,2020-08-21,forecast,4,0,17,1,5
Canada,2020-08-22,forecast,4,0,18,1,5
Canada,2020-08-23,forecast,4,0,19,1,5
Canada,2020-08-24,forecast,4,0,20,1,5
Canada,2020-08-25,forecast,4,0,21,1,4
Canada,2020-08-26,forecast,4,0,21,1,4
Canada,2020-08-27,forecast,4,0,23,1,4
Canada,2020-08-28,forecast,4,0,25,1,4
Canada,2020-08-29,forecast,4,0,26,1,4
Canada,2020-08-30,forecast,4,0,27,1,4
Cape Verde,2020-06-10,estimate,0,0,1,0,0
Cape Verde,2020-06-11,estimate,0,0,1,0,0
Cape Verde,2020-06-12,estimate,0,0,1,0,0
Cape Verde,2020-06-13,estimate,0,0,1,0,0
Cape Verde,2020-06-14,estimate,0,0,1,0,0
Cape Verde,2020-06-15,estimate,0,0,1,0,0
Cape Verde,2020-06-16,estimate,0,0,1,0,0
Cape Verde,2020-06-17,estimate,0,0,1,0,0
Cape Verde,2020-06-18,estimate,0,0,1,0,0
Cape Verde,2020-06-19,estimate,0,0,1,0,0
Cape Verde,2020-06-20,estimate,0,0,1,0,0
