state,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
District of Columbia,2021-11-19,,estimate,58,96.4,118.7,3,22,42,79,129,305
District of Columbia,2021-11-20,,estimate,0,0,0.1,0,0,0,0,0,0
District of Columbia,2021-11-21,,estimate,0,0,0.1,0,0,0,0,0,0
District of Columbia,2021-11-22,,estimate,170.5,279.7,354,8,64,120,237,376,913
District of Columbia,2021-11-23,,estimate,61,99.9,119.6,3,23,42,82,131,340
District of Columbia,2021-11-24,,estimate,54,89,109.9,2.9,20,39,73,118,299
District of Columbia,2021-11-25,,estimate,58,97.4,119.3,3,22,41,80,129,325
District of Columbia,2021-11-26,,estimate,76,125,153.9,4,29,53,104,166,403.1
District of Columbia,2021-11-27,,estimate,0,0,0.1,0,0,0,0,0,0
District of Columbia,2021-11-28,,estimate,0,0,0.1,0,0,0,0,0,0
District of Columbia,2021-11-29,,estimate,231,376.1,448.5,12,89,163,315.4,499,1245.2
District of Columbia,2021-11-30,,estimate,84,141.2,173.6,4,31,59,119,184,453
District of Columbia,2021-12-01,,estimate,75,123.2,150.4,4,28,52,101,163,406
District of Columbia,2021-12-02,,estimate,89,151.3,187.2,5,33,63,121,200.2,511
District of Columbia,2021-12-03,,estimate,114,185.4,223.9,5,41,81,156.4,248.2,606.1
District of Columbia,2021-12-04,,estimate,0,0,0.2,0,0,0,0,0,0
District of Columbia,2021-12-05,,estimate,0,0,0.2,0,0,0,0,0,0
District of Columbia,2021-12-06,,estimate,407,640.6,733.1,22.9,152.8,288,537,844.5,2136.1
District of Columbia,2021-12-07,,estimate,145,249.6,311.2,8,57,104.6,201.4,320,836.1
District of Columbia,2021-12-08,,estimate,137,230,278.5,6.9,49,97,192.4,303,758
District of Columbia,2021-12-09,,estimate,175,281.2,338,8,65,124,238.4,369.2,913.1
District of Columbia,2021-12-10,,estimate,223,364.7,433.4,12,87,162,303,484,1150
District of Columbia,2021-12-11,,estimate,0,0,0.2,0,0,0,0,0,0
District of Columbia,2021-12-12,,estimate,0,0.1,0.3,0,0,0,0,0,1
District of Columbia,2021-12-13,,estimate,842,1353.8,1700.1,45.9,313.8,607,1120,1734.2,4353.4
District of Columbia,2021-12-14,,estimate,315,519.2,590.9,17,124,224,440,712,1712.5
District of Columbia,2021-12-15,,estimate,283.5,481.6,606.2,16,111,201.6,391,615.2,1638.2
District of Columbia,2021-12-16,,estimate,375,617.1,806.3,20.9,144,263,511,797.5,1966.2
District of Columbia,2021-12-17,,estimate,476,794,1009.8,26,173,328,662.4,1026,2637.2
District of Columbia,2021-12-18,,estimate,0,0.1,0.4,0,0,0,0,0,1
District of Columbia,2021-12-19,,estimate,0,0.1,0.5,0,0,0,0,0,1
District of Columbia,2021-12-20,,estimate,1715,2749.2,3184.1,92.9,616,1217.2,2356,3719,8821.6
District of Columbia,2021-12-21,,estimate,656,1064.8,1230.8,38,246,474.6,899,1402,3516.1
District of Columbia,2021-12-22,,estimate,589,965.8,1141,34,218,417.6,798,1263.8,3189.7
District of Columbia,2021-12-23,,estimate,664.5,1088.6,1238.9,44,263,476,937,1485,3456.3
District of Columbia,2021-12-24,,estimate,902,1469.5,1780.9,49.9,348.8,653,1240,1925.5,4858.7
District of Columbia,2021-12-25,,estimate,0,0.2,0.6,0,0,0,0,0,1
District of Columbia,2021-12-26,,estimate,0,0.2,0.6,0,0,0,0,0,1
District of Columbia,2021-12-27,,estimate,2942,4820.5,5502,144,1097.8,2128,3997,6572.8,15615.2
District of Columbia,2021-12-28,,estimate,1034.5,1699.7,2051.6,47,366,730,1451,2271.2,5529.1
District of Columbia,2021-12-29,,estimate,941,1538.1,1841,52,370.8,687,1286,2039,5037
District of Columbia,2021-12-30,,estimate,1041.5,1698.9,1937,53.9,398.2,748.2,1415.4,2315,5504.5
District of Columbia,2021-12-31,,estimate,1277,2080.4,2460.3,77,504,934.6,1736.2,2715.2,7070
District of Columbia,2022-01-01,,estimate,0,0.3,0.9,0,0,0,0,0,1
District of Columbia,2022-01-02,,estimate,0,0.3,0.8,0,0,0,0,0,2
District of Columbia,2022-01-03,,estimate,3565,5736.9,6692.5,194,1332.8,2493.6,4806.8,7605.2,19134.2
District of Columbia,2022-01-04,,estimate,1259,2056.8,2452.9,75,474.8,897.8,1727.4,2741,6676.4
District of Columbia,2022-01-05,,estimate,1033.5,1681.6,2087.4,48.9,359.8,729,1373,2200.5,5441.4
District of Columbia,2022-01-06,,estimate,1120,1787.6,2076.3,55,419.8,802,1535.4,2418.2,5602.1
District of Columbia,2022-01-07,,estimate,1235,2042.6,2345.1,57,449,893,1694.4,2771,6832.4
District of Columbia,2022-01-08,,estimate,0,0.3,0.7,0,0,0,0,0,1
District of Columbia,2022-01-09,,estimate,0,0.3,0.7,0,0,0,0,0,2
District of Columbia,2022-01-10,,estimate,3146,5064.2,6158,180.9,1202.2,2272.2,4210.4,6621,16128.5
District of Columbia,2022-01-11,,estimate,1020.5,1644.8,1914.1,53.9,380,729,1389.4,2177.2,5328.3
District of Columbia,2022-01-12,,estimate,798,1294.6,1569.3,42,306,561.6,1085,1683.5,4180.1
District of Columbia,2022-01-13,,estimate,818.5,1332.4,1595.9,46,305.8,589,1130,1772,4258
District of Columbia,2022-01-14,,estimate,977.5,1541.3,1774.6,55.9,378.8,699.6,1329.4,2079.2,4835.2
District of Columbia,2022-01-15,,estimate,0,0.2,0.5,0,0,0,0,0,1
District of Columbia,2022-01-16,,estimate,0,0.2,0.5,0,0,0,0,0,1
District of Columbia,2022-01-17,,estimate,1995.5,3281.8,3854.1,110.9,766.8,1452,2721.8,4323.8,10824.5
District of Columbia,2022-01-18,,estimate,658,1045.7,1226.1,41,243.8,480,897,1397.2,3358.8
District of Columbia,2022-01-19,,estimate,499,800.2,948.2,28.9,184,351,681,1062,2534
District of Columbia,2022-01-20,,estimate,497.5,803.5,980.6,23.9,186.8,353,665.4,1063.2,2581.3
District of Columbia,2022-01-21,,estimate,553,917.5,1128.1,28,204,385,763,1210.2,2962
District of Columbia,2022-01-22,,estimate,0,0.1,0.4,0,0,0,0,0,1
District of Columbia,2022-01-23,,estimate,0,0.1,0.4,0,0,0,0,0,1
District of Columbia,2022-01-24,,estimate,1097.5,1810.6,2198.4,55,425.5,800,1494.4,2369,5887
District of Columbia,2022-01-25,,estimate,345,570.6,702.6,19,133,245,471.4,737.2,1910
District of Columbia,2022-01-26,,estimate,251,410.8,486.2,12,90,173,347,559,1332.1
District of Columbia,2022-01-27,,estimate,257,422.9,502.4,15,94,186.6,351,566.5,1369.1
District of Columbia,2022-01-28,,estimate,272,457.4,567.1,16.9,105,199,372,592,1483.2
District of Columbia,2022-01-29,,estimate based on partial data,0,0.1,0.3,0,0,0,0,0,0
District of Columbia,2022-01-30,,estimate based on partial data,0,0,0.2,0,0,0,0,0,0
District of Columbia,2022-01-31,,estimate based on partial data,560.5,927.4,1144,26.9,197,393.6,771,1198.2,3099
District of Columbia,2022-02-01,,estimate based on partial data,169,292.1,384.7,9,62.8,121.6,228,370,1007
District of Columbia,2022-02-02,,estimate based on partial data,128,221.2,312.1,6,47,90,173,280,733
District of Columbia,2022-02-03,,estimate based on partial data,123,219.9,296.3,6,46,87.6,174,284,723
District of Columbia,2022-02-04,,estimate based on partial data,130,243.2,345.9,5,45,90,182,304,818.4
District of Columbia,2022-02-05,,estimate based on partial data,0,0,0.2,0,0,0,0,0,0
District of Columbia,2022-02-06,,forecast,0,0,0.2,0,0,0,0,0,0
District of Columbia,2022-02-07,,forecast,251,502.8,829,11,91,175,350.4,589,1768.1
District of Columbia,2022-02-08,,forecast,81,177,351.2,4,28,56,117,201.2,603
District of Columbia,2022-02-09,,forecast,55.5,134.7,307.7,2,18,37,79,142,530
District of Columbia,2022-02-10,,forecast,54,140.8,410.4,2,20,38,80,141,505.1
District of Columbia,2022-02-11,,forecast,59.5,153.1,447.5,2,20,39,87,156,564
District of Columbia,2022-02-12,,forecast,0,0,0.1,0,0,0,0,0,0
District of Columbia,2022-02-13,,forecast,0,0,0.2,0,0,0,0,0,0
District of Columbia,2022-02-14,,forecast,115,430.5,2739.7,4,35.8,76,176.4,332.2,1358
District of Columbia,2022-02-15,,forecast,36,162.9,1116.8,1,11,24,55,108,518
District of Columbia,2022-02-16,,forecast,25,136.8,1235.4,1,7,16.6,39,76,345.1
District of Columbia,2022-02-17,,forecast,25,162.6,1502.7,0,7,16,39,76,410.2
District of Columbia,2022-02-18,,forecast,26,204,2690.9,1,7,17,42,85,485.1
District of Columbia,2022-02-19,,forecast,0,0,1.3,0,0,0,0,0,0
Florida,2021-10-16,,estimate,495,1263.6,2026.7,4,100,294.6,788.8,1571,5135.5
Florida,2021-10-17,,estimate,12,30.4,53.4,0,2,7,19,36,125
Florida,2021-10-18,,estimate,1031,2443.5,4072.2,8,221.8,592.6,1572.6,3004.5,9621.6
Florida,2021-10-19,,estimate,1012.5,2362.8,3731.5,8,220.8,600.6,1524.8,3003.5,9275.1
Florida,2021-10-20,,estimate,835.5,2041,3336.8,6,175,498,1301.8,2529.8,8075.6
Florida,2021-10-21,,estimate,796.5,2012.8,3261,6,169,481.6,1279,2468.8,8085.4
Florida,2021-10-22,,estimate,864.5,2193,3528.6,5,183.8,504.6,1401.4,2701.2,8601.2
Florida,2021-10-23,,estimate,583,1459,2364.3,5,131,358,920.4,1762,5818.8
Florida,2021-10-24,,estimate,11,34,65.4,0,2,7,18,38,141
Florida,2021-10-25,,estimate,963.5,2462.5,4175.3,9,232,594.2,1544.4,2977.2,9821.6
Florida,2021-10-26,,estimate,995.5,2349.5,4121.5,8,206.8,589.6,1535.8,2789.5,9138
Florida,2021-10-27,,estimate,797,1943.3,2993.5,6,176,471.6,1248.8,2409,7950.1
Florida,2021-10-28,,estimate,740.5,1861.2,3032.3,5,165,427.6,1176,2309.5,7186.4
Florida,2021-10-29,,estimate,838.5,2111.2,3515.8,6,177,508.6,1324.4,2622.8,8098.5
Florida,2021-10-30,,estimate,571,1338,2170.7,5,123,338.6,881,1643.5,5122.7
Florida,2021-10-31,,estimate,11,31,56.2,0,2,6,18,36,123
Florida,2021-11-01,,estimate,936,2350.2,3761.2,7,218,564.8,1470.4,2907,9273.4
Florida,2021-11-02,,estimate,902,2209.6,3927.3,7,189,529,1498.4,2747.2,8329.1
Florida,2021-11-03,,estimate,737.5,1877.2,3182.9,6,147,435,1145.8,2243.8,7424.7
Florida,2021-11-04,,estimate,747,1773,2801.8,6,179.8,467.6,1174.4,2190,7014
Florida,2021-11-05,,estimate,832,1926.2,2995.1,5.9,184.8,477.2,1288.4,2376.2,7556.5
Florida,2021-11-06,,estimate,536.5,1369.4,2284.3,4,118,337.6,825.8,1598.2,5688.6
Florida,2021-11-07,,estimate,11,30.3,50.9,0,2,6,19,36,124
Florida,2021-11-08,,estimate,934.5,2404.1,3910.2,7,200,568.6,1498.4,2900.5,9900.3
Florida,2021-11-09,,estimate,975.5,2364.3,3889.7,8,215,588.6,1537.2,2914,9168.1
Florida,2021-11-10,,estimate,818.5,1989.2,3170.6,7,186.8,512.2,1339,2508.2,7753.9
Florida,2021-11-11,,estimate,824.5,2016.2,3568.3,7,192.8,507.6,1328.4,2420,7614.9
Florida,2021-11-12,,estimate,937.5,2228.5,3443.5,7,195.8,564,1463,2737,8955.8
Florida,2021-11-13,,estimate,648,1523.9,2350.3,6,142,389,994,1871.5,6076.7
Florida,2021-11-14,,estimate,14,35.5,58.7,0,3,8,21,43,148
Florida,2021-11-15,,estimate,1056.5,2745.6,4662.9,11,222.8,646,1687.6,3259,11131.9
Florida,2021-11-16,,estimate,1081,2725.1,4362.4,9.9,223.8,648.6,1726.8,3450.8,10487.4
Florida,2021-11-17,,estimate,968.5,2428.2,3925.8,8,222,581,1534,3004.2,9738.2
Florida,2021-11-18,,estimate,1007.5,2521.9,4134,10,218,582.6,1573.8,2991,10518.7
Florida,2021-11-19,,estimate,1087.5,2863.3,4765.3,9,237,670.2,1778.4,3382.2,11701.6
Florida,2021-11-20,,estimate,786,2013.8,3318.8,6,173.8,457.2,1247.4,2447,8070.1
Florida,2021-11-21,,estimate,17,41.2,67.7,0,3,9,27,50,163
Florida,2021-11-22,,estimate,1375.5,3674.3,6314.6,8,312,840.4,2218.2,4343,14454.1
Florida,2021-11-23,,estimate,1463.5,3650.2,6460.8,13,332,916.6,2282.2,4372,14469.3
Florida,2021-11-24,,estimate,1262,3217.4,5309.2,9,269.8,700.4,1945.2,3940.5,12960.4
Florida,2021-11-25,,estimate,1273.5,3219.5,5409,9,289,796.6,2019.4,3794.5,12924.7
Florida,2021-11-26,,estimate,1447.5,3707.7,6728.1,16,329,864.2,2289,4444,14842.1
Florida,2021-11-27,,estimate,933,2519.5,4408.9,9,195.8,572,1500.4,3042.8,10422.7
Florida,2021-11-28,,estimate,22,53.6,86.5,0,5,13,35,65,212
Florida,2021-11-29,,estimate,2066,5024.8,8649.7,18,472,1269.2,3123,5979.5,19491.5
Florida,2021-11-30,,estimate,2065,5039.5,8508.9,15,458,1219,3245.8,6003.8,20158.2
Florida,2021-12-01,,estimate,1636.5,4303.9,7715.6,14,346.8,967.6,2585,5217.5,16570.4
Florida,2021-12-02,,estimate,1797.5,4533.4,7992.7,11.9,403.8,1084,2818.2,5316.5,17256.9
Florida,2021-12-03,,estimate,1979,5358.5,9834.7,13,415,1128.6,3208.4,6408,21489.4
Florida,2021-12-04,,estimate,1407,3548.5,6313.8,11,287.5,794.6,2212.4,4219.2,13889.6
Florida,2021-12-05,,estimate,31,76.1,125.1,0,7,18,48,92,300.1
Florida,2021-12-06,,estimate,2675,6536,10229.7,24,618.5,1650.2,4309.4,8122,26443.1
Florida,2021-12-07,,estimate,2666.5,6901.6,11490.8,22.9,603.5,1619.6,4240.2,8297.2,28046.2
Florida,2021-12-08,,estimate,2330,5715.9,9331.2,18,512.8,1406.6,3589.6,7046,22226.7
Florida,2021-12-09,,estimate,2475,6227.3,10165.2,19,550,1465.2,3798,7329.2,25273.2
Florida,2021-12-10,,estimate,3021,7764.3,13378,23,624.2,1733.4,4821,9045.5,31264.1
Florida,2021-12-11,,estimate,2130,5322.1,8704.6,19,497.8,1267,3321.8,6519.8,21142.5
Florida,2021-12-12,,estimate,48,122.2,207.3,0,11,29,76,147,487
Florida,2021-12-13,,estimate,4426.5,11246.4,18346.6,32,989.8,2609.8,6794.2,13510,44763.4
Florida,2021-12-14,,estimate,4243.5,11060.5,19334.5,38,964,2632.8,6722.4,13187.8,43792.9
Florida,2021-12-15,,estimate,3969,10058.5,16145.9,36,921.8,2423.8,6256.4,12476.8,39312.1
Florida,2021-12-16,,estimate,4291,11109.3,18125.1,35.9,948.5,2523,6790.8,13289.5,44607
Florida,2021-12-17,,estimate,5253,13536.9,21470.6,39,1105.2,3352,8804.4,16846.2,53466.5
Florida,2021-12-18,,estimate,3917,10127.3,17469.4,34.9,847.8,2303.2,5994.8,11935.5,41127.2
Florida,2021-12-19,,estimate,90,238.7,420.6,0,18,52,140,284,952
Florida,2021-12-20,,estimate,7612.5,18703.8,29385.5,63,1762.2,4607.2,12118,22548.8,74576
Florida,2021-12-21,,estimate,8245.5,20835.3,32946.4,76.9,1911,5032.6,13207.4,25260,84088.5
Florida,2021-12-22,,estimate,8268.5,19289.5,31208.7,61.9,1736.5,5075.6,12265.2,23724.2,74829.8
Florida,2021-12-23,,estimate,8488,21189.4,33388.5,57,1704,5035,13547.6,26256,84324.9
Florida,2021-12-24,,estimate,10232.5,25408.1,41303.2,86.9,2331.5,6325.8,16674.8,31443.2,100647.2
Florida,2021-12-25,,estimate,7168.5,18519.4,30019.6,75,1571,3973.2,11463,22739.2,74483.5
Florida,2021-12-26,,estimate,167,476.1,927.9,1,34,96,268,547,1912.7
Florida,2021-12-27,,estimate,14602,37574.6,61611,101.8,3164.5,8765.6,23403.2,44760.5,149382
Florida,2021-12-28,,estimate,15820.5,39156.1,62252.3,175.8,3494.2,9454.6,25606,46522,163382
Florida,2021-12-29,,estimate,14498,36104.9,62241,147.9,3332.5,8728.6,22827,43265.2,141540.5
Florida,2021-12-30,,estimate,15758.5,37694.4,63072.8,125.8,3246.5,9384.6,23628,44817.2,149391.9
Florida,2021-12-31,,estimate,18493,44233.8,67556,162,3980.2,11391,28855.4,56062.5,172370.8
Florida,2022-01-01,,estimate,12094.5,30787.3,52086.8,95.9,2531.8,7077,19362,36565,123685.9
Florida,2022-01-02,,estimate,264,765.3,1532.6,2,53,153,414,829,3071.8
Florida,2022-01-03,,estimate,23110,59963.3,98480.7,180.8,4868.2,13597.2,36682.6,74893.2,241461
Florida,2022-01-04,,estimate,23581.5,59144.2,95392.2,200.8,5017.8,14057.8,37147.8,72233.5,237713.2
Florida,2022-01-05,,estimate,21137.5,52865.6,88191.7,152,4129,12572.4,34049.6,63351.2,203510.4
Florida,2022-01-06,,estimate,23193.5,54638.2,84565.7,170.6,4654.5,13456.2,36674,71590,212108.3
Florida,2022-01-07,,estimate,24600,61760.3,101680.1,206.9,5444,14811.2,39184.4,76301,245113.4
Florida,2022-01-08,,estimate,17264.5,44181.2,75492.5,164.9,4020.8,10868.8,26883,53415.8,180791.2
Florida,2022-01-09,,estimate,351,1020.6,1896.1,2,75.8,204,567,1165.2,4195.7
Florida,2022-01-10,,estimate,28300,69968.6,125659.3,238.3,6005.5,16395.2,45702.6,87349.8,262968.9
Florida,2022-01-11,,estimate,28395,67709.4,126337.5,246.8,6554.5,17578.8,44264.8,83091.8,265969.1
Florida,2022-01-12,,estimate,25296,58894.4,98556.7,217,5397,15201,39531,72389.2,224229.9
Florida,2022-01-13,,estimate,24647.5,58928.6,89186.2,254.9,5470.2,14954.8,38645,74791.2,230172.9
Florida,2022-01-14,,estimate,24825,61392.1,98030.2,226.9,5505.2,14969.2,39232.4,75966.5,247592.2
Florida,2022-01-15,,estimate,16676.5,42302.8,70974.8,130.9,3774.2,10139.6,26526.2,49935.8,167638.3
Florida,2022-01-16,,estimate,327.5,980.4,1980.5,2,68,192,522,1077.8,3941.2
Florida,2022-01-17,,estimate,27503.5,64838.9,104049.1,197.9,5806.8,16479.2,42094.6,79501.5,255310.5
Florida,2022-01-18,,estimate,23612,61830.2,99358.6,250.8,5497.8,14240,38248.4,74733.2,252894
Florida,2022-01-19,,estimate,20635,52791.4,100149.7,178,4438.8,12497,33066.2,62851.2,203981.4
Florida,2022-01-20,,estimate,20365,50411.9,79938.7,134.9,4438.8,12450.4,32683.8,63354.2,200792.6
Florida,2022-01-21,,estimate,21357.5,52688.2,86425.4,149,4470.8,12193.2,33078,62334.8,216259.1
Florida,2022-01-22,,estimate,13703.5,32681.7,53515.6,108,3040,7991,21659.2,39794,129808
Florida,2022-01-23,,estimate,275.5,751.5,1360.6,2,56,161,446,862.5,3002.6
Florida,2022-01-24,,estimate,22061.5,54713.4,92713.9,185.7,4566.5,12393.6,34744.2,64933.5,220540.9
Florida,2022-01-25,,estimate,21893,49375.4,79318.3,203.9,4593.8,12719,33246,61489.5,192732.9
Florida,2022-01-26,,estimate,16201.5,40631.5,70532.2,164.9,3575,9554.4,24655.4,49135.8,160111.8
Florida,2022-01-27,,estimate,15271,36774.3,59106.6,86,3562,9129.2,23245.6,45110,142651.3
Florida,2022-01-28,,estimate,16061.5,40673.8,69944.3,164.8,3334.2,9137.6,25044.6,47838,162642.4
Florida,2022-01-29,,estimate based on partial data,10317,26166.1,44782.9,92.9,2186.2,6207.8,16178.8,30942.5,103141
Florida,2022-01-30,,estimate based on partial data,203,577,1187.2,1,43,118,316,646.2,2252.3
Florida,2022-01-31,,estimate based on partial data,15339,39398.3,66460.2,94.8,3384.8,9525,24517.4,46665.5,158041.3
Florida,2022-02-01,,estimate based on partial data,13804.5,37310.2,63858.5,112.9,3116,8225.2,22180.6,43459,151944.3
Florida,2022-02-02,,estimate based on partial data,10971.5,30100.2,56252.8,93.9,2345,6794.2,17296.8,34397.2,120719
Florida,2022-02-03,,estimate based on partial data,10423.5,29267.4,53923.3,84,2412.5,6287.6,16557.6,33012.2,119198.9
Florida,2022-02-04,,estimate based on partial data,10490.5,30250.6,55283.8,84.9,2243.8,6340.4,16617,35080.5,118511.3
Florida,2022-02-05,,estimate based on partial data,7077,20665.9,42963.1,56.9,1577.8,4309.2,11008.8,22061.5,80870.1
Florida,2022-02-06,,forecast,134,486.5,1104.3,1,27,77,215,483.2,2022.1
Florida,2022-02-07,,forecast,10296,33730.5,73715.9,80.9,2210.8,6019.2,16636.2,35505.5,142257.1
Florida,2022-02-08,,forecast,9655.5,33531.9,89779.4,73.9,2087.8,5826.2,15834.2,32040.2,134399.7
Florida,2022-02-09,,forecast,7337,28593.3,135969,71.9,1432.8,4173.8,12529.8,25589.5,108017.3
Florida,2022-02-10,,forecast,7295,32105,192697.4,63.9,1482.8,4164,11936.8,25390.8,110997.6
Florida,2022-02-11,,forecast,7744,34528.2,208367.2,51,1532,4502,12720.2,27187.2,120718
Florida,2022-02-12,,forecast,4593.5,24672,232665.8,34,972.8,2621.6,7496.4,15967.8,82645.7
Florida,2022-02-13,,forecast,93,768.9,12393.7,0,19,55,156,351,1874
Florida,2022-02-14,,forecast,6929.5,57278.1,703044.5,33,1228.5,3603.8,11495.6,27191,145828.3
Florida,2022-02-15,,forecast,6593.5,44318.2,244367.2,32.9,1142.8,3541.4,10873.6,26174.2,155282.2
Florida,2022-02-16,,forecast,4776.5,60020.9,977597.7,35,923,2654,8499,19293.8,130464.6
Florida,2022-02-17,,forecast,4832,160296.1,6276087.2,26.9,862,2708.8,8457.2,21042,157335.6
Florida,2022-02-18,,forecast,4888.5,249496.2,7794747.8,34.9,839.8,2651.2,8643.2,22740,144688.1
Florida,2022-02-19,,forecast,3066,369209,11888795.5,18,563,1683.4,5401,13015.5,100508.1
Georgia,2021-10-18,,estimate,1473.5,2214.3,2364.4,139.9,658.8,1120.6,1961,2963,6580.4
Georgia,2021-10-19,,estimate,1166,1724.7,1790.7,118,514.8,885.2,1525.8,2341.2,5207
Georgia,2021-10-20,,estimate,1165,1762.3,1883.1,103,517.8,881,1546.4,2371.2,5367.5
Georgia,2021-10-21,,estimate,1050,1579.3,1714.5,92,460,798.6,1382.4,2133,4769.1
Georgia,2021-10-22,,estimate,1236.5,1834,1912.9,110.9,536,940.6,1627.4,2510,5572.4
Georgia,2021-10-23,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-10-24,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-10-25,,estimate,1953.5,2877,3041.4,171.9,836,1453.8,2534.8,3875.2,8580.9
Georgia,2021-10-26,,estimate,1322,1934,2076.2,129.9,563,996,1719,2555,5808.2
Georgia,2021-10-27,,estimate,1231.5,1831.3,1968.3,107,547,926,1592.4,2391.2,5735.3
Georgia,2021-10-28,,estimate,1027,1505.6,1572,89.9,450,766.6,1333.6,2048.2,4537.4
Georgia,2021-10-29,,estimate,1124,1665.6,1759,93.9,494,842.6,1454.4,2237.2,5013.4
Georgia,2021-10-30,,estimate,0,0,0.2,0,0,0,0,0,0
Georgia,2021-10-31,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-01,,estimate,1764.5,2557.2,2756.1,149,724.8,1319,2285.2,3389.8,7606.2
Georgia,2021-11-02,,estimate,1175.5,1681.4,1754.9,95.9,498,891.6,1514,2236,5060.1
Georgia,2021-11-03,,estimate,1060.5,1597.4,1725.9,91,461,789,1394.4,2151,4881.5
Georgia,2021-11-04,,estimate,925,1325.8,1347.1,79.9,405.8,697.6,1173.2,1788.5,3867
Georgia,2021-11-05,,estimate,1019,1477.2,1533.5,89.9,438,753,1331,1996.2,4424.5
Georgia,2021-11-06,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-07,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-08,,estimate,1520,2221.1,2278.9,140.9,665,1153.6,2022,2952.8,6767.6
Georgia,2021-11-09,,estimate,1063,1503.3,1517.4,97.9,464,792.6,1380,2021.5,4441.8
Georgia,2021-11-10,,estimate,959.5,1425.8,1466.6,92.9,431.8,723.6,1266.4,1886.2,4328.2
Georgia,2021-11-11,,estimate,820,1186.7,1208.7,74.9,353,612,1081,1596.2,3521.5
Georgia,2021-11-12,,estimate,914.5,1344.4,1391.2,73,405.5,675,1214.8,1792,4056.1
Georgia,2021-11-13,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-14,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-15,,estimate,1375,2016.5,2056.3,121.9,572.8,1014.2,1829,2792.2,6039.2
Georgia,2021-11-16,,estimate,967,1370.3,1370,84.9,425,726,1254.4,1845,4171
Georgia,2021-11-17,,estimate,890,1300.8,1341.9,75,380,671,1190.4,1764,3872.7
Georgia,2021-11-18,,estimate,770,1094.6,1142.9,68,331.8,573.6,993,1474,3256
Georgia,2021-11-19,,estimate,870.5,1265.2,1308.8,72,381,660,1128,1719.2,3755.2
Georgia,2021-11-20,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-21,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-22,,estimate,1386.5,2048.9,2173.7,126.9,629,1060.2,1805.4,2684,6291
Georgia,2021-11-23,,estimate,933,1376.9,1431.3,81,411.8,702.2,1233,1846.2,4241.4
Georgia,2021-11-24,,estimate,929,1342.9,1378,84.9,410.8,705,1203.4,1781,3982.3
Georgia,2021-11-25,,estimate,767,1145.3,1184,69,349,572,1014.4,1552.5,3476.7
Georgia,2021-11-26,,estimate,890,1323.4,1400.3,82,398.8,683,1170,1779.5,3983.3
Georgia,2021-11-27,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-28,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-11-29,,estimate,1570,2277.2,2364.8,166.9,705.2,1188,2025,3112.8,6675.8
Georgia,2021-11-30,,estimate,1069,1592.6,1694.5,93,472,807,1377.4,2133,4774.9
Georgia,2021-12-01,,estimate,1030,1537.2,1608.5,89.9,450,766.6,1372.4,2068.5,4643.1
Georgia,2021-12-02,,estimate,897,1325.3,1412.6,74,407.8,674.2,1161,1751.2,4022.1
Georgia,2021-12-03,,estimate,1060.5,1594.2,1668.6,96,463,789,1407.2,2125,4907.2
Georgia,2021-12-04,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-12-05,,estimate,0,0,0.1,0,0,0,0,0,0
Georgia,2021-12-06,,estimate,2113.5,3047.1,3156.8,187.9,926.5,1564.6,2684.6,4043.2,9382.2
Georgia,2021-12-07,,estimate,1504,2269.8,2423.8,151,666.8,1108.2,1999,2981.2,7023.1
Georgia,2021-12-08,,estimate,1551,2282.5,2372.7,149,690,1175.8,2041.4,3054.5,6892.9
Georgia,2021-12-09,,estimate,1347.5,2004.7,2212.1,122,602,1029,1750,2645.2,5999.1
Georgia,2021-12-10,,estimate,1667,2477.1,2640.2,167.9,733.8,1264.6,2181.2,3309.8,7367.3
Georgia,2021-12-11,,estimate,0,0,0.2,0,0,0,0,0,0
Georgia,2021-12-12,,estimate,0,0,0.2,0,0,0,0,0,0
Georgia,2021-12-13,,estimate,3346,5081.7,5345.4,295.9,1471.8,2555,4427.4,6923,15560.3
Georgia,2021-12-14,,estimate,2505.5,3822.8,4234.2,211.9,1095.8,1871.2,3307.4,5085.5,11458.9
Georgia,2021-12-15,,estimate,2715,3945.4,4029.2,219,1194.2,2011.2,3543.8,5357,11950.4
Georgia,2021-12-16,,estimate,2400.5,3529.6,3586.5,207.9,1060.8,1801.6,3206,4759,10828.6
Georgia,2021-12-17,,estimate,3108,4663,5162.6,277.9,1354.8,2301,4109.6,6162.5,14618.7
Georgia,2021-12-18,,estimate,0,0,0.2,0,0,0,0,0,0
