state,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alabama,2021-10-16,,estimate,485.5,941.3,1252.6,12,144.8,318,717,1256,3335.1
Alabama,2021-10-17,,estimate,477,921.6,1223,11,142,320,695.4,1196,3416.9
Alabama,2021-10-18,,estimate,307,608.1,825.4,6,93,197,459,804.2,2195.2
Alabama,2021-10-19,,estimate,648.5,1323.4,1996.4,12,185,421.6,942.4,1689.2,4922.2
Alabama,2021-10-20,,estimate,848,1648.3,2266.8,21,255,565.6,1270.8,2150.5,5800.1
Alabama,2021-10-21,,estimate,704.5,1424.6,2089.1,19.9,203,456,1028,1838,5209.1
Alabama,2021-10-22,,estimate,659.5,1270.7,1774.5,13,195,429,956.4,1673,4477
Alabama,2021-10-23,,estimate,706,1386.7,1941.3,18,206,468,1035,1835.8,4957.2
Alabama,2021-10-24,,estimate,593,1188.2,1666.2,16,164.8,383.6,876.8,1542,4302.2
Alabama,2021-10-25,,estimate,327.5,637.7,885.2,8,98,210,484.4,827.5,2252
Alabama,2021-10-26,,estimate,657,1283.6,1812.8,16,197.8,436,966.4,1654.5,4727.2
Alabama,2021-10-27,,estimate,762,1478.4,2037.4,20,241,526.6,1097.4,1915.2,5256.1
Alabama,2021-10-28,,estimate,608,1170.9,1589.5,15.9,178,400,878.4,1527.2,4326.5
Alabama,2021-10-29,,estimate,545,1083.2,1528.9,11,158.8,358,793.4,1387.5,3943.8
Alabama,2021-10-30,,estimate,608,1163.5,1643.1,12,165.8,382,887.4,1486.2,4121.4
Alabama,2021-10-31,,estimate,479,927,1283.2,11,138,313.6,687.4,1172,3380.6
Alabama,2021-11-01,,estimate,254.5,501.7,741.6,6,75,168,366,655.2,1785
Alabama,2021-11-02,,estimate,521,1001.9,1380.7,12,147.8,336.6,739,1293,3714.6
Alabama,2021-11-03,,estimate,575,1142.5,1590.1,16.9,184,393.6,827,1444.5,4256.2
Alabama,2021-11-04,,estimate,465,894.1,1229.9,11,137,303,679.4,1148.2,3205.1
Alabama,2021-11-05,,estimate,399,762.1,1018.5,9,116,264,570,994,2726.3
Alabama,2021-11-06,,estimate,460.5,889.8,1211.1,10,133,305.6,665,1160.5,3190.1
Alabama,2021-11-07,,estimate,385,737,1018,8.9,113.8,256,557,969,2595.2
Alabama,2021-11-08,,estimate,194,377.7,523.2,4,57,125,280,501,1357
Alabama,2021-11-09,,estimate,351,700.7,966.8,9,106.8,235.6,520,886,2579.2
Alabama,2021-11-10,,estimate,438,829.4,1120.3,9,124,292.6,620.2,1100,3060.2
Alabama,2021-11-11,,estimate,364,695.2,970.3,7,103.8,241,524.4,895.2,2588.1
Alabama,2021-11-12,,estimate,319,595.3,785.3,7,92,199,466.4,785.2,2125.2
Alabama,2021-11-13,,estimate,338,643.3,881.3,8,101,217,481.4,833.5,2331.1
Alabama,2021-11-14,,estimate,272,539.1,819.5,6,79,179,400,680,1969.1
Alabama,2021-11-15,,estimate,155.5,290.4,398.1,4,47,100,224,377,1003.1
Alabama,2021-11-16,,estimate,281,564.3,789.6,7,85,186,419.4,740.2,1988
Alabama,2021-11-17,,estimate,341.5,656.3,877.2,8,106,226,493.4,867,2393
Alabama,2021-11-18,,estimate,287,553,756.7,7,87,193,414,698,2056.1
Alabama,2021-11-19,,estimate,252,492.9,676.1,5,74,165,366.4,644.2,1810.2
Alabama,2021-11-20,,estimate,288,540.4,729.8,7,88.8,191.6,419,713.5,1898.2
Alabama,2021-11-21,,estimate,228,454.2,640.1,6,68.8,145,333,566,1681
Alabama,2021-11-22,,estimate,125,243.9,340,2,35,83,183,311,885
Alabama,2021-11-23,,estimate,250,473.6,653.3,5,73,159,365.4,614,1732.1
Alabama,2021-11-24,,estimate,297,588.2,825.6,6,87,193,429,769.2,2103.9
Alabama,2021-11-25,,estimate,256,496,689.6,6,80,169,364,646,1760.2
Alabama,2021-11-26,,estimate,227.5,442.8,608.5,4,67,143,335,589,1588.6
Alabama,2021-11-27,,estimate,267,507.4,665.6,6,78,177,381.4,682.2,1804.1
Alabama,2021-11-28,,estimate,216,429.1,600.6,4,61,135,314.4,557,1574.1
Alabama,2021-11-29,,estimate,124,241.9,337.8,2,38,84,184,313,851.1
Alabama,2021-11-30,,estimate,257,495,666.8,6,72.8,165,373,651,1822.6
Alabama,2021-12-01,,estimate,318,625.2,878.2,7,97,209.6,457.4,806.2,2348.2
Alabama,2021-12-02,,estimate,264,517.4,711.4,6,77,175,389,676.2,1903.2
Alabama,2021-12-03,,estimate,250.5,488.6,677.3,6,76,170,358.4,619.2,1802
Alabama,2021-12-04,,estimate,295.5,585.5,914.4,6.9,87,189.6,444.4,754,2026.2
Alabama,2021-12-05,,estimate,260,508.2,701.7,6,77,172.6,376,648.2,1827
Alabama,2021-12-06,,estimate,149.5,290,407.3,4,42,99,216,379,1054
Alabama,2021-12-07,,estimate,311.5,611.5,848.5,7,90,205,463,794,2248.4
Alabama,2021-12-08,,estimate,422,826.1,1164.9,12,125,278,605.4,1021.2,2966.3
Alabama,2021-12-09,,estimate,383.5,751.5,1034.7,8,110,253,570,973,2727
Alabama,2021-12-10,,estimate,364.5,691.2,946.5,8.9,105,237,506.4,864,2513.1
Alabama,2021-12-11,,estimate,435.5,852.7,1201.6,10.9,132.8,281.6,625,1081,3137
Alabama,2021-12-12,,estimate,369,758.6,1041.7,9,116,244.6,555.4,1026,2644.2
Alabama,2021-12-13,,estimate,243.5,453,607.6,5,72,159.6,343,590.2,1634.2
Alabama,2021-12-14,,estimate,528.5,990.2,1339,11,164,353.6,760,1319,3390
Alabama,2021-12-15,,estimate,734,1379.9,1933.9,17,212,471.6,1049.4,1741.8,5060
Alabama,2021-12-16,,estimate,626,1208.2,1693.2,16,183,410,901.4,1571.5,4266
Alabama,2021-12-17,,estimate,606.5,1207.8,1670.1,14,183,412,878.4,1552,4396.2
Alabama,2021-12-18,,estimate,748.5,1513.7,2126.1,17,235.8,513,1110.4,1956,5500.5
Alabama,2021-12-19,,estimate,729,1469.7,2226.2,18,219,483.6,1053.4,1813,5254.1
Alabama,2021-12-20,,estimate,443,885.9,1254.8,10,128,295,630.4,1144.2,3289
Alabama,2021-12-21,,estimate,971,1922.9,2619.5,23,293,652.2,1431.4,2503,7011.2
Alabama,2021-12-22,,estimate,1367,2760.5,4165.9,37,428,935.2,1960.4,3406.8,9843.4
Alabama,2021-12-23,,estimate,1263,2426.3,3281.4,29,381.5,848.6,1864.4,3203,8943.3
Alabama,2021-12-24,,estimate,1322,2572.4,3468.8,28,407,884.2,1915.2,3330.8,9452.5
Alabama,2021-12-25,,estimate,1594,3169.6,4404.3,38,456.8,1058.6,2326,4113.5,11431.2
Alabama,2021-12-26,,estimate,1508.5,2985.5,4125.8,31,432,958.6,2275,3944.8,10626.2
Alabama,2021-12-27,,estimate,939.5,1903.3,2758.2,22,280,610.6,1396.4,2400,7055.3
Alabama,2021-12-28,,estimate,2137.5,4152.8,5907.8,42.9,666.8,1443.6,3095.2,5362.2,15182.1
Alabama,2021-12-29,,estimate,3104,5693,8126.8,66,897,2006.8,4334,7438.5,19795.9
Alabama,2021-12-30,,estimate,2812.5,5619.2,8329.2,64.9,814.8,1812.6,4098,7178.8,20047
Alabama,2021-12-31,,estimate,2812.5,5366.8,7109.8,72,887,1898.8,4060.4,7266,19046.1
Alabama,2022-01-01,,estimate,3309,6469.4,9158.9,97,988.5,2168,4813.4,8185.2,23521.6
Alabama,2022-01-02,,estimate,3117.5,6056.7,8388.7,63,861.8,2039.2,4569.8,7679,22321
Alabama,2022-01-03,,estimate,2002.5,3865.9,5301.3,49,596,1270.6,2880,4972.2,14118
Alabama,2022-01-04,,estimate,4066,8071,11465.5,90,1200,2688.2,6004,10381.2,28730.3
Alabama,2022-01-05,,estimate,5641,11043.6,14741.7,141.8,1739.8,3714,8368.2,14579.5,39529.7
Alabama,2022-01-06,,estimate,4806,9852.5,14355.6,127.9,1468,3133.8,6957.8,12599.5,35436.7
Alabama,2022-01-07,,estimate,5024.5,9827.6,13783,121.8,1504.5,3317,7208.8,12576.5,34929
Alabama,2022-01-08,,estimate,5843.5,11523.2,16053.9,140.8,1787.8,3864.2,8385.6,14975.2,41412.3
Alabama,2022-01-09,,estimate,5253.5,10139.8,13471.3,124.9,1615,3579.2,7528.8,13114.5,36655.6
Alabama,2022-01-10,,estimate,3200,6041.8,7981.1,74.9,941.8,2073.6,4655.8,7877.5,22218.1
Alabama,2022-01-11,,estimate,6530.5,12506.1,17288.6,127,1897,4220,9478.2,16407.5,44145
Alabama,2022-01-12,,estimate,8594.5,16322.8,23738.1,195,2487.2,5792.4,12243.8,21221.8,57835.4
Alabama,2022-01-13,,estimate,7235.5,14709.1,20730.7,180.9,2110.5,4767,10962.6,19235,52766.4
Alabama,2022-01-14,,estimate,6848,13342.3,18023.5,154,2016,4552.6,10073,17440.2,47622.4
Alabama,2022-01-15,,estimate,7148.5,14770.1,21299.9,162.9,2111.5,4766.2,10544.4,18505,53153.2
Alabama,2022-01-16,,estimate,6691,12845,18218,151.9,2003,4533.4,9846.2,16536.5,43117.9
Alabama,2022-01-17,,estimate,3407.5,7009.1,9975.9,90,949.8,2207.2,5029,8873.5,24981.5
Alabama,2022-01-18,,estimate,7676,14727.3,20898.4,183.8,2313,5043.2,11067.8,18977,53001.3
Alabama,2022-01-19,,estimate,9622.5,18640.9,25639.2,226.9,2973.2,6400.2,14091.8,24233.8,66356.7
Alabama,2022-01-20,,estimate,7682.5,15169.3,20978.8,216,2382.8,4963.8,11534.2,19643.8,54299.1
Alabama,2022-01-21,,estimate,7027,13673.7,19161.3,136.9,2101.2,4704,9927,17382,49338.4
Alabama,2022-01-22,,estimate,8136.5,15029.3,20472.4,174.9,2249.2,5238.6,11461.6,19721.8,53721.8
Alabama,2022-01-23,,estimate,6350.5,12157.1,17242.7,155,1820,4123.8,9117.8,15556,44552.2
Alabama,2022-01-24,,estimate,3674.5,6924.4,9222.1,87,1007.8,2387.6,5189.8,9057.8,24875.2
Alabama,2022-01-25,,estimate,6589.5,13055.2,17648.1,165.9,2010.2,4356.4,9473.8,16909,48216.2
Alabama,2022-01-26,,estimate,8137.5,16421.9,23362.4,149.9,2459.8,5342,12150.4,20921.8,58421.4
Alabama,2022-01-27,,estimate,6652,13012.1,17903.1,182.9,1995.2,4397,9778,16600,47860.3
Alabama,2022-01-28,,estimate,5928,11623.2,16102.7,141,1697.5,3918,8574,15019,41806.1
Alabama,2022-01-29,,estimate based on partial data,6449.5,12658.9,17696.1,154.9,1844.8,4291,9156.4,15952.5,46632.4
Alabama,2022-01-30,,estimate based on partial data,5269,10430.7,14812.5,114.9,1504,3438.4,7492.4,13234.2,38725.8
Alabama,2022-01-31,,estimate based on partial data,2763,5542.7,8420.3,57,784,1803.6,4038,6736.8,20086.7
Alabama,2022-02-01,,estimate based on partial data,5235,11070.8,17214.5,115,1426.2,3369,7647.2,13633.5,39727.9
Alabama,2022-02-02,,estimate based on partial data,6112.5,12991.5,19118.7,156.9,1794.8,3927,9121.8,16296.8,48298.5
Alabama,2022-02-03,,estimate based on partial data,5045.5,11178.6,19471.1,104.9,1419.8,3360.6,7266.2,13651.5,42468.6
Alabama,2022-02-04,,estimate based on partial data,4445,9734,16733.7,108.9,1311.2,2934.2,6579.2,11421.8,36073.4
Alabama,2022-02-05,,estimate based on partial data,4558,10484,17759,98.9,1389,2967,6930,12450.2,40110.4
Alabama,2022-02-06,,forecast,3642.5,8871.8,17229.5,86,1040.5,2293.6,5373.6,10172,35107.2
Alabama,2022-02-07,,forecast,1909.5,4692,8923.5,40.9,523,1203.2,2861,5351.2,18122.8
Alabama,2022-02-08,,forecast,3333,9718.8,20173,68,929.8,2163.4,5194.6,9856,38584.1
Alabama,2022-02-09,,forecast,4431.5,12406.5,28112.1,104.9,1276.5,2732.6,6565,12399.2,46640.8
Alabama,2022-02-10,,forecast,3340.5,10201.4,27709.3,66.9,919,2189,5059.4,9881.8,38417.1
Alabama,2022-02-11,,forecast,2757,9330.5,29271.9,54,744.8,1760,4185.4,8354.2,35174.6
Alabama,2022-02-12,,forecast,2928.5,9651.1,25404.1,51.9,742.5,1793.4,4567.8,8497.2,38899.9
Alabama,2022-02-13,,forecast,2497.5,9427.8,33082.9,43,590,1487.2,3873.4,8079.8,37140.2
Alabama,2022-02-14,,forecast,1249,4845.9,13739.4,20,309,780.6,1955.6,4035,20043.2
Alabama,2022-02-15,,forecast,2399.5,11717.1,58045.5,44,545.8,1427.8,3906.2,8280,42695.4
Alabama,2022-02-16,,forecast,2761,14610.4,77259.8,48,675.8,1671.2,4588.8,9989.8,59690.6
Alabama,2022-02-17,,forecast,2190.5,13633.1,86131.3,29.9,467,1338,3652.6,8047.2,48135.2
Alabama,2022-02-18,,forecast,1846.5,10455.8,39482.7,29,412.5,1091.6,3019.8,7058.8,41427.8
Alabama,2022-02-19,,forecast,2015,17049,217547.9,32,449.8,1174.8,3347,7617.8,54593.2
Alaska,2021-10-19,,estimate,191,465.9,727.4,1,42,111,294,593,1796
Alaska,2021-10-20,,estimate,828,2221.4,3772.8,5,170,466.6,1362.4,2732.2,8598.5
Alaska,2021-10-21,,estimate,233,630.3,1098.5,1,48,133.6,378,740,2537.1
Alaska,2021-10-22,,estimate,994,2742.4,4870.5,6,205.8,583.6,1633.6,3177.2,11324.7
Alaska,2021-10-23,,estimate,0,0.2,0.6,0,0,0,0,0,1
Alaska,2021-10-24,,estimate,0,0.2,0.6,0,0,0,0,0,1
Alaska,2021-10-25,,estimate,1130,3102.4,5479.7,7,229,676.6,1819,3638,12367.1
Alaska,2021-10-26,,estimate,249.5,622.9,1064.9,1,48,141,385,767.2,2416
Alaska,2021-10-27,,estimate,881,2504.1,4495.6,7,184.8,507.6,1431.6,2890.2,10457.2
Alaska,2021-10-28,,estimate,231,627.1,1164.7,1.9,50,139,363,729.2,2582.4
Alaska,2021-10-29,,estimate,835,2313,4274.3,5,162.8,482.2,1376.8,2747.2,9444.8
Alaska,2021-10-30,,estimate,0,0.1,0.6,0,0,0,0,0,1
Alaska,2021-10-31,,estimate,0,0.1,0.5,0,0,0,0,0,1
Alaska,2021-11-01,,estimate,880.5,2263.4,3842.7,7,182,510,1383,2679,9265.8
Alaska,2021-11-02,,estimate,187.5,488.5,815.5,1,40,110,299.4,597.2,1976.6
Alaska,2021-11-03,,estimate,672,1765.6,2962.4,5,147,390.6,1095,2149,6929.6
Alaska,2021-11-04,,estimate,166,448.7,788.4,1,33,95,262,522,1838.3
Alaska,2021-11-05,,estimate,605.5,1660.2,2783.8,4,136,364.6,988.2,1973.8,7047.8
Alaska,2021-11-06,,estimate,0,0.1,0.4,0,0,0,0,0,1
Alaska,2021-11-07,,estimate,0,0.1,0.4,0,0,0,0,0,1
Alaska,2021-11-08,,estimate,676,1754.5,3007.7,3,132,372.6,1085,2089.2,7069
Alaska,2021-11-09,,estimate,129,353.3,597.5,1,28,77,210,416.5,1415
Alaska,2021-11-10,,estimate,513,1281.2,2144.5,3,114.8,306.6,800,1525,5068
Alaska,2021-11-11,,estimate,125,301.6,464.5,1,26,78,197,368.2,1228.4
Alaska,2021-11-12,,estimate,500.5,1293.5,2149.8,3,104,289.6,800.8,1541.2,5250.2
Alaska,2021-11-13,,estimate,0,0.1,0.4,0,0,0,0,0,1
Alaska,2021-11-14,,estimate,0,0.1,0.3,0,0,0,0,0,1
Alaska,2021-11-15,,estimate,401.5,1116.4,1872.1,3,82,246,668,1315,4623.4
Alaska,2021-11-16,,estimate,96,247,421.3,0,19,57,148,294,971.2
Alaska,2021-11-17,,estimate,358,914.3,1452.8,2,74,212,573,1134.2,3681.9
Alaska,2021-11-18,,estimate,87.5,228.3,367.5,1,19,54,145.4,280,924.2
Alaska,2021-11-19,,estimate,359,867.2,1360,2,70.8,208.6,562,1104.2,3366.5
Alaska,2021-11-20,,estimate,0,0,0.3,0,0,0,0,0,0
Alaska,2021-11-21,,estimate,0,0.1,0.3,0,0,0,0,0,0
Alaska,2021-11-22,,estimate,342,857.1,1399.3,3,71,203.6,532.4,1079,3302
Alaska,2021-11-23,,estimate,68,179.7,304.3,0,13,39,108,214.2,734
Alaska,2021-11-24,,estimate,252,645.4,1041.6,2,49,147,403,795.2,2626.2
Alaska,2021-11-25,,estimate,63,167.4,286.8,0,13,37,99,198.2,701.1
Alaska,2021-11-26,,estimate,237,642.1,1047.1,1,51,142,390.4,795.2,2748.8
Alaska,2021-11-27,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-11-28,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-11-29,,estimate,265,645.3,1005.9,2,60.8,161,416,815.5,2564
Alaska,2021-11-30,,estimate,53,134.1,232.7,0,10,30,84,162,518
Alaska,2021-12-01,,estimate,201,499.7,813.5,1,43,117,316,602,1977.2
Alaska,2021-12-02,,estimate,52,129.6,217.7,0,10,30,84,156,522
Alaska,2021-12-03,,estimate,186,475.5,797.8,1,41,111,296,560,1961
Alaska,2021-12-04,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-05,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-06,,estimate,190,491.8,884.6,1,40.8,110,312,595.2,1883
Alaska,2021-12-07,,estimate,39,107.5,188.3,0,8,22,63,128,432
Alaska,2021-12-08,,estimate,146,395,712.5,1,32,86.6,238,462,1580.4
Alaska,2021-12-09,,estimate,38,105,202,0,7,22,60,118,419
Alaska,2021-12-10,,estimate,149,397.2,688.2,1,30,84,237,479.2,1608.5
Alaska,2021-12-11,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-12,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-13,,estimate,168,447.3,788.7,1,33,98,263,530,1873.3
Alaska,2021-12-14,,estimate,36,105.6,196.6,0,8,22,60,117.2,432
Alaska,2021-12-15,,estimate,142,375.9,662.3,1,27,79,228,438.2,1503.1
Alaska,2021-12-16,,estimate,36,105.9,199.3,0,8,21,61,126,453
Alaska,2021-12-17,,estimate,148.5,422.1,917.2,1,31,86,244,480,1703.1
Alaska,2021-12-18,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-19,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-20,,estimate,191,492.4,834.2,1,39,110.6,296,587,1963.2
Alaska,2021-12-21,,estimate,41,120.9,225.7,0,8,24,65.4,139,506
Alaska,2021-12-22,,estimate,179,461.5,770.4,1,33.8,107,287.8,562,1860.1
Alaska,2021-12-23,,estimate,48,125.2,215.9,0,9,28,77,148,499
Alaska,2021-12-24,,estimate,191,518.3,932.1,1,37,112,307.4,617,2099.1
Alaska,2021-12-25,,estimate,0,0,0.2,0,0,0,0,0,0
Alaska,2021-12-26,,estimate,0,0,0.3,0,0,0,0,0,0
Alaska,2021-12-27,,estimate,272,686.8,1125,2,55,161.6,431.4,858,2751
Alaska,2021-12-28,,estimate,62,173.9,326.8,0,12,36,95,195.2,724.1
Alaska,2021-12-29,,estimate,267,693.9,1104,2,57,160.6,429,858,2785.2
Alaska,2021-12-30,,estimate,76.5,214.8,421,0,16,47,125.4,242.2,871.2
Alaska,2021-12-31,,estimate,322,872.4,1460.4,1,62.8,191,524.4,1051.2,3532.2
Alaska,2022-01-01,,estimate,0,0,0.3,0,0,0,0,0,0
Alaska,2022-01-02,,estimate,0,0.1,0.3,0,0,0,0,0,1
Alaska,2022-01-03,,estimate,489,1240.5,1972.8,3,103,289.6,767.4,1504.2,5172
Alaska,2022-01-04,,estimate,109,319.6,587.5,1,24,64,175,353,1309.2
Alaska,2022-01-05,,estimate,484.5,1270.1,2087.9,3,99,282,759.4,1542.5,5189.3
Alaska,2022-01-06,,estimate,139,378.3,649.8,1,31,83,221,448,1606.4
Alaska,2022-01-07,,estimate,600.5,1560.1,2502.7,4,120.8,352,974.8,1918.2,6393.6
Alaska,2022-01-08,,estimate,0,0.1,0.4,0,0,0,0,0,1
Alaska,2022-01-09,,estimate,0,0.1,0.4,0,0,0,0,0,1
Alaska,2022-01-10,,estimate,911,2228.4,3552.3,5,178.8,514.6,1425.4,2804,8688.7
Alaska,2022-01-11,,estimate,208,573.9,1131.8,1,41,118,337,666.8,2345.2
Alaska,2022-01-12,,estimate,822,2060.6,3354.5,6,163,482.6,1295.4,2560.2,8148.9
Alaska,2022-01-13,,estimate,229.5,617.4,1049.3,1,49,136.6,367,709,2597.2
Alaska,2022-01-14,,estimate,1021.5,2528.4,4189,6,202,594.6,1576.2,3017.8,10568.4
Alaska,2022-01-15,,estimate,0,0.1,0.5,0,0,0,0,0,1
Alaska,2022-01-16,,estimate,0,0.2,0.7,0,0,0,0,0,1
Alaska,2022-01-17,,estimate,1274,3299.4,5574.2,6.9,238,701.2,2049,3993,13586.9
Alaska,2022-01-18,,estimate,287,789.5,1282.1,2,60.8,171,470,935.2,3300.9
Alaska,2022-01-19,,estimate,1217,3026.4,4900.8,6,238.8,703.2,1937.2,3751,11984
Alaska,2022-01-20,,estimate,318,835.2,1427.6,2,66,193.6,513,1035.2,3269.2
Alaska,2022-01-21,,estimate,1346,3310.3,5425.7,10,273,778.6,2114.4,3969.5,12750.4
Alaska,2022-01-22,,estimate,0,0.2,0.8,0,0,0,0,0,1
Alaska,2022-01-23,,estimate,0,0.3,1.3,0,0,0,0,0,1
Alaska,2022-01-24,,estimate,1490,4165.5,7002.6,9,303.5,891.6,2484,5103.2,17166.7
Alaska,2022-01-25,,estimate,352,987,1912.6,2,72,208.6,568.4,1122.8,3856.6
Alaska,2022-01-26,,estimate,1428,3663.2,6670.1,12,296,853.2,2222,4278.8,14348.1
Alaska,2022-01-27,,estimate,370,979.1,1855.1,3,72.8,215.6,591.4,1153.2,3906
Alaska,2022-01-28,,estimate,1444,3963.1,7252.1,8,292.8,864,2298,4608.5,16066.9
Alaska,2022-01-29,,estimate based on partial data,0,0.2,1,0,0,0,0,0,1
Alaska,2022-01-30,,estimate based on partial data,0,0.2,0.8,0,0,0,0,0,1
Alaska,2022-01-31,,estimate based on partial data,1786.5,4744.1,8111.1,10,367.8,1034.6,2858.8,5431.2,19799.5
Alaska,2022-02-01,,estimate based on partial data,369.5,1098.3,2197.1,2,74,216.6,585.4,1184.2,4689.4
Alaska,2022-02-02,,estimate based on partial data,1512.5,4073.6,6892,10.9,295.8,906,2369.2,4795.5,16979.6
Alaska,2022-02-03,,estimate based on partial data,347.5,1152.9,2484.5,2,71,199,578.4,1202.2,4515.7
Alaska,2022-02-04,,estimate based on partial data,1375.5,4526.1,9287.8,10,304.5,825.6,2263.8,4769.5,19055.2
Alaska,2022-02-05,,estimate based on partial data,0,0.3,1,0,0,0,0,0,2
Alaska,2022-02-06,,forecast,0,0.3,1.3,0,0,0,0,0,2
Alaska,2022-02-07,,forecast,1530,5495.7,12915.1,10,293.8,889.2,2558.4,5410.8,23466.4
Alaska,2022-02-08,,forecast,338,1484.2,3924.3,2,70,198.6,579.4,1262.2,6420.7
Alaska,2022-02-09,,forecast,1275,5763.4,16925.1,7,254,743.6,2131.4,4641.5,24838.9
Alaska,2022-02-10,,forecast,326,1734.4,5050.6,1,59,173,589.4,1311.5,7427.4
Alaska,2022-02-11,,forecast,1392,7443.2,32720.8,7.9,239.8,754.6,2397.6,5423.2,28555.7
Alaska,2022-02-12,,forecast,0,0.8,11.1,0,0,0,0,0,2
Alaska,2022-02-13,,forecast,0,0.6,4,0,0,0,0,0,2
Alaska,2022-02-14,,forecast,1417.5,12578.6,99560.6,8,228.8,739.6,2427.4,6122.8,42993.8
Alaska,2022-02-15,,forecast,295,3389.9,62213.2,1,47.8,154.6,548.8,1424.8,9620.1
Alaska,2022-02-16,,forecast,1216,18632.3,282037.4,7,199.8,642.6,2236,5310,38830.7
Alaska,2022-02-17,,forecast,297.5,4304.6,39159.4,1,46,153,550.8,1419,12714.4
Alaska,2022-02-18,,forecast,1275,57019.8,2033662.6,5,188,664.8,2315,6295.5,45184
Alaska,2022-02-19,,forecast,0,2.3,45.7,0,0,0,0,0,3
Arizona,2021-10-16,,estimate,1846.5,2170.7,1482.3,475,1115.5,1556.2,2180.8,2836.2,4999.1
Arizona,2021-10-17,,estimate,1334.5,1609.6,1114.3,349,826,1118,1590,2091,3823.5
Arizona,2021-10-18,,estimate,1466.5,1766.7,1231.2,373,885.5,1228,1757,2344.2,4172.6
Arizona,2021-10-19,,estimate,1698,2025.9,1401,420.9,1033,1406,2022,2691,4788.1
Arizona,2021-10-20,,estimate,2070,2451.6,1681,516.9,1222.8,1717.2,2453.8,3268,5726
Arizona,2021-10-21,,estimate,2081,2441.3,1650.3,531.9,1246,1742,2474,3227,5566.3
Arizona,2021-10-22,,estimate,2488,2928.7,2013,609.9,1485.5,2085,2927,3885,6767.4
Arizona,2021-10-23,,estimate,2611.5,3070.7,2060.5,693.9,1584.8,2182.8,3073.8,4033.5,7206.1
Arizona,2021-10-24,,estimate,1735,2066.1,1397.6,467,1097.5,1460.6,2066.4,2683.8,4745
Arizona,2021-10-25,,estimate,1824,2137.4,1413.8,469,1103.8,1522,2170,2826,4930.1
Arizona,2021-10-26,,estimate,2011.5,2384.7,1657.7,503.9,1195.8,1668,2392,3145.5,5606
Arizona,2021-10-27,,estimate,2342,2748.4,1853.6,592.9,1421,1940.8,2773,3623.2,6218.1
Arizona,2021-10-28,,estimate,2378,2771.5,1888.7,568.8,1441.8,1949,2809.4,3654.5,6397
Arizona,2021-10-29,,estimate,2866,3372.4,2278.1,730.9,1740,2412,3394.4,4469,7619
Arizona,2021-10-30,,estimate,2881.5,3455.7,2415.6,756.9,1750,2408.6,3416.4,4539.8,8074.1
Arizona,2021-10-31,,estimate,1993,2366.4,1604.2,527,1204.8,1662.2,2386,3130.8,5439.3
Arizona,2021-11-01,,estimate,2073,2453.8,1698.1,510.9,1244.5,1741.6,2445.4,3226,5663.1
Arizona,2021-11-02,,estimate,2269,2710,1856.6,561,1359,1882,2710.8,3642.2,6249.1
Arizona,2021-11-03,,estimate,2814.5,3264.4,2210.8,694.8,1681.8,2316.6,3302.2,4235.5,7503.2
Arizona,2021-11-04,,estimate,2791,3263.2,2217.7,715.9,1689.8,2303,3310,4273.2,7536.3
Arizona,2021-11-05,,estimate,3376.5,3938.9,2584.5,872.9,2061.8,2849,4026.6,5255,8678.1
Arizona,2021-11-06,,estimate,3508.5,4093.8,2718.4,898.6,2106,2917,4181.8,5435,9231.5
Arizona,2021-11-07,,estimate,2376.5,2803.6,1855.5,622,1452.5,1995,2843,3714.5,6407.3
Arizona,2021-11-08,,estimate,2419.5,2827.5,1920.5,617.8,1432,2004.2,2851.4,3727,6581.1
Arizona,2021-11-09,,estimate,2657.5,3137.1,2169,651.9,1594,2210.2,3127.4,4144.2,7392.1
Arizona,2021-11-10,,estimate,3109,3647.9,2460.5,871.8,1925.8,2628.6,3655.8,4700.5,8225.3
Arizona,2021-11-11,,estimate,3157,3681.4,2451.3,814,1884,2623.8,3746,4816.2,8243
Arizona,2021-11-12,,estimate,3738,4423.7,3041,937.8,2270,3149.8,4464.4,5744.5,10164
Arizona,2021-11-13,,estimate,3868.5,4492.5,2965.2,1012.9,2350.5,3251,4560.8,5955.2,10053.1
Arizona,2021-11-14,,estimate,2619,3041.5,2050.6,622,1553,2159.8,3097,4034.5,6935.6
Arizona,2021-11-15,,estimate,2672.5,3153.7,2162.3,659.9,1592.8,2200,3179,4220,7386.1
Arizona,2021-11-16,,estimate,2916.5,3417,2256.4,759.9,1759,2434.6,3458.4,4512.5,7795.5
Arizona,2021-11-17,,estimate,3397,3974.7,2683.7,879,2036.8,2816.6,3995.4,5181,9114.4
Arizona,2021-11-18,,estimate,3424,3952.5,2699.3,838.9,1988.8,2801.8,4000.8,5215,9049.3
