state,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alabama,2021-08-22,,estimate,4874.4,4984.8,894,3718.6,4338.3,4657.6,5096,5525.7,6574.4
Alabama,2021-08-23,,estimate,4833.1,4937.9,866.4,3709.8,4312.2,4622.2,5057,5467.6,6499.4
Alabama,2021-08-24,,estimate,4756,4852.6,825.6,3690.7,4252.6,4552.2,4976.8,5351.5,6347
Alabama,2021-08-25,,estimate,4653.8,4752.6,784.1,3647.1,4187.9,4474.2,4878.4,5230.8,6174
Alabama,2021-08-26,,estimate,4561.8,4646.7,745.8,3597.1,4101.9,4381,4768,5085.4,6002.4
Alabama,2021-08-27,,estimate,4464,4538.3,711.8,3523.7,4020.9,4284.2,4644.5,4963.8,5834
Alabama,2021-08-28,,estimate,4356.2,4429,682.2,3460.9,3934.7,4188.9,4533.6,4825.3,5679.8
Alabama,2021-08-29,,estimate,4253.3,4319.5,656.4,3394.7,3842.7,4091.9,4416.2,4697.9,5512.9
Alabama,2021-08-30,,estimate,4143.4,4210.1,633.9,3320.9,3747.3,3989.9,4303.1,4581.2,5358.4
Alabama,2021-08-31,,estimate,4033.3,4100.8,614,3242.2,3654.7,3886.8,4187.1,4464.7,5201.3
Alabama,2021-09-01,,estimate,3921.9,3991.8,595.9,3163.1,3556.8,3781,4075.8,4333.4,5054.7
Alabama,2021-09-02,,estimate,3810.8,3882.9,578.9,3078.1,3462.4,3679,3956.4,4210.9,4931.6
Alabama,2021-09-03,,estimate,3696.9,3774.3,562.6,2996.9,3371.5,3573.6,3838.6,4094.5,4808
Alabama,2021-09-04,,estimate,3586.5,3665.9,546.3,2918.1,3275.6,3471.6,3728.6,3973.7,4670.7
Alabama,2021-09-05,,estimate,3482.3,3557.8,529.7,2834.4,3181.9,3369.2,3612.9,3858.1,4537.2
Alabama,2021-09-06,,estimate,3377,3450.1,512.6,2753.3,3082.6,3263.7,3502.2,3744.8,4396
Alabama,2021-09-07,,estimate,3274.1,3342.9,494.8,2669.2,2988.1,3158.2,3392.2,3627.4,4262.3
Alabama,2021-09-08,,estimate,3172.6,3236.4,476.2,2586.6,2896,3060.5,3287.1,3505.2,4112.7
Alabama,2021-09-09,,estimate,3072.3,3130.9,457.1,2501.6,2804.4,2962.3,3179.3,3386.1,3963.8
Alabama,2021-09-10,,estimate,2970.5,3026.4,437.5,2423.7,2716.4,2868.2,3075.6,3269.5,3821.7
Alabama,2021-09-11,,estimate,2871.1,2923.2,417.7,2348.1,2628.6,2771,2975.1,3157.1,3672.5
Alabama,2021-09-12,,estimate,2772.8,2821.7,398,2266.8,2545.6,2675.9,2874.2,3043,3535.2
Alabama,2021-09-13,,estimate,2680.2,2722,378.8,2187.7,2460.6,2583.4,2773.3,2936.9,3396.1
Alabama,2021-09-14,,estimate,2583.9,2624.4,360.4,2111.5,2376.5,2495.4,2677.9,2831.1,3278.1
Alabama,2021-09-15,,estimate,2493.1,2529.1,343.1,2034.2,2292.6,2408.9,2584.1,2723.7,3150.5
Alabama,2021-09-16,,estimate,2405.1,2436.3,327.1,1960.2,2212,2323.8,2489.3,2626.8,3027.6
Alabama,2021-09-17,,estimate,2319,2346.2,312.6,1885.9,2133.7,2243.4,2396.6,2527.8,2911.9
Alabama,2021-09-18,,estimate,2234.4,2259.1,299.5,1814.6,2056.7,2162.4,2308.8,2432.8,2796.3
Alabama,2021-09-19,,estimate,2153,2174.9,287.8,1740.2,1982.7,2086,2224.2,2348.5,2687.4
Alabama,2021-09-20,,estimate,2073.2,2093.9,277.5,1668.2,1908.4,2008.3,2145.1,2264.8,2584.6
Alabama,2021-09-21,,estimate,1998.6,2016.2,268.5,1599.9,1838.1,1939.4,2064.8,2177.6,2485.5
Alabama,2021-09-22,,estimate,1927,1941.8,260.4,1530.3,1768.9,1869.9,1992.6,2100,2389.1
Alabama,2021-09-23,,estimate,1856.9,1870.7,253.3,1466.5,1700.8,1802,1917.9,2026.7,2306.5
Alabama,2021-09-24,,estimate,1791.9,1803,246.9,1407.1,1641.5,1737.6,1852.9,1953.5,2221.5
Alabama,2021-09-25,,estimate,1731.2,1738.6,241.1,1349.8,1582.2,1676.4,1790.1,1886.7,2144.1
Alabama,2021-09-26,,estimate,1671.7,1677.6,235.6,1295.6,1526.9,1617.1,1728.3,1823.7,2075.5
Alabama,2021-09-27,,estimate,1617.1,1619.9,230.2,1246.7,1471.6,1561.9,1668,1763.6,2004.1
Alabama,2021-09-28,,estimate,1564,1565.3,224.9,1201.2,1419.6,1509.7,1613.2,1707.5,1940.9
Alabama,2021-09-29,,estimate,1514.1,1513.9,219.4,1157.7,1371.8,1460.2,1561.9,1652.2,1878.2
Alabama,2021-09-30,,estimate,1466.5,1465.4,213.7,1113.6,1326.9,1415.8,1511.2,1600.7,1822.6
Alabama,2021-10-01,,estimate,1420.3,1419.7,207.7,1080.3,1284.4,1372.6,1466,1550.4,1768.3
Alabama,2021-10-02,,estimate,1377.8,1376.8,201.5,1047.8,1247.6,1330,1422,1502.7,1716.5
Alabama,2021-10-03,,estimate,1336.1,1336.4,195,1017.5,1210.4,1292.1,1380.8,1457.8,1665.3
Alabama,2021-10-04,,estimate,1298.2,1298.5,188.4,993.4,1175.9,1253.8,1341,1415.1,1613.1
Alabama,2021-10-05,,estimate,1262.2,1262.8,181.7,968.4,1145.9,1218.7,1302.9,1375.4,1566.8
Alabama,2021-10-06,,estimate,1228.5,1229.3,175,947.3,1117.8,1186.3,1266.7,1338.3,1523.6
Alabama,2021-10-07,,estimate,1195.7,1197.6,168.5,926.7,1089.2,1154.2,1233.5,1302.7,1482.8
Alabama,2021-10-08,,estimate,1163.6,1167.8,162.3,906.3,1063.4,1125.1,1201.7,1268.2,1447.8
Alabama,2021-10-09,,estimate,1134.7,1139.5,156.4,889.7,1038.6,1097.9,1169.9,1236.9,1412.7
Alabama,2021-10-10,,estimate,1107.6,1112.6,151.1,872.3,1013.8,1070.5,1140.5,1206.7,1376.4
Alabama,2021-10-11,,estimate,1080.1,1087,146.4,855.1,991.3,1045.8,1113.6,1178.1,1339.9
Alabama,2021-10-12,,estimate,1054,1062.4,142.3,839.5,967.3,1021.3,1088.4,1151.9,1312.1
Alabama,2021-10-13,,estimate,1028.6,1038.6,138.8,822.8,945.5,998.7,1062.7,1126.2,1283.7
Alabama,2021-10-14,,estimate,1006,1015.6,136,804.8,924.6,975.1,1038.7,1099.5,1255.9
Alabama,2021-10-15,,estimate,983.6,993.1,133.7,788.6,904.5,951.6,1013,1074,1226.9
Alabama,2021-10-16,,estimate,959.4,971,131.7,771.2,882.5,929.9,990.2,1048.6,1203.7
Alabama,2021-10-17,,estimate,936.7,949.2,129.9,755.4,862.1,907.2,967.4,1024.6,1182.2
Alabama,2021-10-18,,estimate,914.5,927.5,128.1,741.1,841.4,886.7,945.4,1001,1157.3
Alabama,2021-10-19,,estimate,892.8,906,126.2,723,822.5,865.4,922.6,977.2,1132.9
Alabama,2021-10-20,,estimate,871.5,884.6,124,705.4,803,844.9,899.8,953.1,1104.9
Alabama,2021-10-21,,estimate,850.5,863.2,121.4,687.4,782.1,824.4,878.7,930.7,1076.6
Alabama,2021-10-22,,estimate,829.7,841.9,118.5,670.1,762.1,804.9,857.2,907.7,1049.2
Alabama,2021-10-23,,estimate,807.9,820.7,115.3,652.4,742.3,785.2,835.8,885.9,1021.7
Alabama,2021-10-24,,estimate,788,799.7,111.9,636.1,723.5,764.7,815.4,863.3,993.7
Alabama,2021-10-25,,estimate,768.7,778.9,108.4,621.3,704.8,744.9,795.1,841.1,966.2
Alabama,2021-10-26,,estimate,749.2,758.4,105.1,605.9,687.2,726.7,773.9,819.6,937.7
Alabama,2021-10-27,,estimate,730.6,738.3,101.9,588.6,669.3,707.1,754.2,798.3,914.4
Alabama,2021-10-28,,estimate,711.9,718.7,98.9,570.5,651.9,688.5,734.6,777.9,889.6
Alabama,2021-10-29,,estimate,692.6,699.6,96.2,553,634.3,670.4,716.3,758.2,866.5
Alabama,2021-10-30,,estimate,675.6,681.1,93.8,537.3,617.1,653.5,697.5,737.6,842.9
Alabama,2021-10-31,,estimate,658,663.3,91.8,521.7,601.1,636.5,679.9,719.5,823.4
Alabama,2021-11-01,,estimate,641.8,646.1,90,506.2,584.7,620,663.7,700.7,802.3
Alabama,2021-11-02,,estimate,625.8,629.7,88.5,491.4,569.6,603.6,647.3,684,783.1
Alabama,2021-11-03,,estimate,610.4,614,87.2,477.3,555.6,588.8,631.4,668.2,762.6
Alabama,2021-11-04,,estimate,595.9,599.1,86.2,463,540.4,573.7,616.2,653,746.4
Alabama,2021-11-05,,estimate,581.6,585,85.2,449.5,527.4,561,603.2,639.1,730
Alabama,2021-11-06,,estimate,568.4,571.7,84.4,438,514.5,548.7,589.4,625.7,714.2
Alabama,2021-11-07,,estimate,556.7,559.2,83.7,426.4,501.4,537.2,576.8,613,699.5
Alabama,2021-11-08,,estimate,545.5,547.5,83,415.8,490.6,525.2,565.2,601.1,687.5
Alabama,2021-11-09,,estimate,534.4,536.6,82.2,405.5,481.3,515,554.8,590.8,675.1
Alabama,2021-11-10,,estimate,524.3,526.5,81.5,395.4,472.3,505.3,544.3,579.6,662.1
Alabama,2021-11-11,,estimate,514.6,517.2,80.7,386.7,463.8,496.1,534.7,569.8,651.1
Alabama,2021-11-12,,estimate,506.6,508.6,79.9,378.8,457.3,488.1,526.6,559.5,639.3
Alabama,2021-11-13,,estimate,498.4,500.8,79,372.2,450.2,480.5,518.1,551.6,630.6
Alabama,2021-11-14,,estimate,491.9,493.8,78.1,366.7,442.8,474.3,511.2,544.1,620.8
Alabama,2021-11-15,,estimate,485.7,487.5,77.1,362.6,437.4,468.7,504.6,536.5,613.2
Alabama,2021-11-16,,estimate,480.6,481.8,76.1,357.7,433.1,462.9,498.6,529.4,606.9
Alabama,2021-11-17,,estimate,475.7,476.9,75.1,353.6,428.6,458.2,493.8,524.1,601.5
Alabama,2021-11-18,,estimate,470.8,472.7,74.1,351.9,424.8,453.8,488.7,519.1,596.1
Alabama,2021-11-19,,estimate,467.2,469.1,73.1,350.6,421.9,450.1,484.2,515,590.8
Alabama,2021-11-20,,estimate,464,466.2,72.3,350.7,419.1,447.2,480.2,511.5,588.1
Alabama,2021-11-21,,estimate,461.2,464,71.7,351.2,416.5,444.2,477.8,508.9,585.5
Alabama,2021-11-22,,estimate,458.6,462.3,71.3,352.7,414.5,442.6,476.3,507.1,585.7
Alabama,2021-11-23,,estimate,456.8,461.3,71.2,352.4,412.9,439.9,474.4,505.2,584.6
Alabama,2021-11-24,,estimate,455.2,460.8,71.7,351.3,411.3,438,473.5,505.1,585.9
Alabama,2021-11-25,,estimate,454.9,461,72.7,352.3,410.4,436.8,472.5,505.1,589.8
Alabama,2021-11-26,,estimate,454.9,461.7,74.5,352.5,409.6,436.6,472.9,508,596.4
Alabama,2021-11-27,,estimate,454.2,463,77.2,351.5,408.7,436.8,475.4,509.3,605.5
Alabama,2021-11-28,,estimate,455.9,464.9,81.1,349.4,406.6,437,477.3,512.7,611.5
Alabama,2021-11-29,,estimate,457.2,467.4,86.2,345.5,405.4,437.4,479.1,518.5,625.3
Alabama,2021-11-30,,estimate,459.3,470.5,92.7,341.1,403.8,436.8,481.2,524.3,637
Alabama,2021-12-01,,estimate,461.3,474.2,101,335.4,402.2,436.9,484.4,531.9,657.7
Alabama,2021-12-02,,estimate,462.9,478.7,111.1,328.5,399.2,436.5,488.7,541,679.7
Alabama,2021-12-03,,estimate,463.9,483.8,123.4,322.1,396.2,435.3,494.7,549.1,708.5
Alabama,2021-12-04,,estimate,464.7,489.8,138.2,315.7,392.6,435.3,499.9,559.3,744.8
Alabama,2021-12-05,,estimate based on partial data,464.8,496.7,155.8,308.7,387.8,434.7,503.7,570.3,782.6
Alabama,2021-12-06,,estimate based on partial data,466.2,504.6,176.8,301,382.9,434.2,508.5,583.2,829.1
Alabama,2021-12-07,,estimate based on partial data,467.8,513.8,201.9,291.9,376.7,431.8,513.3,596.9,877.2
Alabama,2021-12-08,,estimate based on partial data,468.8,524.3,231.8,284.7,373.1,428,517.2,608.4,931.9
Alabama,2021-12-09,,estimate based on partial data,469.4,536.4,267.8,276.8,367.9,426.8,521.6,623.8,1002.3
Alabama,2021-12-10,,estimate based on partial data,469.5,550.5,311.5,267.5,362.6,423.8,526.8,637.2,1074.7
Alabama,2021-12-11,,estimate based on partial data,468.4,566.9,365,258.8,357.7,421.1,530.2,654.2,1175.3
Alabama,2021-12-12,,estimate based on partial data,468.4,586.1,431.6,249.8,353.2,417.1,533.1,669.2,1277.4
Alabama,2021-12-13,,forecast,469.4,606.7,507.1,242.9,347.9,414.8,537,689.3,1380.7
Alabama,2021-12-14,,forecast,470.4,630,598.3,235.8,342.3,412.1,540.7,706.9,1499.1
Alabama,2021-12-15,,forecast,469.3,656.6,708.8,228.5,337,409.8,542.9,720.6,1629.3
Alabama,2021-12-16,,forecast,467.5,686.8,843.6,222,331.8,405.1,545.9,737,1753.7
Alabama,2021-12-17,,forecast,467.3,721.3,1008.9,215,326.7,402,551.4,755.3,1873.4
Alabama,2021-12-18,,forecast,468.2,760.7,1212.5,209,321.6,399.5,555.8,775.3,2014.5
Alabama,2021-12-19,,forecast,468.1,805.9,1464.8,203.6,316.3,396.3,558.1,792.8,2170.8
Alabama,2021-12-20,,forecast,467.9,858,1778.8,197.5,310.8,393,562.7,813.3,2344.1
Alabama,2021-12-21,,forecast,468.2,918,2171.3,191.3,305.9,390.4,567.3,834.4,2523.6
Alabama,2021-12-22,,forecast,467.4,987.7,2664.3,184.6,301.5,388.1,569.8,853.9,2729.6
Alabama,2021-12-23,,forecast,466.2,1068.7,3285.6,179,297.1,385.2,573.1,875.1,2945.8
Alabama,2021-12-24,,forecast,467.4,1163.4,4071.7,173,292.3,382.9,575.8,893.8,3178.4
Alabama,2021-12-25,,forecast,467.6,1274.4,5069.2,166.9,287.1,380.2,580,916.2,3458.3
Alabama,2021-12-26,,forecast,468.1,1405.1,6338.8,161.3,282.7,377.5,586.1,938.5,3705.5
Alaska,2021-08-23,,estimate,679.9,719.6,219,440.1,567.8,636.6,729.4,829.8,1122.6
Alaska,2021-08-24,,estimate,693.9,733.7,218.9,452,582.4,650.4,747,844.6,1137.2
Alaska,2021-08-25,,estimate,705.5,744,215.2,466.4,595.9,662.4,758,853.2,1140.8
Alaska,2021-08-26,,estimate,717.1,753,210.4,480.9,608.1,673.1,766.8,860.2,1141.9
Alaska,2021-08-27,,estimate,727.9,761.5,205.4,491.5,619.1,683.2,778.3,867.8,1143.9
Alaska,2021-08-28,,estimate,737.6,769.9,200.7,502,631,694.7,787.3,874.5,1143.9
Alaska,2021-08-29,,estimate,748.2,778.4,196.3,513.9,639.4,705.1,796.6,882.5,1146.3
Alaska,2021-08-30,,estimate,758.6,787.1,192.3,526.6,651.3,715.7,804.7,888.2,1147
Alaska,2021-08-31,,estimate,769.3,795.9,188.8,537.7,661.4,727,813.3,896.5,1141.7
Alaska,2021-09-01,,estimate,778.5,805,185.8,551.4,671.7,737.8,824.2,906.1,1147.2
Alaska,2021-09-02,,estimate,788.6,814.1,183.3,562.8,682.1,748.8,834.3,915.8,1153.4
Alaska,2021-09-03,,estimate,798.9,823.4,181.3,575,694.3,759.1,841.8,924.2,1156
Alaska,2021-09-04,,estimate,809.6,832.7,179.8,584.5,704.6,770,850.9,936.6,1163.9
Alaska,2021-09-05,,estimate,819.4,842.1,178.8,595.1,715.6,779.5,861.7,947.4,1173.9
Alaska,2021-09-06,,estimate,828.2,851.4,178.3,604.9,724.5,790.4,871.9,956.7,1176.8
Alaska,2021-09-07,,estimate,837.8,860.7,178.3,614.7,733.6,799.3,881.9,965.2,1188.1
Alaska,2021-09-08,,estimate,847.7,869.8,178.7,621.2,743.6,808.2,891.9,974.3,1195.5
Alaska,2021-09-09,,estimate,856.6,878.7,179.5,629.8,751.9,816.3,902.8,985.6,1207.8
Alaska,2021-09-10,,estimate,865.8,887.3,180.6,636,759.6,824.8,910.6,993.1,1212.2
Alaska,2021-09-11,,estimate,874.4,895.5,181.9,642.5,767.7,831.5,919.2,999.5,1222.1
Alaska,2021-09-12,,estimate,881.1,903.3,183.4,649.2,774.3,839.3,926.2,1007,1232.4
Alaska,2021-09-13,,estimate,888.3,910.7,185,656.1,781.8,845,933,1015.6,1238.5
Alaska,2021-09-14,,estimate,894,917.5,186.6,661.2,786.4,851.9,939.1,1023,1248.2
Alaska,2021-09-15,,estimate,900.6,923.7,188.2,666.3,791.3,856.7,944.9,1028.7,1255.3
Alaska,2021-09-16,,estimate,904.3,929.2,189.8,668.8,795.8,862.2,950.5,1037.6,1267.5
Alaska,2021-09-17,,estimate,909.1,934,191.3,669.4,800.9,865.4,955,1040.2,1272.8
Alaska,2021-09-18,,estimate,913.4,938.2,192.6,670.6,804.6,868.9,960.2,1045,1280.1
Alaska,2021-09-19,,estimate,914.1,941.5,193.9,673.8,807.3,872,962.7,1050.4,1285.2
Alaska,2021-09-20,,estimate,916.4,944.1,195,675,809.3,873.1,966.4,1051.9,1289.9
Alaska,2021-09-21,,estimate,918.2,945.9,196,675.4,810.5,874.1,967.8,1051.7,1297.9
Alaska,2021-09-22,,estimate,919.9,946.8,196.8,675,809.8,873.5,968.3,1052.1,1303.7
Alaska,2021-09-23,,estimate,919.4,947,197.4,675.1,808.4,875.3,968.8,1057.1,1307.7
Alaska,2021-09-24,,estimate,920.2,946.3,197.9,675.9,807.7,874.9,967.5,1057.2,1306.7
Alaska,2021-09-25,,estimate,919,944.8,198.2,674.4,806.4,873.8,965.9,1056.6,1304.8
Alaska,2021-09-26,,estimate,917.5,942.5,198.3,672.8,804.2,871.7,964.3,1055.2,1296.4
Alaska,2021-09-27,,estimate,913.1,939.4,198.2,669.3,799.6,868.2,961.3,1052.4,1296.9
Alaska,2021-09-28,,estimate,909,935.4,197.9,664.5,796.1,864.8,957.4,1046.5,1293.9
Alaska,2021-09-29,,estimate,905.9,930.7,197.4,659,791.6,860.7,952.1,1042,1291.7
Alaska,2021-09-30,,estimate,899.8,925.2,196.7,656.1,786.6,853.9,947,1035.8,1284.2
Alaska,2021-10-01,,estimate,893,919,195.8,650.1,781.7,849.3,941.4,1027.5,1273.6
Alaska,2021-10-02,,estimate,886.8,912,194.5,644.8,775,843.4,932.7,1020.1,1265.1
Alaska,2021-10-03,,estimate,878.8,904.2,193,639.2,770,836,925.2,1010.2,1253.3
Alaska,2021-10-04,,estimate,871,895.8,191.2,634,762.5,829.3,916.3,1001,1242.4
Alaska,2021-10-05,,estimate,861.3,886.7,189.1,629.5,755.4,821.9,908.1,990,1224.6
Alaska,2021-10-06,,estimate,850.4,876.9,186.7,623.2,747.4,812.3,897.3,979,1210.8
Alaska,2021-10-07,,estimate,840.5,866.5,184.1,617.2,738.9,802.2,886.2,968.3,1195.7
Alaska,2021-10-08,,estimate,829.1,855.6,181.3,610.1,730.4,792.3,873.9,956.1,1184.4
Alaska,2021-10-09,,estimate,817.7,844,178.3,602.1,721.3,781.8,860.1,941.7,1164.3
Alaska,2021-10-10,,estimate,806.5,832,175.3,593.7,711.3,770,847.5,927.2,1144.3
Alaska,2021-10-11,,estimate,794.8,819.5,172.1,585.7,701.5,757.7,835.9,913.1,1130.3
Alaska,2021-10-12,,estimate,781.6,806.5,168.9,578,690.3,745.5,821.5,899.5,1117.6
Alaska,2021-10-13,,estimate,767.2,793.2,165.6,569.4,679.4,733.6,808.4,883.3,1094.4
Alaska,2021-10-14,,estimate,754.5,779.5,162.3,560.5,668.2,720.6,794.6,866.3,1074.9
Alaska,2021-10-15,,estimate,741.7,765.5,158.9,552.4,657.5,708.5,779.8,848.2,1053.2
Alaska,2021-10-16,,estimate,728.3,751.2,155.5,542.5,645.5,694.7,766,831.2,1033.5
Alaska,2021-10-17,,estimate,714.4,736.6,152.1,533.6,632,682,750.1,813.8,1008.7
Alaska,2021-10-18,,estimate,700.3,721.9,148.7,525.3,619.9,668.1,735.1,797.3,985.9
Alaska,2021-10-19,,estimate,687.4,707,145.3,515.2,606.8,655.2,720.7,781.2,964.8
Alaska,2021-10-20,,estimate,673,691.9,141.9,504.7,593.8,641.3,705.1,765,940.1
Alaska,2021-10-21,,estimate,659.5,676.7,138.5,494.3,581.5,628,690.3,749.4,921.4
Alaska,2021-10-22,,estimate,644.7,661.5,135.1,484.3,568.4,613.9,674.9,730.7,903
Alaska,2021-10-23,,estimate,629.7,646.3,131.8,472.6,556.4,599.4,659.5,714,880.8
Alaska,2021-10-24,,estimate,615.5,631,128.4,461.3,543.5,584.9,644.3,696.4,859
Alaska,2021-10-25,,estimate,600.1,615.8,125.1,451.2,530.9,570.3,629.7,680.6,837.6
Alaska,2021-10-26,,estimate,586.5,600.7,121.7,438.7,517.9,556.6,613.7,664.3,817.7
Alaska,2021-10-27,,estimate,573.2,585.7,118.4,428.6,505.6,542.7,600,647.5,797.9
Alaska,2021-10-28,,estimate,558.4,570.7,115.1,417.3,493.2,530.2,584.9,631.3,775.8
Alaska,2021-10-29,,estimate,543.7,556,111.8,407.4,481,517,569.8,614.8,754.8
Alaska,2021-10-30,,estimate,529,541.4,108.6,395.4,468.5,504.1,554.4,598.6,730.7
Alaska,2021-10-31,,estimate,514.7,527,105.4,383.5,456.2,491.1,540.2,582.9,711.6
Alaska,2021-11-01,,estimate,501.1,512.9,102.2,373.9,444.1,478.7,525,567.7,689
Alaska,2021-11-02,,estimate,487.3,498.9,99.2,362.4,433,467,510.8,553,672.3
Alaska,2021-11-03,,estimate,474.6,485.3,96.1,352.5,421.2,453.7,496,538.1,652.1
Alaska,2021-11-04,,estimate,462.1,471.9,93.1,341.7,409.4,441.5,482.9,523.5,632.9
Alaska,2021-11-05,,estimate,448.6,458.7,90.2,331.7,398.6,428.7,469.9,509.9,614.9
Alaska,2021-11-06,,estimate,435.7,445.9,87.4,322.1,387,416.9,457.6,495.1,596.8
Alaska,2021-11-07,,estimate,423.9,433.3,84.8,312,376.2,404.8,444.7,481.9,584.6
Alaska,2021-11-08,,estimate,412.5,421.1,82.3,301.9,365.1,393.6,432.5,468.7,567.9
Alaska,2021-11-09,,estimate,400.8,409.1,80,293.1,354.8,382.2,419.9,455.3,552.7
Alaska,2021-11-10,,estimate,389.9,397.5,78,285.4,344.3,371.2,407.9,442.3,535.3
Alaska,2021-11-11,,estimate,378.6,386.3,76.1,276.9,333.9,360.9,396.3,431.1,522
Alaska,2021-11-12,,estimate,367.2,375.3,74.5,268.3,323.9,350.5,385.4,420,507.3
Alaska,2021-11-13,,estimate,356.3,364.7,73,260.8,314.5,340.3,374.8,408.4,493.3
Alaska,2021-11-14,,estimate,345.7,354.3,71.8,252.1,304.4,329.8,364.8,397.1,481.4
Alaska,2021-11-15,,estimate,336,344.3,70.7,244.7,294.7,319.5,354,384.9,469.5
Alaska,2021-11-16,,estimate,326.2,334.6,69.8,236.5,285.7,309.7,344.1,374.7,459.2
Alaska,2021-11-17,,estimate,316.9,325.2,69.1,229,276.7,300.5,334.6,364.9,447.2
Alaska,2021-11-18,,estimate,307.8,316.1,68.5,221.4,267.6,291.5,325.1,354.5,439.4
Alaska,2021-11-19,,estimate,299,307.2,68,213.8,258.7,282.6,316,345.1,430.1
Alaska,2021-11-20,,estimate,289.7,298.7,67.7,206.3,250,274.2,306.4,336.7,421.9
Alaska,2021-11-21,,estimate,281.4,290.4,67.6,198.2,242.4,266.4,297.7,327.4,411.7
Alaska,2021-11-22,,estimate,273.7,282.4,67.7,190.2,234.4,258.1,289.9,318.5,405.5
Alaska,2021-11-23,,estimate,265.4,274.7,67.9,183,226.5,250,281.6,311,399
Alaska,2021-11-24,,estimate,257.4,267.2,68.3,175.9,219.4,242.4,273.7,303.1,393.2
Alaska,2021-11-25,,estimate,249.6,260,68.9,168.7,212.8,234.3,265.9,296,386.6
Alaska,2021-11-26,,estimate,242.3,253.1,69.8,160.5,205,227.3,259,289.1,383.6
Alaska,2021-11-27,,estimate,235.4,246.5,70.9,153.6,197.6,219.9,252.5,283.3,380.4
Alaska,2021-11-28,,estimate,229.1,240.2,72.2,146.6,190.6,212.8,246.3,277,376.3
Alaska,2021-11-29,,estimate,222.2,234.2,73.8,138.2,183.3,206.1,240.4,270.9,376.3
Alaska,2021-11-30,,estimate,215.5,228.4,75.7,130.7,176.5,198.9,233.4,265.9,371.6
Alaska,2021-12-01,,estimate,209.6,223,77.9,123.8,169.3,192.5,227.9,261.5,370.3
Alaska,2021-12-02,,estimate,203.5,217.9,80.6,117,162.8,185.9,222.3,256.9,368.2
Alaska,2021-12-03,,estimate,197.6,213,83.7,110.5,156.6,179.8,217.1,252.1,367
Alaska,2021-12-04,,estimate,191.5,208.5,87.5,103.9,149.5,174.1,211.7,249,366
Alaska,2021-12-05,,estimate based on partial data,185.9,204.3,92.1,97.5,143.1,168.5,206.7,244.4,368
Alaska,2021-12-06,,estimate based on partial data,180.3,200.5,97.6,91.1,137.7,162.7,201.9,240.8,370.1
Alaska,2021-12-07,,estimate based on partial data,175.6,197,104.3,84.7,131.9,157.1,197.4,238.4,374.5
Alaska,2021-12-08,,estimate based on partial data,171,193.9,112.4,78.9,126.5,151.5,192.9,234.7,380.1
Alaska,2021-12-09,,estimate based on partial data,166.5,191.2,122.2,73.7,120.7,146.1,188.3,231.1,385.9
Alaska,2021-12-10,,estimate based on partial data,161.9,188.9,133.9,68.7,115.2,141.4,184.1,228.4,389.1
Alaska,2021-12-11,,estimate based on partial data,157.6,187,147.6,63.5,110.3,136.4,179.6,225.7,394.8
Alaska,2021-12-12,,estimate based on partial data,152.9,185.7,163.6,59.1,105.4,131.9,175.3,222.4,401
Alaska,2021-12-13,,forecast,148.9,184.5,182.7,54.5,101.2,127.4,171.5,218.4,407
Alaska,2021-12-14,,forecast,144.2,183.9,205.5,50.6,96.7,122.9,167.6,216,412.8
Alaska,2021-12-15,,forecast,140.4,183.6,232.5,46.9,92.2,118.9,163.6,213,419.1
Alaska,2021-12-16,,forecast,136.1,183.9,264.5,43.4,88,115.2,160,210.3,424.2
Alaska,2021-12-17,,forecast,132.2,184.6,302.4,40.2,83.8,111.1,156.4,208.5,430
Alaska,2021-12-18,,forecast,128.4,186,347.3,36.7,79.9,107.7,153,206.5,434.4
Alaska,2021-12-19,,forecast,124.7,188,400.5,33.9,76.3,104,149.4,204.4,447.8
Alaska,2021-12-20,,forecast,120.7,190.7,463.5,31.5,72.7,100.3,145.9,201.9,460.5
Alaska,2021-12-21,,forecast,117.1,194.2,538,29.2,69.3,97.3,142.8,199.2,471.2
Alaska,2021-12-22,,forecast,113.9,198.7,626.1,26.9,66.1,93.9,139.4,197,480.7
Alaska,2021-12-23,,forecast,110.8,204.1,730.3,25,63,90.6,136.3,194.8,490.3
Alaska,2021-12-24,,forecast,107.8,210.7,853.7,22.9,60.2,87.6,132.9,192.3,506.2
Alaska,2021-12-25,,forecast,104.7,218.7,999.8,21,57.7,84.4,129.6,189.9,519.1
Alaska,2021-12-26,,forecast,101.7,228.1,1172.9,19.4,55.1,81.5,126.6,188.1,529.8
Arizona,2021-08-22,,estimate,3069.5,3126.1,517.6,2389.1,2752.9,2954.2,3209,3421.8,4071.5
Arizona,2021-08-23,,estimate,3060.5,3117.9,505.6,2395.7,2756.9,2949.1,3195.7,3408.5,4051.3
Arizona,2021-08-24,,estimate,3048.9,3098.2,486.4,2399.1,2749,2935.9,3173.1,3380,3999.9
Arizona,2021-08-25,,estimate,3034.1,3074.4,466,2391.9,2741.1,2917.7,3149.4,3345.2,3923.7
Arizona,2021-08-26,,estimate,3012,3049,446.4,2395.6,2735.4,2903.2,3118.4,3312.9,3860.2
Arizona,2021-08-27,,estimate,2986.6,3023.3,428.5,2399.1,2721.8,2886.1,3093.8,3280.3,3788.6
