source,region,date,strat,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
united-kingdom,Northern Ireland,2021-01-16,,0.851557902554957,0.851457626296435,0.0437769036808141,0.778702899501578,0.823925542615176,0.840324403435632,0.862398110531899,0.88074804047866,0.921590896770896
united-kingdom,Northern Ireland,2021-01-17,,0.847813310701305,0.847099666686071,0.0448396736603788,0.770038675063378,0.818218854458994,0.836725496569016,0.85923920599632,0.877559825458894,0.918542580508638
united-kingdom,Northern Ireland,2021-01-18,,0.84686852034099,0.845801881084988,0.0453350637908138,0.768770264765523,0.816335471371285,0.836406681889783,0.85881262660864,0.876183265065364,0.918812741868023
united-kingdom,Northern Ireland,2021-01-19,,0.84953876947503,0.848279795052497,0.0451371261208866,0.771726393843443,0.818711941793462,0.838449118514454,0.861382445782684,0.879194274127432,0.920210016847096
united-kingdom,Northern Ireland,2021-01-20,,0.855364166801201,0.854439152872588,0.0445985103865761,0.77916332245378,0.824973159910794,0.844860549247184,0.866563018430436,0.885593671960461,0.925168315550326
united-kingdom,Northern Ireland,2021-01-21,,0.863909706764813,0.863454431336529,0.0442539950502971,0.789817876903921,0.834468762749477,0.85256862002231,0.87480240627846,0.893662604106372,0.934511036318167
united-kingdom,Northern Ireland,2021-01-22,,0.873234716990715,0.873932292636021,0.0444931839293826,0.800400223696418,0.844635139351821,0.86181606651561,0.884716986922874,0.90313673572489,0.946352174368037
united-kingdom,Northern Ireland,2021-01-23,,0.883072145630306,0.884157530951236,0.045380747202609,0.811389128469001,0.853428176098252,0.872453644379528,0.894489957678527,0.913151305738551,0.95742788155113
united-kingdom,Northern Ireland,2021-01-24,,0.891092177245511,0.892400448487543,0.0467101802274625,0.818803987720043,0.859880435130447,0.880088916159763,0.902240363127063,0.922458098111251,0.971355366544829
united-kingdom,Northern Ireland,2021-01-25,,0.895424155617692,0.897234327117347,0.048145160022431,0.822755407673748,0.864015181927309,0.883508917133737,0.907281244686876,0.927780373738943,0.981265469619769
united-kingdom,Northern Ireland,2021-01-26,,0.895932859000362,0.897792710786734,0.0492995795631679,0.821781363196544,0.863973526001596,0.883300649339449,0.907636569746919,0.928397266746886,0.982530230201921
united-kingdom,Northern Ireland,2021-01-27,,0.891298266604837,0.893905000064376,0.0498409699774533,0.81733517480142,0.859892979788653,0.879913903048618,0.903833337471425,0.924431362466878,0.981889993103375
united-kingdom,Northern Ireland,2021-01-28,,0.884301663273701,0.88608294025298,0.0497738205480139,0.806989643539762,0.85181068068184,0.87208805390955,0.896662470163297,0.917154751897304,0.970303320631557
united-kingdom,Northern Ireland,2021-01-29,,0.873692699895476,0.875372961664787,0.0498726678910744,0.796058873405329,0.841345254007608,0.861402750114614,0.886563955503773,0.908197492757203,0.958058321896834
united-kingdom,Northern Ireland,2021-01-30,,0.862359406403769,0.863122410722827,0.0519376095743319,0.779313188200926,0.827781848104641,0.849619268547379,0.875941606851074,0.897098216017299,0.949522331860957
united-kingdom,Northern Ireland,2021-01-31,,0.849880499209617,0.850722218734708,0.0582344521418603,0.754392008493413,0.811672410324336,0.836030441023894,0.864391605964928,0.889920032680848,0.948606945414305
united-kingdom,Scotland,2020-10-19,,0.850812398981264,0.850176230687566,0.0799139132245538,0.719025590626112,0.795805260292187,0.83111631218549,0.87115136562734,0.90345226886997,0.981242523522339
united-kingdom,Scotland,2020-10-20,,0.863297084159812,0.863282334749527,0.0674775205742217,0.750387715057873,0.817862154284407,0.846778972377378,0.880562621217483,0.907378372871581,0.973664194496114
united-kingdom,Scotland,2020-10-21,,0.878212563461754,0.878546552192731,0.0567544729358136,0.785639101406685,0.840802363950641,0.865366463694762,0.892389515686057,0.916124216728859,0.97088973968609
united-kingdom,Scotland,2020-10-22,,0.895686555816557,0.895557673779628,0.0479845113476839,0.817374576198272,0.863769349934953,0.883807235358587,0.907006097104313,0.927701860192198,0.974655064377815
united-kingdom,Scotland,2020-10-23,,0.913593720187674,0.913740981510803,0.0414395787624148,0.847609150489299,0.886284537141461,0.904229583034011,0.923606477958975,0.941619686751243,0.981317055543737
united-kingdom,Scotland,2020-10-24,,0.931897932404022,0.932386546974741,0.0372927860822975,0.872515218598773,0.907384198304221,0.922909940843101,0.941459857280916,0.957414194761176,0.993489846177899
united-kingdom,Scotland,2020-10-25,,0.94987124459421,0.950695289852175,0.0353665336255831,0.894659162437859,0.926416564027224,0.940751970134972,0.959462488280019,0.974091602283775,1.00919833869137
united-kingdom,Scotland,2020-10-26,,0.965743103647889,0.967842160268395,0.0350112107408074,0.913916121789232,0.943612057991534,0.957286687116477,0.974916944286849,0.990272374239319,1.02773962839351
united-kingdom,Scotland,2020-10-27,,0.980791268211326,0.983051172643982,0.0353482742973132,0.92829605754396,0.959349145674604,0.972405629179574,0.989629245380872,1.00509341543305,1.04407907302711
united-kingdom,Scotland,2020-10-28,,0.993771805609022,0.995671325800659,0.0356571143228493,0.941269465195023,0.971128023995237,0.9847426451004,1.00284969849821,1.01800973746657,1.05794302143779
united-kingdom,Scotland,2020-10-29,,1.00324897617782,1.00523880739623,0.0355862769849781,0.949626688334425,0.980667639647221,0.994845947283583,1.01234591447672,1.02766885834116,1.06504202536026
united-kingdom,Scotland,2020-10-30,,1.01023114297209,1.01151225559073,0.0351460745307745,0.956087489307624,0.987514001943645,1.00092367164604,1.01911820429482,1.03397076033029,1.07104884263838
united-kingdom,Scotland,2020-10-31,,1.01294234983731,1.01447465018009,0.0345608690750972,0.95969160277713,0.991184552092051,1.00496278433891,1.02191866052191,1.03713660966252,1.07236124732337
united-kingdom,Scotland,2020-11-01,,1.01396389691571,1.01430472291144,0.0340613651868168,0.959762492567046,0.991739647841847,1.00439124257654,1.02170421030128,1.03589764149066,1.07159406001963
united-kingdom,Scotland,2020-11-02,,1.01088264732101,1.01132821136403,0.0337210148905195,0.957189286282205,0.98855544592103,1.00238790397982,1.01897827474785,1.03347087767282,1.06852435610104
united-kingdom,Scotland,2020-11-03,,1.00516093230509,1.00596190932844,0.0334343041584694,0.952802337316923,0.983411029331165,0.997637714632229,1.01360758930543,1.0275776818776,1.06149640911467
united-kingdom,Scotland,2020-11-04,,0.998299538259929,0.998661451653272,0.0330326445664068,0.945940996407641,0.976304196884401,0.990245357157994,1.00604495248173,1.02033628924197,1.05388860407771
united-kingdom,Scotland,2020-11-05,,0.989025764514885,0.989879543963345,0.032429796662637,0.93735340265498,0.96812567120896,0.981222960892999,0.997496256305309,1.01191521213367,1.04446506072903
united-kingdom,Scotland,2020-11-06,,0.979634631319446,0.980037489261166,0.0316946898603497,0.928914664051756,0.958937983749484,0.972019845653113,0.987923545497084,1.00092508981163,1.03298936910107
united-kingdom,Scotland,2020-11-07,,0.969193437195682,0.969510536651449,0.0310186702281773,0.919606244224456,0.948823030129471,0.96195082035458,0.976848826186257,0.989432741661682,1.02092568946338
united-kingdom,Scotland,2020-11-08,,0.958263403187566,0.958626391447527,0.030600935534261,0.909012383518624,0.939134001745604,0.950903634450322,0.965573485444648,0.977967709105112,1.00903912516131
united-kingdom,Scotland,2020-11-09,,0.947058204354986,0.947675142497786,0.0305204474683813,0.898052413370199,0.928061005065699,0.94033387936911,0.954192881318389,0.967242785525775,0.998507250694535
united-kingdom,Scotland,2020-11-10,,0.936150136293542,0.936927233063414,0.0306858870446689,0.887033988456951,0.916977449002511,0.929355440441475,0.943425144933567,0.956873580436821,0.988221069652025
united-kingdom,Scotland,2020-11-11,,0.926147576649588,0.926654195508053,0.030904004672326,0.87663985811908,0.906828722773852,0.918927601730805,0.933546020502053,0.946672610227345,0.978259166522766
united-kingdom,Scotland,2020-11-12,,0.916904844667729,0.917145718636567,0.0310077473224492,0.867151084518111,0.896564228034802,0.90931481064842,0.9244765194685,0.936413736102532,0.970001881065298
united-kingdom,Scotland,2020-11-13,,0.908637728306162,0.9087173012892,0.0309488939996078,0.857583772003446,0.888220490978542,0.900933000855143,0.916335305564419,0.92822036587579,0.9602541514605
united-kingdom,Scotland,2020-11-14,,0.901605675455522,0.901705516262446,0.0308041969045924,0.851098091503311,0.881373934404717,0.894064047551937,0.909431876231619,0.921625822719205,0.952748881996163
united-kingdom,Scotland,2020-11-15,,0.896637425761103,0.896451752387147,0.0307042858589487,0.845543743767508,0.876336078936445,0.888941495680771,0.904032232582584,0.916028648449486,0.946753672397284
united-kingdom,Scotland,2020-11-16,,0.893682220914124,0.893278444150378,0.0307373294549893,0.84223230188698,0.872781320202251,0.886123075688142,0.901177676978626,0.913581500763511,0.943237052082675
united-kingdom,Scotland,2020-11-17,,0.892672213813531,0.892462868208546,0.0308930254706753,0.841780643541334,0.872111296604823,0.885165302571546,0.900409355147721,0.913501515305346,0.942055179136479
united-kingdom,Scotland,2020-11-18,,0.894483638525575,0.894212519329951,0.0310805588820823,0.842735125121171,0.873586086259148,0.887063053478813,0.902218114286818,0.915402448818673,0.944247926915202
united-kingdom,Scotland,2020-11-19,,0.89923324557283,0.89864401024333,0.0311965894020248,0.846672249727224,0.878420420005915,0.891804974426588,0.906808226976675,0.919760479587318,0.949362956260039
united-kingdom,Scotland,2020-11-20,,0.906393737643988,0.905765799680285,0.0311907030003114,0.853265602928297,0.885860984248786,0.898940489696973,0.914046623624821,0.926331477230328,0.955909554168156
united-kingdom,Scotland,2020-11-21,,0.915743128889032,0.915464661860036,0.0310919049401262,0.86346088555636,0.895681697863677,0.908290012942867,0.923999639318582,0.936108016800871,0.965419891311552
united-kingdom,Scotland,2020-11-22,,0.92798033434963,0.927496567117016,0.0309900097941397,0.87565470218259,0.907649356236193,0.920021015902759,0.935813127344555,0.948700182311831,0.977445024074548
united-kingdom,Scotland,2020-11-23,,0.941657216218793,0.941483790286915,0.0309886694169011,0.890786876577516,0.921265723818538,0.934206175803866,0.948993609596559,0.961735565875651,0.991453705594957
united-kingdom,Scotland,2020-11-24,,0.956723418397033,0.95692071680155,0.0311603873909162,0.905448846122166,0.936851424231247,0.948221241539544,0.964476456907704,0.977024444488736,1.00783869972099
united-kingdom,Scotland,2020-11-25,,0.97234444611135,0.973190452178978,0.0315320813667767,0.922249798994691,0.951821515062983,0.964539624650573,0.980035983906088,0.993377394829003,1.02746405500573
united-kingdom,Scotland,2020-11-26,,0.988647442284068,0.989593049452779,0.0321045853259554,0.938875379747609,0.968009727671437,0.980658526732029,0.99623216051175,1.00972454340095,1.04401636572675
united-kingdom,Scotland,2020-11-27,,1.00432993457199,1.00538456488802,0.032876598121338,0.953408619332428,0.982282006406854,0.996190125612961,1.01258430298896,1.02613635021334,1.06196247929157
united-kingdom,Scotland,2020-11-28,,1.01811654040057,1.01982493675914,0.0338373810486988,0.966874140975387,0.996055650962972,1.00957646177813,1.02739696166683,1.04193004761725,1.07842440750844
united-kingdom,Scotland,2020-11-29,,1.03081299082391,1.03223210139323,0.0349254130355407,0.977126752323833,1.00738712061852,1.02182699757756,1.03922335972052,1.05545885373536,1.09158147345403
united-kingdom,Scotland,2020-11-30,,1.04028017567543,1.04203939142298,0.0359918591835457,0.985608874517094,1.01713393806228,1.03062127482003,1.04983181826241,1.06574586234701,1.10249637503086
united-kingdom,Scotland,2020-12-01,,1.04689431575044,1.04885240945112,0.0368125488714512,0.992378632154044,1.02299206293512,1.03718698834127,1.05675514779295,1.07261033853715,1.11282485308782
united-kingdom,Scotland,2020-12-02,,1.05017767708767,1.05250003222806,0.0371542247606399,0.996421704962926,1.02688954024003,1.04079971819557,1.05956617061024,1.07635812797963,1.11694515474918
united-kingdom,Scotland,2020-12-03,,1.05075590627008,1.0530726931815,0.0368637916058962,0.996943432169549,1.02745338991522,1.04162308526257,1.05987385111181,1.07629913386851,1.11719235177952
united-kingdom,Scotland,2020-12-04,,1.04872892964873,1.05094087571196,0.0359458143708654,0.995948022752151,1.02575930031751,1.03993877433771,1.05761640446439,1.07392537711653,1.11339942202756
united-kingdom,Scotland,2020-12-05,,1.04520638061326,1.04674869087579,0.034610152150523,0.993145956202127,1.02317992295457,1.03697650469436,1.05318446097259,1.06825930096293,1.10643771578929
united-kingdom,Scotland,2020-12-06,,1.04023461674557,1.0413812496001,0.0332778468993073,0.988428735254987,1.01879420957545,1.03231589349394,1.04810759326292,1.06123648182196,1.09831353042846
united-kingdom,Scotland,2020-12-07,,1.03519637257589,1.03590895255049,0.0325132748435871,0.98425411493885,1.01408603934157,1.02774837184648,1.04293556644014,1.05710226120877,1.09067349654409
united-kingdom,Scotland,2020-12-08,,1.03177209099881,1.03151520128655,0.032834900566588,0.977309428638635,1.00963099248783,1.02347465983195,1.04000960896984,1.05347147340838,1.08513402719114
united-kingdom,Scotland,2020-12-09,,1.0301751268922,1.02941532015077,0.0344469755542265,0.971936376175457,1.00676976464127,1.02193841880019,1.03868121468234,1.05255461669551,1.08501928570067
united-kingdom,Scotland,2020-12-10,,1.03165198313946,1.03077350361053,0.0371014217309805,0.969051502805695,1.00632719383468,1.02240640809592,1.04100635659482,1.05529155722129,1.09128821237677
united-kingdom,Scotland,2020-12-11,,1.03720181255307,1.03662192394868,0.0402168783989771,0.968369906665682,1.00982589198244,1.02661444612211,1.04761335340919,1.06392273590292,1.10237350239695
united-kingdom,Scotland,2020-12-12,,1.04781327826755,1.04778269309366,0.0431025045011225,0.974311624559489,1.019055876948,1.03724241433962,1.05966698968183,1.07793488786945,1.11792418208062
united-kingdom,Scotland,2020-12-13,,1.0658862358614,1.06479031793428,0.0451183009780283,0.988062957718674,1.03460416696703,1.05368936957338,1.07749564620782,1.09603459527868,1.13734253679289
united-kingdom,Scotland,2020-12-14,,1.08934759527385,1.08781092124248,0.0457657688052317,1.01033697391723,1.05688551604297,1.07737529060921,1.10176882192714,1.11948240772986,1.1585937896819
united-kingdom,Scotland,2020-12-15,,1.11914980405117,1.11655616216019,0.0447736474672121,1.03860231841962,1.08702251900501,1.10755119822976,1.13075955936681,1.14771104182192,1.18490444177718
united-kingdom,Scotland,2020-12-16,,1.15304201175405,1.15019555264091,0.0422409372419708,1.07518913970202,1.12399801017633,1.14249854540173,1.16318003378571,1.17935333129195,1.21471559907448
united-kingdom,Scotland,2020-12-17,,1.18933395493492,1.18728095912768,0.0388845445934821,1.11905592919461,1.16318412263621,1.17985515898098,1.19837746938149,1.21328770609618,1.24769271516367
united-kingdom,Scotland,2020-12-18,,1.22636869129627,1.22571002690546,0.0363199402652892,1.16478430389826,1.20216160450973,1.21731947903109,1.23454106493407,1.249018242748,1.28449253990085
united-kingdom,Scotland,2020-12-19,,1.2613643576387,1.26276686452567,0.0367435093692418,1.20299668898383,1.23836109718025,1.25265906576112,1.27024058301861,1.28552200355634,1.32495339511281
united-kingdom,Scotland,2020-12-20,,1.29334517262592,1.29528114293579,0.0411410704887235,1.23024073310056,1.26733557265162,1.28319189012642,1.30302306705644,1.32103555701782,1.3677204060039
united-kingdom,Scotland,2020-12-21,,1.31781914458535,1.31993164518755,0.0480125959533304,1.24502129624332,1.28720417148761,1.30581755047503,1.32927001006547,1.35042544451359,1.40467451400116
united-kingdom,Scotland,2020-12-22,,1.33081380510656,1.33368151183666,0.0547114045177197,1.24684478053692,1.29612417394404,1.31858761496193,1.34422819921628,1.36793491633904,1.42962063952228
united-kingdom,Scotland,2020-12-23,,1.33130250294994,1.33427574012103,0.0589620553207985,1.24188528192287,1.29278209820618,1.31768502953764,1.34647147851442,1.37215866970439,1.43438105736154
united-kingdom,Scotland,2020-12-24,,1.31822598652536,1.32067954963839,0.0594295664817347,1.22801540216268,1.27970801494296,1.30298563361854,1.33284945175987,1.35791926019519,1.42098375126318
united-kingdom,Scotland,2020-12-25,,1.29145542530936,1.29332198322725,0.0559102847421471,1.20626178198356,1.25393178025069,1.27729661403484,1.30470561035225,1.32860644542375,1.38803209513368
united-kingdom,Scotland,2020-12-26,,1.25208484379392,1.25405452117776,0.04936266964425,1.17652247585343,1.22039133951361,1.23951369837486,1.26473415371599,1.28417538067595,1.3395933677703
united-kingdom,Scotland,2020-12-27,,1.20415862564516,1.20582802287236,0.0417858452306057,1.14038211225868,1.17712499164685,1.19441292782041,1.21494606873313,1.23192382321834,1.27745231295396
united-kingdom,Scotland,2020-12-28,,1.15199399254976,1.15218772572462,0.035850860807906,1.09460147647099,1.12755992615904,1.14242252227907,1.16097814331875,1.17517793232214,1.21258241736032
united-kingdom,Scotland,2020-12-29,,1.09710198626165,1.09673551253269,0.0337186974337556,1.04167254137524,1.0745324736792,1.08863375344191,1.1060223011467,1.11942845828287,1.15128980941706
united-kingdom,Scotland,2020-12-30,,1.04489478357928,1.04269187079273,0.0351781421884172,0.983307924181522,1.01962036809398,1.03516308757824,1.05298652123819,1.06715699072396,1.09702799446372
united-kingdom,Scotland,2020-12-31,,0.994905024565721,0.992627496380149,0.0380431485861746,0.926352095235988,0.968324811862896,0.984984687833924,1.00426746648948,1.01929319208707,1.04956920817758
united-kingdom,Scotland,2021-01-01,,0.950119089547807,0.948365718064324,0.0403634986476196,0.878053593925949,0.92272453793977,0.940118044226871,0.960422607729948,0.976410906499753,1.00928445200719
united-kingdom,Scotland,2021-01-02,,0.912751808453043,0.911011758330443,0.0412026007744321,0.839124759963333,0.88369801659214,0.902975021383694,0.923046578630224,0.939996159701574,0.975706959430405
united-kingdom,Scotland,2021-01-03,,0.882395340099411,0.881051249542212,0.0403830977647132,0.813228201453938,0.854127050330633,0.872194578206771,0.892625368987895,0.908819423498232,0.945531000449706
united-kingdom,Scotland,2021-01-04,,0.859723275263244,0.858469864977346,0.038187164612814,0.795536565583928,0.832924488469167,0.850020998079662,0.868571747195534,0.884044417299298,0.920133212217264
united-kingdom,Scotland,2021-01-05,,0.843571506863055,0.842865132978749,0.0351891669905611,0.784132109206753,0.820482402105189,0.834892178987257,0.851502999509393,0.866175566086797,0.900849487421948
united-kingdom,Scotland,2021-01-06,,0.834165527576387,0.833540324644631,0.0321572287629479,0.779755700081657,0.812430885340197,0.825938500459842,0.841771963108371,0.854701651266508,0.885525106390164
united-kingdom,Scotland,2021-01-07,,0.829713693226939,0.829583555257324,0.0299112260620196,0.779795972940432,0.809609384842483,0.822192865913604,0.837040705565406,0.849962997626539,0.877435374362992
united-kingdom,Scotland,2021-01-08,,0.830067666864065,0.829941332237636,0.0290295608429231,0.783238041679488,0.810348860937985,0.822723224514848,0.83705117455877,0.849279968851734,0.876305042432639
united-kingdom,Scotland,2021-01-09,,0.832608850597875,0.833495143329014,0.029519386315955,0.787127151950593,0.813582579333555,0.825976369246583,0.839728547309075,0.851992231378809,0.882341394826263
united-kingdom,Scotland,2021-01-10,,0.836806654444188,0.839144081983981,0.0308306213703743,0.792495729996989,0.81819093325522,0.829912762406633,0.844677246750993,0.857967510334358,0.892383936522164
united-kingdom,Scotland,2021-01-11,,0.842537248131835,0.845888876093954,0.0322393981554243,0.797873294741926,0.824241864728669,0.835687357638964,0.850432283024077,0.865487053687843,0.902425011003356
united-kingdom,Scotland,2021-01-12,,0.849689870495866,0.852906470867435,0.0331914827560799,0.804325118488305,0.830453693837366,0.841846188032686,0.85778639478641,0.872619628374169,0.9124259330768
united-kingdom,Scotland,2021-01-13,,0.856506738846669,0.859602257643235,0.0334291229824807,0.809904992400859,0.836522488216081,0.84908558436461,0.864532675351889,0.880127878974205,0.919132503085308
united-kingdom,Scotland,2021-01-14,,0.862990776581012,0.865630029506571,0.0329870978844683,0.815873587224719,0.842986087844527,0.855567159436681,0.870778571957288,0.886095867449198,0.922561244444474
united-kingdom,Scotland,2021-01-15,,0.869613925594001,0.87087656261369,0.0321320123208711,0.821784381031412,0.849091671549941,0.862038790701501,0.877223531851407,0.890563535384798,0.925897960453206
united-kingdom,Scotland,2021-01-16,,0.874563639989555,0.875415745866802,0.0312553991918861,0.826817909351643,0.853861979568536,0.867243654211078,0.881658934950949,0.894637417723214,0.92881523982695
united-kingdom,Scotland,2021-01-17,,0.879079750344605,0.879443568799662,0.0307198773252285,0.831022370136442,0.858771664475035,0.871381765146034,0.886042862792504,0.89866367491526,0.931300998565334
united-kingdom,Scotland,2021-01-18,,0.883258578424455,0.883208082105201,0.0307034760474284,0.83405536443834,0.862512312637901,0.875145112284016,0.890473230516806,0.902413772857402,0.934955485222125
united-kingdom,Scotland,2021-01-19,,0.886692222307005,0.886947258877621,0.0311377936246668,0.837392166479248,0.866295838042495,0.879322941413007,0.894280768054242,0.907180317506563,0.939474541410879
united-kingdom,Scotland,2021-01-20,,0.890753816274475,0.8908435672955,0.0317880595898109,0.838108069400066,0.870432745378313,0.883076817132988,0.898237695556092,0.911472898681697,0.943060425799653
united-kingdom,Scotland,2021-01-21,,0.895174681399645,0.894998847153367,0.0324035132243749,0.841067006484939,0.874908039036316,0.887369040079994,0.902689141640757,0.916219337604821,0.948340541182418
united-kingdom,Scotland,2021-01-22,,0.899679765333067,0.899428484752406,0.0328330124064929,0.844660361919994,0.878099812746105,0.891906870115126,0.907421393173502,0.920660476676871,0.953339862071797
united-kingdom,Scotland,2021-01-23,,0.904289749748228,0.904070938239241,0.0330635498874348,0.850289042864116,0.883208477987891,0.89667943436329,0.911944727791953,0.92536357443717,0.958781177877423
united-kingdom,Scotland,2021-01-24,,0.90893739276658,0.908807593861863,0.0331932204747447,0.854740459909919,0.887779833324819,0.900901863266795,0.916907536079746,0.930079281651467,0.964362552069846
united-kingdom,Scotland,2021-01-25,,0.913355522582773,0.913488283784289,0.0333693902723841,0.858893381918602,0.891942925087175,0.905300184845959,0.921075182541894,0.9351657124762,0.967988801350481
united-kingdom,Scotland,2021-01-26,,0.917861285740207,0.91795874524319,0.0337350764094947,0.862990143044909,0.895936333667597,0.909714246015392,0.925542064007238,0.939856011974745,0.973692022149884
united-kingdom,Scotland,2021-01-27,,0.921617184881879,0.922087032358454,0.0344336649842649,0.867037717304705,0.899537441671454,0.913542143474021,0.930363837575746,0.944482989846206,0.979375838794784
united-kingdom,Scotland,2021-01-28,,0.925146663763714,0.925785995678465,0.0356974874482758,0.868925396345012,0.902061184357077,0.916132185472683,0.934191078711139,0.949325246140376,0.985021654952327
united-kingdom,Scotland,2021-01-29,,0.928417301675384,0.929028663473711,0.0379749113777509,0.868450231897369,0.903576307557854,0.918512852054096,0.937881353195314,0.954004418414013,0.991210644669538
united-kingdom,Scotland,2021-01-30,,0.930959119988017,0.931853482151481,0.0419629530551289,0.86468268714901,0.903504734413397,0.920603125418296,0.941358940441376,0.959726930131218,1.00111987502312
united-kingdom,Scotland,2021-01-31,,0.934017239212795,0.934357718760074,0.0484175988068788,0.855046425581091,0.901050933853777,0.921162654425575,0.946418268057134,0.966224049174428,1.01366324243199
united-kingdom,South East,2020-10-19,,0.999788094129213,0.997779555316283,0.0912050604851802,0.847113118904833,0.93706251051522,0.975446429550831,1.0214250994022,1.05844281548808,1.14518065033331
united-kingdom,South East,2020-10-20,,1.01442676792766,1.01328388836132,0.0795322794748727,0.881504046873058,0.959575146507375,0.993336353499103,1.03438375084178,1.0670404769653,1.14157295385173
united-kingdom,South East,2020-10-21,,1.03057906688977,1.03002329851341,0.0688504143103228,0.916248077342048,0.982103125085281,1.01237162403239,1.0484570694572,1.0767945376562,1.14175446040784
united-kingdom,South East,2020-10-22,,1.04835789366639,1.04766971830916,0.059262297039218,0.95001258338047,1.00721500471112,1.03202558837009,1.06386986554352,1.08737686851524,1.14514147245703
united-kingdom,South East,2020-10-23,,1.06640848605265,1.06578592474722,0.0509174350270473,0.981020529175334,1.03164807456978,1.05262543399668,1.0800809489725,1.10062258826502,1.14937070397803
united-kingdom,South East,2020-10-24,,1.0848398738218,1.08382523222151,0.0440456549266897,1.01100258287912,1.05463219793827,1.07308883314709,1.09546365339767,1.11435010300381,1.1557938975015
united-kingdom,South East,2020-10-25,,1.10153066289954,1.10114010295382,0.0389478128778883,1.03649640492239,1.07630444110739,1.09305072414893,1.1111960900572,1.12723501906134,1.16472347597035
united-kingdom,South East,2020-10-26,,1.11737643669775,1.1170025896412,0.0358801526641737,1.05779784896348,1.09359930271659,1.10854780748352,1.12593489218828,1.14040072142162,1.17558740562912
united-kingdom,South East,2020-10-27,,1.12970986180431,1.13063876412524,0.0348336417181102,1.07477389759972,1.10792351313911,1.12141969154264,1.13809649066899,1.15376715645778,1.18938390111996
united-kingdom,South East,2020-10-28,,1.13969727201083,1.14127725789126,0.035396154853694,1.0856659069448,1.11728785650321,1.13097234709351,1.14856700182363,1.16368097360131,1.20357782236823
united-kingdom,South East,2020-10-29,,1.14560736445981,1.14820912289282,0.0368814719136916,1.09028656420598,1.12292632457343,1.13669011880147,1.1553658587068,1.17172623267383,1.21295537993691
united-kingdom,South East,2020-10-30,,1.1478292036649,1.15085321213194,0.038585057064342,1.09097526064821,1.12409473934379,1.1382785953449,1.15808209685604,1.17598317910081,1.21851348665913
united-kingdom,South East,2020-10-31,,1.14609420891495,1.14881902126692,0.0399406490730264,1.08698534680821,1.12040401775365,1.13527669346473,1.15637989089552,1.17426725779729,1.21997160772064
united-kingdom,South East,2020-11-01,,1.13914863048881,1.14195800195061,0.0405599153887404,1.08028990263109,1.11299112377348,1.12878364552745,1.1498930760204,1.16780082246068,1.21443225501078
united-kingdom,South East,2020-11-02,,1.12762349556843,1.13039499898528,0.0402331540972001,1.06904914321875,1.10189224274742,1.11762144052808,1.13841750130367,1.15561504777254,1.20242163188706
united-kingdom,South East,2020-11-03,,1.11249824911767,1.11453370443935,0.0389334101309251,1.05563007551049,1.08721149524439,1.10249400613933,1.12288795792029,1.13935916052497,1.18384368251886
united-kingdom,South East,2020-11-04,,1.09333033776079,1.09503372066428,0.0368243937468159,1.03968069901127,1.06876732566054,1.08328687795569,1.10321232054947,1.11816178113531,1.1602968374795
united-kingdom,South East,2020-11-05,,1.0713302185889,1.0727615093621,0.0342551608263627,1.0208330493861,1.04833592369928,1.06239208441303,1.07991517302121,1.09374288734792,1.13210907669383
united-kingdom,South East,2020-11-06,,1.04725214790055,1.04872220347935,0.0317177473075092,0.999888624155244,1.0273135017293,1.03882552419282,1.05493838471362,1.06906536336313,1.10366866307151
united-kingdom,South East,2020-11-07,,1.02215307220399,1.02398265235913,0.0297379211282057,0.978401284252769,1.00400055643693,1.01541622379683,1.03023173909937,1.04274409576059,1.07365677082477
united-kingdom,South East,2020-11-08,,0.99888824360365,0.999597031682873,0.0286897986350377,0.95383058859701,0.981010213104503,0.992209724097979,1.00569813578109,1.01823373191374,1.04672203586075
united-kingdom,South East,2020-11-09,,0.976900494882225,0.976544550585275,0.0286209992772751,0.929855791766485,0.958594178798127,0.970271316310576,0.983353700341463,0.995312636098471,1.02250297207734
united-kingdom,South East,2020-11-10,,0.956807482050162,0.955684932356506,0.0292510571627193,0.906722148472596,0.937824362471069,0.949988537454694,0.963427525969188,0.974568341794684,1.0018660423426
united-kingdom,South East,2020-11-11,,0.939451675095412,0.937732844454287,0.0301569298638845,0.886082371904649,0.919061263697716,0.932339863988191,0.945768732857725,0.957240603358119,0.984779158279522
united-kingdom,South East,2020-11-12,,0.925091483379196,0.923248751742757,0.0309692567792988,0.87046162055288,0.904695265666604,0.917747769231475,0.931695953752252,0.94346772261882,0.971664396459293
united-kingdom,South East,2020-11-13,,0.914306361803249,0.912641628020111,0.0314626230589938,0.859886937119346,0.893259733035988,0.906600753541202,0.920954618912429,0.933559921743938,0.962589927383394
united-kingdom,South East,2020-11-14,,0.907135115667255,0.906178657101596,0.0315587212572345,0.853608874775357,0.886194604739499,0.899626893802526,0.914570270979643,0.927290347436464,0.956517363236343
united-kingdom,South East,2020-11-15,,0.905180138669351,0.903997975615156,0.0312934407332941,0.851892677605633,0.883477076785668,0.897175435567835,0.912081843344716,0.925101264072677,0.954441404663378
united-kingdom,South East,2020-11-16,,0.906290977282439,0.906121952028189,0.0307758166960808,0.854286954441472,0.885860227860864,0.898723718803588,0.913913570786714,0.926737577202582,0.955664701812872
