region,time
Amazonas,9.7
Antioquia,28.6
Arauca,12.9
Atlantico,20.1
Bogota,24
Bolivar,11.4
Boyaca,12.1
Caldas,16.7
Caqueta,8.9
Casanare,13.4
Cauca,13.8
Cesar,10
Choco,15.5
Cordoba,6.6
Cundinamarca,18.3
Guainia,8.5
Guaviare,9.4
Huila,14.8
La guajira,9.2
Magdalena,6.3
Meta,10.2
Narino,14.1
Norte de santander,10.2
Putumayo,11
Quindio,9.5
Risaralda,9.6
San andres y providencia,10
Santander,8.6
Sucre,7.4
Tolima,8.1
Valle del cauca,11.9
Vaupes,7.1
Vichada,5.5
